"","Reference","ID","CommonControl","Mainland","Island","Class","Order","Family","Binomial","Species_main","Species_island","guild","Sex","Measure","Mean_m","Mean_i","sd_m","sd_i","N_m","N_i","RR","var","Long_i","Lat_i","logmass","Island_km2","Dist_near_mainland","NDVI","SDNDVI","tmean","tseas","prec","Archipielago","Phylogeny","Data_source_type","imputed","SPID"
"1010","Wayne 1991","ES1011","CC438","California","San Miguel","Mammals","Carnivora","Canidae","Urocyon cinereoargenteus","Urocyon cinereoargenteus","Urocyon littoralis","Omn","Female","Weight",3530,2040,175.490685391539,95.4488715398834,9,12,-0.54834806308908,0.000457041497383547,-120.374,34.038,3.54777470538782,1.56820172406699,1.62325963061961,0.368992797851563,-1.62323889571144,13.7580556869507,2.19115354206902,2.64157325922867,"No","Collins PW (1993) Taxonomic and Biogeographic Relationships of the Island Fox (Urocyon littoralis)
and Gray Fox (U. cinereoargenteus) from Western North America. Third California Islands Symposium:
Recent Advances in Research on the California Islands. Santa Barbara: Santa Barbara Museum of
Natural History. pp. 351–390.","Island rule","Yes","SP210"
"1011","Meiri et al 2006","ES1012","CC439","California S. of 35N, W. of 117W","San Miguel","Mammals","Carnivora","Canidae","Urocyon littoralis","Urocyon cinereoargenteus","Urocyon littoralis","Omn","Both","CBL",5234.00643527981,3246.31214941275,167.646557159229,58.6891003924147,25,9,-0.477657404823717,7.73529720322234e-05,-120.374,34.038,3.71883425227497,1.56820172406699,1.62325963061961,0.368992797851563,-1.62323889571144,13.7580556869507,2.19115354206902,2.64157325922867,"No","Collins PW (1993) Taxonomic and Biogeographic Relationships of the Island Fox (Urocyon littoralis)
and Gray Fox (U. cinereoargenteus) from Western North America. Third California Islands Symposium:
Recent Advances in Research on the California Islands. Santa Barbara: Santa Barbara Museum of
Natural History. pp. 351–390.","Island rule","No","SP211"
"1012","Wayne 1991","ES1013","CC438","California","San Nicolas","Mammals","Carnivora","Canidae","Urocyon cinereoargenteus","Urocyon cinereoargenteus","Urocyon littoralis","Omn","Female","Weight",3530,1740,175.490685391539,81.4122727840182,9,20,-0.707412757718768,0.000384068866037933,-119.502,33.246,3.54777470538782,1.76342799356294,1.99563958138834,0.247540942382813,-1.80538861692373,15.7538766860962,2.36631802721825,2.36455099535397,"No","Collins PW (1993) Taxonomic and Biogeographic Relationships of the Island Fox (Urocyon littoralis)
and Gray Fox (U. cinereoargenteus) from Western North America. Third California Islands Symposium:
Recent Advances in Research on the California Islands. Santa Barbara: Santa Barbara Museum of
Natural History. pp. 351–390.","Island rule","Yes","SP210"
"1013","Wayne 1991","ES1014","CC438","California","Santa Catalina (Upper)","Mammals","Carnivora","Canidae","Urocyon cinereoargenteus","Urocyon cinereoargenteus","Urocyon littoralis","Omn","Female","Weight",3530,2060,175.490685391539,96.3846447902744,9,39,-0.538591888143716,0.000330742712362293,-118.416,33.378,3.54777470538782,2.28780172993023,1.51852710011734,0.40108154296875,-1.83218409265835,15.9043684005737,2.44393465298673,2.48321629846336,"No","Collins PW (1993) Taxonomic and Biogeographic Relationships of the Island Fox (Urocyon littoralis)
and Gray Fox (U. cinereoargenteus) from Western North America. Third California Islands Symposium:
Recent Advances in Research on the California Islands. Santa Barbara: Santa Barbara Museum of
Natural History. pp. 351–390.","Island rule","Yes","SP210"
"1014","Wayne 1991","ES1015","CC438","California","Santa Cruz","Mammals","Carnivora","Canidae","Urocyon cinereoargenteus","Urocyon cinereoargenteus","Urocyon littoralis","Omn","Female","Weight",3530,1630,175.490685391539,76.2655199068676,9,13,-0.772717856126534,0.000443008299047852,-119.741,33.997,3.54777470538782,2.46834733041216,1.48573561887981,0.38126806640625,-1.84228073835755,15.2632083892822,2.37044672609679,2.59439255037543,"No","Collins PW (1993) Taxonomic and Biogeographic Relationships of the Island Fox (Urocyon littoralis)
and Gray Fox (U. cinereoargenteus) from Western North America. Third California Islands Symposium:
Recent Advances in Research on the California Islands. Santa Barbara: Santa Barbara Museum of
Natural History. pp. 351–390.","Island rule","Yes","SP210"
"1015","Meiri et al 2006","ES1016","CC439","California S. of 35N, W. of 117W","Santa Cruz","Mammals","Carnivora","Canidae","Urocyon littoralis","Urocyon cinereoargenteus","Urocyon littoralis","Omn","Male","CBL",5399.17073828387,2971.15023262288,180.879019695656,82.6088679154232,15,5,-0.597296213242108,0.000229431057954571,-119.741,33.997,3.73232706140754,2.46834733041216,1.48573561887981,0.38126806640625,-1.84228073835755,15.2632083892822,2.37044672609679,2.59439255037543,"No","Collins PW (1993) Taxonomic and Biogeographic Relationships of the Island Fox (Urocyon littoralis)
and Gray Fox (U. cinereoargenteus) from Western North America. Third California Islands Symposium:
Recent Advances in Research on the California Islands. Santa Barbara: Santa Barbara Museum of
Natural History. pp. 351–390.","Island rule","No","SP211"
"1016","Wayne 1991","ES1017","CC438","California","Santa Rosa","Mammals","Carnivora","Canidae","Urocyon cinereoargenteus","Urocyon cinereoargenteus","Urocyon littoralis","Omn","Female","Weight",3530,1870,175.490685391539,87.4947989115598,9,29,-0.63535944007871,0.000350098847997734,-120.098,33.965,3.54777470538782,2.33645973384853,1.63949645003697,0.36104130859375,-1.56896166036996,14.5585317611694,2.32997568768546,2.61208418134256,"No","Collins PW (1993) Taxonomic and Biogeographic Relationships of the Island Fox (Urocyon littoralis)
and Gray Fox (U. cinereoargenteus) from Western North America. Third California Islands Symposium:
Recent Advances in Research on the California Islands. Santa Barbara: Santa Barbara Museum of
Natural History. pp. 351–390.","Island rule","Yes","SP210"
"1017","Meiri et al 2006","ES1018","CC439","California S. of 35N, W. of 117W","Santa Rosa","Mammals","Carnivora","Canidae","Urocyon littoralis","Urocyon cinereoargenteus","Urocyon littoralis","Omn","Male","CBL",5399.17073828387,2993.99237451122,180.879019695656,100.892255685533,15,6,-0.58963763572239,0.000264084121623464,-120.098,33.965,3.73232706140754,2.33645973384853,1.63949645003697,0.36104130859375,-1.56896166036996,14.5585317611694,2.32997568768546,2.61208418134256,"No","Collins PW (1993) Taxonomic and Biogeographic Relationships of the Island Fox (Urocyon littoralis)
and Gray Fox (U. cinereoargenteus) from Western North America. Third California Islands Symposium:
Recent Advances in Research on the California Islands. Santa Barbara: Santa Barbara Museum of
Natural History. pp. 351–390.","Island rule","No","SP211"
"1018","Grinnell et al. 1937","ES1019","CC440","California","Santa Catalina (Upper)","Mammals","Carnivora","Canidae","Urocyon cinereoargenteus","Urocyon cinereoargenteus","Urocyon littoralis catalinae","Omn","Both","Length",4269.48573306207,1907.29498493812,265.627361772407,334.069392389149,16,6,-0.805807382772411,0.00535504628743878,-118.416,33.378,3.63037556665409,2.28780172993023,1.51852710011734,0.40108154296875,-1.83218409265835,15.9043684005737,2.44393465298673,2.48321629846336,"No","Collins PW (1993) Taxonomic and Biogeographic Relationships of the Island Fox (Urocyon littoralis)
and Gray Fox (U. cinereoargenteus) from Western North America. Third California Islands Symposium:
Recent Advances in Research on the California Islands. Santa Barbara: Santa Barbara Museum of
Natural History. pp. 351–390.","No island rule","No","SP210"
"1019","Meiri et al 2006","ES1020","CC439","California S. of 35N, W. of 117W","Santa Catalina (Upper)","Mammals","Carnivora","Canidae","Urocyon littoralis","Urocyon cinereoargenteus","Urocyon littoralis catalinae","Omn","Both","CBL",5234.00643527981,3352.77650441757,167.646557159229,108.349301025226,25,12,-0.445388223767174,0.000128066042728191,-118.416,33.378,3.71883425227497,2.28780172993023,1.51852710011734,0.40108154296875,-1.83218409265835,15.9043684005737,2.44393465298673,2.48321629846336,"No","Collins PW (1993) Taxonomic and Biogeographic Relationships of the Island Fox (Urocyon littoralis)
and Gray Fox (U. cinereoargenteus) from Western North America. Third California Islands Symposium:
Recent Advances in Research on the California Islands. Santa Barbara: Santa Barbara Museum of
Natural History. pp. 351–390.","Island rule","No","SP211"
"1020","Grinnell et al. 1937","ES1021","CC440","California","San Clemente","Mammals","Carnivora","Canidae","Urocyon cinereoargenteus","Urocyon cinereoargenteus","Urocyon littoralis dickeyi","Omn","Both","Length",4269.48573306207,2470.2920078391,265.627361772407,83.9587298830331,16,5,-0.547157017315944,0.000472949791203681,-118.476,32.89,3.63037556665409,2.16136800223497,1.89763258865415,0.302382250976563,-1.55024169368695,16.2007827758789,2.44238215023781,2.39529143091706,"No","Collins PW (1993) Taxonomic and Biogeographic Relationships of the Island Fox (Urocyon littoralis)
and Gray Fox (U. cinereoargenteus) from Western North America. Third California Islands Symposium:
Recent Advances in Research on the California Islands. Santa Barbara: Santa Barbara Museum of
Natural History. pp. 351–390.","No island rule","No","SP210"
"1021","Grinnell et al. 1937","ES1022","CC440","California","San Nicolas","Mammals","Carnivora","Canidae","Urocyon cinereoargenteus","Urocyon cinereoargenteus","Urocyon littoralis dickeyi","Omn","Both","Length",4269.48573306207,2439.36479405872,265.627361772407,110.953437496114,16,18,-0.559755707655897,0.000356857370470149,-119.502,33.246,3.63037556665409,1.76342799356294,1.99563958138834,0.247540942382813,-1.80538861692373,15.7538766860962,2.36631802721825,2.36455099535397,"No","Collins PW (1993) Taxonomic and Biogeographic Relationships of the Island Fox (Urocyon littoralis)
and Gray Fox (U. cinereoargenteus) from Western North America. Third California Islands Symposium:
Recent Advances in Research on the California Islands. Santa Barbara: Santa Barbara Museum of
Natural History. pp. 351–390.","No island rule","No","SP210"
"1022","Grinnell et al. 1937","ES1023","CC440","California","San Miguel","Mammals","Carnivora","Canidae","Urocyon cinereoargenteus","Urocyon cinereoargenteus","Urocyon littoralis littoralis","Omn","Both","Length",4269.48573306207,2897.14170872902,265.627361772407,123.448614189407,16,12,-0.387768749493108,0.000393225974356353,-120.374,34.038,3.63037556665409,1.56820172406699,1.62325963061961,0.368992797851563,-1.62323889571144,13.7580556869507,2.19115354206902,2.64157325922867,"No","Collins PW (1993) Taxonomic and Biogeographic Relationships of the Island Fox (Urocyon littoralis)
and Gray Fox (U. cinereoargenteus) from Western North America. Third California Islands Symposium:
Recent Advances in Research on the California Islands. Santa Barbara: Santa Barbara Museum of
Natural History. pp. 351–390.","No island rule","No","SP210"
"1023","Grinnell et al. 1937","ES1024","CC440","California","Santa Cruz","Mammals","Carnivora","Canidae","Urocyon cinereoargenteus","Urocyon cinereoargenteus","Urocyon littoralis santacruzae","Omn","Both","Skull",4016.73022536204,1906.01353814224,154.760743592453,36.2825220407638,25,8,-0.745454286770375,0.000104674748648105,-119.741,33.997,3.60387266430051,2.46834733041216,1.48573561887981,0.38126806640625,-1.84228073835755,15.2632083892822,2.37044672609679,2.59439255037543,"No","Collins PW (1993) Taxonomic and Biogeographic Relationships of the Island Fox (Urocyon littoralis)
and Gray Fox (U. cinereoargenteus) from Western North America. Third California Islands Symposium:
Recent Advances in Research on the California Islands. Santa Barbara: Santa Barbara Museum of
Natural History. pp. 351–390.","No island rule","No","SP210"
"1024","Grinnell et al. 1937","ES1025","CC440","California","Santa Rosa","Mammals","Carnivora","Canidae","Urocyon cinereoargenteus","Urocyon cinereoargenteus","Urocyon littoralis santarosae","Omn","Both","Length",4269.48573306207,2698.30005413129,265.627361772407,160.202809688549,16,15,-0.458871417623457,0.000476921872233106,-120.098,33.965,3.63037556665409,2.33645973384853,1.63949645003697,0.36104130859375,-1.56896166036996,14.5585317611694,2.32997568768546,2.61208418134256,"No","Collins PW (1993) Taxonomic and Biogeographic Relationships of the Island Fox (Urocyon littoralis)
and Gray Fox (U. cinereoargenteus) from Western North America. Third California Islands Symposium:
Recent Advances in Research on the California Islands. Santa Barbara: Santa Barbara Museum of
Natural History. pp. 351–390.","No island rule","No","SP210"
"1025","Meiri et al 2006","ES1026","CC441","NW America W. of the Rockies, 55-60N","Admiralty","Mammals","Carnivora","Ursidae","Ursus americanus","Ursus americanus","Ursus americanus","Omn","Male","CBL",130185.177772309,102105.861067022,6472.03571532064,4777.39667473303,9,2,-0.242947752614591,0.00136919938920372,-134.336,57.622,5.11456154046769,3.63447727016073,0.755951041004132,0.558409375,-1.59266431811634,4.93829870223999,2.74498305543084,3.43367508098325,"No","Conspecific","Island rule","Yes","SP212"
"1026","Meiri et al 2006","ES1027","CC442","NW America W. of the Rockies, 53-58N","Graham","Mammals","Carnivora","Ursidae","Ursus americanus","Ursus americanus","Ursus americanus","Omn","Both","CBL",117076.461845011,139788.238160248,5820.34802617492,6540.50469948244,6,5,0.177301451539389,0.000849750666602951,-132.313,53.437,5.06846958919389,3.80352539557653,1.88081930664427,0.718636279296875,-1.4955592547472,7.14643526077271,2.61294044743336,3.40125312714341,"No","Conspecific","Island rule","Yes","SP212"
"1027","Meiri et al 2006","ES1028","CC441","NW America W. of the Rockies, 55-60N","Kuiu","Mammals","Carnivora","Ursidae","Ursus americanus","Ursus americanus","Ursus americanus","Omn","Male","CBL",130185.177772309,120597.052780699,5285.44222136739,9852.82661530478,9,7,-0.0765030352759315,0.00113671073407782,-134.0511,56.5406,5.11456154046769,3.28623185402855,1.78533695453408,0.65164267578125,-1.45541109807182,6.18198251724243,2.68341210161806,3.62171051133549,"No","Conspecific","Island rule","No","SP212"
"1028","Meiri et al 2006","ES1029","CC441","NW America W. of the Rockies, 55-60N","Kupreanof","Mammals","Carnivora","Ursidae","Ursus americanus","Ursus americanus","Ursus americanus","Omn","Male","CBL",130185.177772309,127134.855527978,5285.44222136739,3890.46054441732,9,5,-0.0237095036585912,0.00037043074221011,-133.4969,56.7928,5.11456154046769,3.45055700941833,0.954290761701127,0.603000244140625,-1.39296553267818,5.77403974533081,2.72822360457428,3.52261263719397,"No","Conspecific","Island rule","No","SP212"
"1029","Meiri et al 2006","ES1030","CC441","NW America W. of the Rockies, 55-60N","Mitkof","Mammals","Carnivora","Ursidae","Ursus americanus","Ursus americanus","Ursus americanus","Omn","Male","CBL",130185.177772309,128629.899483572,6472.03571532064,6018.42095686057,9,2,-0.0120185966475542,0.00136919938920372,-132.809167,56.5983,5.11456154046769,2.73239375982297,0.845160077651946,0.577709912109375,-1.47843202534781,5.46549844741821,2.72758086715248,3.49433551915776,"No","Conspecific","Island rule","Yes","SP212"
"1030","Meiri et al 2006","ES1031","CC443","NW America W. of the Rockies, 47-55N","Vancouver Island","Mammals","Carnivora","Ursidae","Ursus americanus","Ursus americanus","Ursus americanus","Omn","Male","CBL",111949.846658508,116422.416337401,4321.36067564955,5541.58030404345,3,6,0.0391741236624969,0.000874284934948555,-125.415,49.552,5.04902350304761,4.49533615931354,1.00004342727686,0.642414501953125,-1.53147189003202,6.86428451538086,2.71065595970608,3.36782465258358,"No","Conspecific","Island rule","No","SP212"
"1031","Meiri et al 2006","ES1032","CC444","NW America W. of the Rockies, 55-60N","Admiralty","Mammals","Carnivora","Ursidae","Ursus arctos","Ursus arctos","Ursus arctos","Herb","Both","CBL",113290.966779803,134924.331984245,10339.3167319964,10768.4224266145,8,58,0.174754680955147,0.00115094918859563,-134.336,57.622,5.05419528290767,3.63447727016073,0.755951041004132,0.558409375,-1.59266431811634,4.93829870223999,2.74498305543084,3.43367508098325,"No","Conspecific","Island rule","No","SP213"
"1032","Rausch 1963","ES1033","CC445","Yukon","Admiralty","Mammals","Carnivora","Ursidae","Ursus arctos","Ursus arctos","Ursus arctos","Herb","Male","CBL",157092.118246966,176355.307655132,5093.79388776158,6951.62334607349,75,33,0.115668379798054,6.11037381858504e-05,-134.336,57.622,5.19615439581197,3.63447727016073,0.755951041004132,0.558409375,-1.59266431811634,4.93829870223999,2.74498305543084,3.43367508098325,"No","Conspecific","No island rule","No","SP213"
"1033","Ferguson and McLoughlin 2000","ES1034","CC446","Kluane NP","Admiralty","Mammals","Carnivora","Ursidae","Ursus arctos","Ursus arctos","Ursus arctos","Herb","Female","Weight",121000,168000,6015.40309699044,7860.49530328451,35,18,0.328173433806518,0.000192235031419135,-134.336,57.622,5.08278537031645,3.63447727016073,0.755951041004132,0.558409375,-1.59266431811634,4.93829870223999,2.74498305543084,3.43367508098325,"No","Conspecific","No island rule","Yes","SP213"
"1034","Meiri et al 2006","ES1035","CC444","NW America W. of the Rockies, 55-60N","Baranof","Mammals","Carnivora","Ursidae","Ursus arctos","Ursus arctos","Ursus arctos","Herb","Female","CBL",99558.6576416035,116209.160344983,5605.12109004011,5857.06307129535,6,5,0.154644679383956,0.00103632881902142,-134.9478,56.9513,4.9980790323442,3.61940641088678,1.87506705394619,0.377066235351563,-1.49491484498233,4.87631893157959,2.69984283152156,3.61059875032817,"No","Conspecific","Island rule","No","SP213"
"1035","Rausch 1963","ES1036","CC445","Yukon","Baranof","Mammals","Carnivora","Ursidae","Ursus arctos","Ursus arctos","Ursus arctos","Herb","Male","CBL",157092.118246966,179912.960291125,5093.79388776158,7479.02636582115,75,14,0.135640806292126,0.000137453538946437,-134.9478,56.9513,5.19615439581197,3.61940641088678,1.87506705394619,0.377066235351563,-1.49491484498233,4.87631893157959,2.69984283152156,3.61059875032817,"No","Conspecific","No island rule","No","SP213"
"1036","Meiri et al 2006","ES1037","CC444","NW America W. of the Rockies, 55-60N","Chichagof","Mammals","Carnivora","Ursidae","Ursus arctos","Ursus arctos","Ursus arctos","Herb","Both","CBL",113290.966779803,136064.936039586,10339.3167319964,12216.3052255672,8,22,0.183172806140525,0.00140753333102448,-135.908,57.852,5.05419528290767,3.73631680790411,0.944532020991981,0.46705810546875,-1.53866070150162,5.07158374786377,2.71570370857753,3.32315563083881,"No","Conspecific","Island rule","No","SP213"
"1037","Rausch 1963","ES1038","CC445","Yukon","Chichagof","Mammals","Carnivora","Ursidae","Ursus arctos","Ursus arctos","Ursus arctos","Herb","Male","CBL",157092.118246966,192774.343370527,5093.79388776158,7304.58457852646,75,19,0.204687925807039,8.95870421180453e-05,-135.908,57.852,5.19615439581197,3.73631680790411,0.944532020991981,0.46705810546875,-1.53866070150162,5.07158374786377,2.71570370857753,3.32315563083881,"No","Conspecific","No island rule","No","SP213"
"1038","Meiri et al 2006","ES1039","CC447","Alaska S. of 61N, 150-160W","Kodiak","Mammals","Carnivora","Ursidae","Ursus arctos","Ursus arctos","Ursus arctos","Herb","Both","CBL",177963.223513737,177919.998620707,14678.0736896771,13975.0073560003,40,22,-0.000242916162127013,0.000450500824891118,-153.433,57.466,5.25033026368395,3.96815593714997,0.230704313612569,0.360320385742187,-1.58689711464216,3.76066899299622,2.69471113461359,3.20101925693931,"No","Conspecific","Island rule","No","SP213"
"1039","Rausch 1963","ES1040","CC448","Alaska","Kodiak","Mammals","Carnivora","Ursidae","Ursus arctos","Ursus arctos","Ursus arctos","Herb","Male","CBL",234335.832135959,248672.455018462,8368.19393793104,8431.06106939169,79,37,0.0593813222795744,4.72096377349052e-05,-153.433,57.466,5.36983870135452,3.96815593714997,0.230704313612569,0.360320385742187,-1.58689711464216,3.76066899299622,2.69471113461359,3.20101925693931,"No","Conspecific","No island rule","No","SP213"
"1040","Ferguson and McLoughlin 2000","ES1041","CC449","Alaska Peninsula, Katmai NP","Kodiak","Mammals","Carnivora","Ursidae","Ursus arctos","Ursus arctos","Ursus arctos","Herb","Female","Weight",219710,202000,10922.6794581799,9451.30982894924,122,16,-0.0840407975670741,0.000157081792553153,-153.433,57.466,5.34184982408475,3.96815593714997,0.230704313612569,0.360320385742187,-1.58689711464216,3.76066899299622,2.69471113461359,3.20101925693931,"No","Conspecific","No island rule","Yes","SP213"
"1041","Meiri et al 2006","ES1042","CC450","Baranof","Kruzof","Mammals","Carnivora","Ursidae","Ursus arctos","Ursus arctos","Ursus arctos","Herb","Male","CBL",125697.446037967,114507.357601943,6248.93228248412,5357.64611084283,4,3,-0.0932387180117999,0.00134759863125004,-135.69,57.109,5.09932645363754,2.65030752313194,0.431524584187451,0.65016845703125,-1.42673444093564,6.19442319869995,2.67415420119338,3.39809283308018,"No","Conspecific","Island rule","Yes","SP213"
"1042","Meiri et al 2006","ES1043","CC451","NW America S. of 62N, 143-152W","Montague","Mammals","Carnivora","Ursidae","Ursus arctos","Ursus arctos","Ursus arctos","Herb","Female","CBL",116588.354383676,98848.1406885879,5796.08221514531,4624.9722953634,9,2,-0.165064652270282,0.00136919938920372,-147.36,60.028,5.06665517238274,2.92941892571429,1.74037058568577,0.363617138671875,-1.69589175347645,3.40644431114197,2.741789420545,3.08236521373008,"No","Conspecific","Island rule","Yes","SP213"
"1043","Sody 1949","ES1044","CC452","Java","Bali","Mammals","Carnivora","Viverridae","Viverricula indica","Viverra indica","Viverra indica","Carn","Female","Skull",1615.99248228793,1708.90132949034,43.6285796245894,42.6895937359191,15,4,0.055901358612077,0.000204601985013539,115.155,-8.274,3.20843933607442,3.74973631556906,0.398113691730502,0.70758955078125,-1.7127583914303,23.3216743469238,1.79013910267233,3.32191741131671,"No","Conspecific","No island rule","No","SP214"
"1044","Meiri et al 2006","ES1045","CC453","Sumatra","Billiton","Mammals","Carnivora","Viverridae","Viverra tangalunga","Viverra tangalunga","Viverra tangalunga","Carn","Both","CBL",6171.15928143707,5335.23965082245,306.79347647585,113.628662696693,8,2,-0.145552906054014,0.000535733485616279,107.916,-2.833,3.79036675596818,3.68129552079318,2.20412269698795,0.6923310546875,-1.58469734809283,26.6166095733643,1.45918977058044,3.45333723070544,"No","Conspecific","Island rule","Yes","SP215"
"1045","Meiri et al 2006","ES1046","CC454","Borneo","Bunguran","Mammals","Carnivora","Viverridae","Viverra tangalunga","Viverra tangalunga","Viverra tangalunga","Carn","Both","CBL",5710.0242122023,6172.09803206606,283.868572974976,288.784211859922,65,9,0.0778155537550439,0.000281265016349619,108.25,4,3.75663794978763,3.17172645365323,2.35793675179664,0.66591943359375,-1.60790650532153,27.0590648651123,1.86150048246505,3.37321376605524,"No","Conspecific","Island rule","Yes","SP215"
"1046","Meiri et al 2006","ES1047","CC455","Java","Bali","Mammals","Carnivora","Viverridae","Viverricula indica","Viverricula indica","Viverricula indica","Carn","Both","CBL",2736.73887316336,2952.8912899837,136.054442093231,138.161834023968,28,6,0.0760177693860317,0.000453130630698626,115.155,-8.274,3.43723336103658,3.74973631556906,0.398113691730502,0.70758955078125,-1.7127583914303,23.3216743469238,1.79013910267233,3.32191741131671,"No","Conspecific","Island rule","Yes","SP214"
"1047","Meiri et al 2006","ES1048","CC456","Asia, 15-25N, E. of 105E","Hainan","Mammals","Carnivora","Viverridae","Viverricula indica","Viverricula indica","Viverricula indica","Carn","Both","CBL",3647.8093592117,2902.72182403136,122.7279818805,52.4397273897672,36,13,-0.228477955027323,5.65481145062716e-05,109.842,19.229,3.5620321332732,4.51719589794997,1.23047446736116,0.67702998046875,-1.48228771957217,23.9309253692627,2.59292952692165,3.20272176405885,"No","Conspecific","Island rule","No","SP214"
"1048","Pocock 1939","ES1049","CC457","Myanmar","Sri Lanka","Mammals","Carnivora","Viverridae","Viverricula indica","Viverricula indica","Viverricula indica","Carn","Both","Length",5316.57690660929,4117.8854882074,250.283741863309,230.130113051695,8,19,-0.255489857055122,0.000441398385977919,98.39,12.484,3.72563210051805,2.65321251377534,1.18187215901033,0.76425546875,-1.37518037940484,26.5656299591064,1.9791908453566,3.68162290628697,"No","Conspecific","No island rule","No","SP214"
"1049","Meiri et al 2006","ES1050","CC458","China S. of 30N, E. of 110E","Taiwan","Mammals","Carnivora","Viverridae","Viverricula indica","Viverricula indica","Viverricula indica","Carn","Both","CBL",3720.91461042461,2908.65271725481,115.085226475543,141.966260174453,28,13,-0.246279510870971,0.000217414687666584,120.66,23.776,3.57064970370954,4.53790720385597,2.15442701651311,0.599242626953125,-1.67388919625799,20.4277744293213,2.60730023921783,3.32563876173415,"No","Conspecific","Island rule","No","SP214"
"1050","Pocock 1933a","ES1051","CC459","Java","Kangean","Mammals","Carnivora","Viverridae","Viverricula indica","Viverricula indica rasse","Viverricula indica rasse","Carn","Both","Skull",1745.60047419421,1487.62892248797,66.7390734051845,56.8585134026047,7,2,-0.159915082485644,0.000939238770322994,115.476,-6.897,3.24194485122084,2.63346845557959,2.10380714058408,0.618384375,-1.76005703252416,26.4087181091309,1.68311811937221,3.1943478140577,"No","Conspecific","No island rule","No","SP214"
"1051","Allen 1938","ES1052","CC460","Fukien","Hainan","Mammals","Carnivora","Viverridae","Viverricula indica","Viverricula malaccensis pallida","Viverricula malaccensis malaccensis","Carn","Both","CBL",3570.54950058998,2941.52776432247,123.338320389786,55.8141280938693,19,10,-0.193790411571505,9.88051425975088e-05,109.842,19.229,3.55273505832776,4.51719589794997,1.23047446736116,0.67702998046875,-1.48228771957217,23.9309253692627,2.59292952692165,3.20272176405885,"No","Conspecific","No island rule","No","SP214"
"1052","Nanova and Proa 2017","ES1053","CC461","Chukchi peninsula (Russia)","Bering","Mammals","Carnivora","Canidae","Vulpes lagopus","Vulpes lagopus","Vulpes lagopus","Carn","Both","CBL",5688.12465261631,6730.25130896363,196.01286931522,257.326985080052,43,41,0.168231877281065,6.32714224173383e-05,166.281,55.002,3.75496910518835,3.22010808804005,2.25768097427958,0.32575859375,-1.65746380474619,1.24108469486237,2.80879505825039,2.89600578546423,"No","Conspecific","No island rule","No","SP3"
"1053","Nanova and Proa 2017","ES1054","CC461","Chukchi peninsula (Russia)","Mednyi","Mammals","Carnivora","Canidae","Vulpes lagopus","Vulpes lagopus","Vulpes lagopus","Carn","Both","CBL",5688.12465261631,6577.93687148909,196.01286931522,248.379598281061,43,30,0.145340543527459,7.5142101371766e-05,167.727,54.702,3.75496910518835,2.42473695655295,2.46982348816035,0.28991572265625,-1.77253122057666,1.41353857517242,2.74854823393201,3.05499586152914,"No","Conspecific","No island rule","No","SP3"
"1054","Meiri et al 2006","ES1055","CC462","Quebec 55-60N, W. of 76W","Flaherty","Mammals","Carnivora","Canidae","Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Carn","Female","CBL",7723.26232148127,7783.68611894028,383.954843698414,364.188262977208,3,4,0.00779316491608131,0.00137112449215064,-79.371,56.149,3.88780078595025,3.20002926655377,2.0000043429231,0.166087390136719,-1.96140177436911,-3.95003509521484,3.05619718306078,2.71486029660256,"No","Conspecific","Island rule","Yes","SP216"
"1055","Meiri et al 2006","ES1056","CC463","Alaska S. of 61N, 150-160W","Kodiak","Mammals","Carnivora","Canidae","Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Carn","Both","CBL",8994.01065352264,9062.16620076355,447.128921814588,424.006636063605,7,3,0.00754931362101869,0.00108279620933837,-153.433,57.466,3.95395339765969,3.96815593714997,0.230704313612569,0.360320385742187,-1.58689711464216,3.76066899299622,2.69471113461359,3.20101925693931,"No","Conspecific","Island rule","Yes","SP216"
"1056","Meiri et al 2006","ES1057","CC464","Honshu","Kyushu","Mammals","Carnivora","Canidae","Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Carn","Both","CBL",8692.68335543527,7723.26232148127,432.148713863162,19.3867895370763,7,2,-0.118244822921427,0.000356220401248557,131.0378,32.746,3.93915386005865,4.56489084517638,-0.045275209020937,0.742241845703125,-2.06316151198134,14.0496435165405,2.88731074522209,3.39533360382983,"No","Conspecific","Island rule","Yes","SP216"
"1057","Meiri et al 2006","ES1058","CC465","Italy S. of 43N","Sardinia","Mammals","Carnivora","Canidae","Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Carn","Male","CBL",6595.56589928035,6555.94362366741,327.892458982939,306.743833704975,2,3,-0.00602552816073227,0.00196547094904394,9.034,40.029,3.81925206392955,4.37717871299024,2.33041580275792,0.58357021484375,-1.73602243300022,14.6707763671875,2.7816091878622,2.79781594063974,"No","Conspecific","Island rule","Yes","SP216"
