"","Reference","ID","CommonControl","Mainland","Island","Class","Order","Family","Binomial","Species_main","Species_island","guild","Sex","Measure","Mean_m","Mean_i","sd_m","sd_i","N_m","N_i","RR","var","Long_i","Lat_i","logmass","Island_km2","Dist_near_mainland","NDVI","SDNDVI","tmean","tseas","prec","Archipielago","Phylogeny","Data_source_type","imputed","SPID"
"1058","Meiri et al 2006","ES1059","CC462","Quebec 55-60N, W. of 76W","Tukarak","Mammals","Carnivora","Canidae","Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Carn","Female","CBL",7723.26232148127,8929.68261164333,383.954843698414,417.80790612288,3,4,0.14514399717008,0.00137112449215064,-78.75,56.25,3.88780078595025,2.54282542695918,2.06070161681095,0.207045141601563,-2.12028173428173,-4.12719535827637,3.09757752440894,2.72733788803308,"No","Conspecific","Island rule","Yes","SP216"
"1059","Higgins and Peter 2002","ES1","CC1","NSW, Vic & SA, Australia","Tasmania","Birds","Passeriformes","Acanthizidae","Acanthiza chrysorrhoa","Acanthiza chrysorrhoa leighi","Acanthiza chrysorrhoa leachi","Invertebrate","Both","Weight",9.55609756097561,10.3538461538462,0.960657009678225,0.619765257463646,41,13,0.0801786209429626,0.000522103756575108,146.5,-42.1,0.980280574938982,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"No","Conspecific","No island rule","No","SP1"
"1060","Pigot et al. 2020","ES3","CC2","Australia","New Guinea","Birds","Passeriformes","Acanthizidae","Acanthiza katherina","Acanthiza katherina","Acanthiza murina","Invertebrate","Male","Wing Length",7.92454399764255,10.1721144938273,0.378999930322035,0.135943734554622,2,3,0.24968532490156,0.00120320261215081,141.814,-5.752,0.89897428098375,5.89528604782638,2.18469426933435,0.770036767578125,-1.43826127218963,22.6774826049805,1.75967712212158,3.70400175750796,"No","Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","No","SP2"
"1061","Higgins and Peter 2002","ES4","CC3","SA, Australia","Kangaroo","Birds","Passeriformes","Acanthizidae","Acanthiza lineata","Acanthiza lineata clelandi","Acanthiza lineata whitei","Invertebrate","Male","Weight",7.6,7.7,0.37,0.26,15,5,0.0130720815673529,0.000386041865522565,137.207,-35.819,0.880813592280791,3.64394591274807,1.13036593726521,0.543502099609375,-1.74527643091695,15.3680982589722,2.49982760692711,2.78986441037918,"No","Conspecific","No island rule","No","SP3"
"1062","Keast 1968","ES5","CC4","Australia","Tasmania","Birds","Passeriformes","Acanthizidae","Acanthiza pusilla","Acanthiza pusilla","Acanthiza pusilla","Invertebrate","Male","Wing Length",7.26946899323279,8.81722942136734,0.274931317324064,0.318236669300832,11,10,0.193024448052701,0.000260299560369123,146.5,-42.1,0.861502688475082,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"No","Conspecific","No island rule","No","SP4"
"1063","Higgins and Peter 2002","ES6","CC5","NSW, ACT, Vic, & SA, Australia","Tasmania","Birds","Passeriformes","Acanthizidae","Acanthiza pusilla","Acanthiza pusilla pusilla","Acanthiza ewingii ewingii","Invertebrate","Both","Weight",7.08421052631579,6.92857142857143,1.35796650412143,0.848445439533708,57,35,-0.0222147891560627,0.00107308694419674,146.5,-42.1,0.850291458935129,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"No","Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","No","SP4"
"1064","Higgins and Peter 2002","ES7","CC5","NSW, ACT, Vic, & SA, Australia","King Island","Birds","Passeriformes","Acanthizidae","Acanthiza pusilla","Acanthiza pusilla pusilla","Acanthiza ewingii rufifrons","Invertebrate","Both","Weight",7.08421052631579,7.26363636363636,1.35796650412143,0.521066173062459,57,22,0.025012141929671,0.000878557876030017,143.983,-39.8666,0.850291458935129,3.04060234011407,1.93752290693622,0.607816455078125,-1.67055748897574,13.5845718383789,2.40037559565356,2.9906634605853,"No","Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","No","SP4"
"1065","Higgins and Peter 2002","ES8","CC5","NSW, ACT, Vic, & SA, Australia","Tasmania","Birds","Passeriformes","Acanthizidae","Acanthiza pusilla","Acanthiza pusilla pusilla","Acanthiza pusilla diemenensis","Invertebrate","Both","Weight",7.08421052631579,8.21081081081081,1.35796650412143,0.964907532640588,57,37,0.147583239473261,0.00101789266597793,146.5,-42.1,0.850291458935129,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"No","Conspecific","No island rule","No","SP4"
"1066","Higgins and Peter 2002","ES9","CC5","NSW, ACT, Vic, & SA, Australia","Kangaroo","Birds","Passeriformes","Acanthizidae","Acanthiza pusilla","Acanthiza pusilla pusilla","Acanthiza pusilla zietzi","Invertebrate","Male","Weight",7.4,7.6,1.52,0.55,37,5,0.0266682470821613,0.00218774525609665,137.207,-35.819,0.869231719730976,3.64394591274807,1.13036593726521,0.543502099609375,-1.74527643091695,15.3680982589722,2.49982760692711,2.78986441037918,"No","Conspecific","No island rule","No","SP4"
"1067","Ford 1976","ES10","CC6","s Australia","Kangaroo","Birds","Passeriformes","Meliphagidae","Acanthorhynchus tenuirostris","Acanthorhynchus tenuirostris halmaturinus","Acanthorhynchus tenuirostris halmaturinus","Omnivore","Both","Weight",10.675,10.071186440678,1.68493323309857,1.10325784766467,16,59,-0.0582260399918972,0.0017604706284088,137.207,-35.819,1.02836788369706,3.64394591274807,1.13036593726521,0.543502099609375,-1.74527643091695,15.3680982589722,2.49982760692711,2.78986441037918,"No","Conspecific","No island rule","No","SP5"
"1068","Rogers et al. 1990","ES11","CC7","Vic, Australia","Tasmania","Birds","Passeriformes","Meliphagidae","Acanthorhynchus tenuirostris","Acanthorhynchus tenuirostris tenuirostris","Acanthorhynchus tenuirostris dubius","Omnivore","Both","Weight",11.0923076923077,9.78471337579618,1.00482850262138,1.04712307979675,78,157,-0.125430559173039,0.000178152885417562,146.5,-42.1,1.04502190807657,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"No","Conspecific","No island rule","No","SP5"
"1069","Pigot et al. 2020","ES13","CC8","India","Sri Lanka","Birds","Accipitriformes","Accipitridae","Accipiter badius","Accipiter badius","Accipiter badius","VertFishScav","Female","Wing Length",220.415204830371,193.463067063864,15.6063579024988,13.5811073078833,4,4,-0.130426435967622,0.0024853244114272,80.714,7.74,2.34324155000808,4.8169700377573,1.95424733490676,0.73955419921875,-1.81324836824573,25.914306640625,2.01435160562069,3.3175334789459,"No","Conspecific","No island rule","No","SP6"
"1070","Marchant & Higgins, 1993","ES14","CC9","Australia","Tasmania","Birds","Falconiformes","Accipitridae","Accipiter cirrocephalus","Accipiter cirrocephalus","Accipiter cirrocephalus","VertFishScav","Both","Wing Length",324.078545621486,343.016584747646,24.4335675834017,31.6394253162878,72,11,0.0567928868611044,0.000852401497420213,146.5,-42.1,2.51065028118152,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"No","Conspecific","No island rule","No","SP7"
"1071","Pigot et al. 2020","ES16","CC10","Australia","Christmas","Birds","Accipitriformes","Accipitridae","Accipiter fasciatus","Accipiter fasciatus","Accipiter fasciatus","VertFishScav","Female","Wing Length",592.213988436328,453.156798053482,6.47951775583276,13.0844118783488,4,4,-0.267629838362453,0.000238353109663988,105.6333,-10.4833,2.77247866146084,2.13033376849501,2.54406928518988,0.711173388671875,-1.40869176470873,23.8653392791748,1.94714401283169,3.30726064737094,"No","Conspecific","No island rule","No","SP8"
"1072","Olsen et al. 1990, Aumann 1986","ES17","CC11","Vitoria, Australia","Tasmania","Birds","Falconiformes","Accipitridae","Accipiter fasciatus","Accipiter fasciatus fasciatus","Accipiter fasciatus fasciatus","VertFishScav","Both","Weight",447.923076923077,487.034482758621,122.326207697875,150.196922585608,13,29,0.0837134126862201,0.00901652958268282,146.5,-42.1,2.65120343780119,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"No","Conspecific","No island rule","No","SP8"
"1073","Pigot et al. 2020","ES19","CC12","Madagascar","Mayotte","Birds","Accipitriformes","Accipitridae","Accipiter francesiae","Accipiter francesiae","Accipiter francesiae","Invertebrate","Male","Wing Length",132.321403768087,97.3168306372697,3.53106739740876,0.799056917301475,4,3,-0.307261889129296,0.000200502294795529,45.152,-12.801,2.12163009956564,2.57403126772772,2.47712270236552,0.721075146484375,-1.78140009051222,25.0633850097656,2.10900254419108,3.14802547558644,"No","Conspecific","No island rule","No","SP9"
"1074","Pigot et al. 2020","ES21","CC13","France","Great Britain","Birds","Accipitriformes","Accipitridae","Accipiter nisus","Accipiter nisus","Accipiter nisus","VertFishScav","Male","Wing Length",223.620496527841,227.214617269807,13.402397819962,2.87977968656282,4,4,0.015944618226671,0.000938170591682925,-1.6,53.186,2.34951160744775,5.32083354792103,1.51189672368043,0.63427998046875,-1.85767058989911,8.82350254058838,2.65890269736187,2.93182444069733,"No","Conspecific","No island rule","No","SP10"
"1075","Pigot et al. 2020","ES23","CC14","Australia","New Guinea","Birds","Accipitriformes","Accipitridae","Accipiter novaehollandiae","Accipiter novaehollandiae","Accipiter novaehollandiae","VertFishScav","Female","Wing Length",620.005598825176,385.37214962238,15.8112139134306,7.83405396562949,3,2,-0.475519018556563,0.000423404182633375,141.814,-5.752,2.79239561131745,5.89528604782638,2.18469426933435,0.770036767578125,-1.43826127218963,22.6774826049805,1.75967712212158,3.70400175750796,"No","Conspecific","No island rule","No","SP11"
"1076","Olsen et al. 1990, Marchant and Higgins 1993","ES24","CC15","Australia","Tasmania","Birds","Falconiformes","Accipitridae","Accipiter novaehollandiae","Accipiter novaehollandiae","Accipiter novaehollandiae","VertFishScav","Both","Weight",606.25,551.428571428571,197.424922438886,192.093340406614,16,14,-0.0947801288481305,0.0152959519989853,146.5,-42.1,2.78265175161032,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"No","Conspecific","No island rule","No","SP11"
"1077","Pigot et al. 2020","ES26","CC16","India","Sri Lanka","Birds","Accipitriformes","Accipitridae","Accipiter trivirgatus","Accipiter trivirgatus","Accipiter trivirgatus","VertFishScav","Female","Wing Length",370.659375101017,230.114758176485,36.2882871840295,8.8586927334322,4,4,-0.476705381375722,0.00276670129743291,80.714,7.74,2.56897498922276,4.8169700377573,1.95424733490676,0.73955419921875,-1.81324836824573,25.914306640625,2.01435160562069,3.3175334789459,"No","Conspecific","No island rule","No","SP12"
"1078","Pigot et al. 2020","ES28","CC17","India","Sri Lanka","Birds","Accipitriformes","Accipitridae","Accipiter virgatus","Accipiter virgatus","Accipiter virgatus","VertFishScav","Female","Wing Length",213.044099921232,140.829451191102,14.1157646023233,15.3910174448975,4,4,-0.413949593920714,0.00408349883208568,80.714,7.74,2.32846951127934,4.8169700377573,1.95424733490676,0.73955419921875,-1.81324836824573,25.914306640625,2.01435160562069,3.3175334789459,"No","Conspecific","No island rule","No","SP13"
"1079","Pigot et al. 2020","ES30","CC18","China","Hainan","Birds","Passeriformes","Sturnidae","Acridotheres cristatellus","Acridotheres cristatellus","Acridotheres cristatellus","Omnivore","Male","Wing Length",86.1586732509463,87.7803924344079,2.09995691669844,5.3220926820417,4,3,0.0186475208449744,0.0013738297489224,109.842,19.229,1.93529900268281,4.51719589794997,1.23047446736116,0.67702998046875,-1.48228771957217,23.9309253692627,2.59292952692165,3.20272176405885,"No","Conspecific","No island rule","No","SP14"
"1080","Pigot et al. 2020","ES32","CC19","India","Sri Lanka","Birds","Passeriformes","Sturnidae","Acridotheres tristis","Acridotheres tristis","Acridotheres tristis","Omnivore","Male","Wing Length",99.2069219778245,94.0246492623912,2.38166599993324,1.15743496173091,4,4,-0.0536508157683434,0.000181968139024286,80.714,7.74,1.99654197529829,4.8169700377573,1.95424733490676,0.73955419921875,-1.81324836824573,25.914306640625,2.01435160562069,3.3175334789459,"No","Conspecific","No island rule","No","SP15"
"1081","Higgins, Peter and Cowling 2006, Counsilman 1974","ES33","CC20","Vic, Australia","North Island (NZ)","Birds","Passeriformes","Sturnidae","Acridotheres tristis","Acridotheres tristis tristis","Acridotheres tristis tristis","Omnivore","Male","Weight",126,130.5,13.41,8.2,5,32,0.0350913198112702,0.0023887915545837,175.77,-38.53,2.10037054511756,5.05587122048443,3.2174842074226,0.77221298828125,-1.83911506355391,12.0418472290039,2.57434697777563,3.20831303329587,"No","Conspecific","No island rule","No","SP15"
"1082","Pigot et al. 2020","ES35","CC21","India","Sri Lanka","Birds","Passeriformes","Pycnonotidae","Acritillas indica","Acritillas indica","Acritillas indica","Omnivore","Female","Wing Length",29.5843176988776,26.5063395219429,0.851014030263712,0.474740409348231,4,4,-0.109860481837062,0.000287062614343452,80.714,7.74,1.4710615576242,4.8169700377573,1.95424733490676,0.73955419921875,-1.81324836824573,25.914306640625,2.01435160562069,3.3175334789459,"No","Conspecific","No island rule","No","SP16"
"1083","Pigot et al. 2020","ES37","CC22","Cameroon","Sao Nicolau","Birds","Passeriformes","Acrocephalidae","Acrocephalus rufescens","Acrocephalus rufescens","Acrocephalus brevipennis","Invertebrate","Both","Wing Length",18.2212387597513,14.539034769361,0.901347086247019,0.146584364860924,4,6,-0.22575079312886,0.000628683583571741,-24.271,16.615,1.26057789888487,2.53529412004277,2.86093721890145,0.236341723632813,-1.57223112031081,22.4233989715576,2.22782392185438,2.26916257969445,"No","Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","No","SP17"
"1084","Pigot et al. 2020","ES39","CC23","India","Sri Lanka","Birds","Passeriformes","Acrocephalidae","Acrocephalus stentoreus","Acrocephalus stentoreus","Acrocephalus stentoreus","Invertebrate","Male","Wing Length",27.1057091898093,22.7142347931412,1.70749929014621,0.362850887235195,4,4,-0.176752565557256,0.00105586060486716,80.714,7.74,1.43306077458254,4.8169700377573,1.95424733490676,0.73955419921875,-1.81324836824573,25.914306640625,2.01435160562069,3.3175334789459,"No","Conspecific","No island rule","No","SP18"
"1085","Pigot et al. 2020","ES41","CC24","Vietnam","Taiwan","Birds","Passeriformes","Timaliidae","Sibia souliei","Actinodura souliei","Actinodura morrisoniana","Invertebrate","Male","Wing Length",35.095137364064,25.1390144086173,0.108282476199884,0.433494711875426,3,2,-0.333641585957059,0.000151849313163492,120.66,23.776,1.54524694660115,4.53790720385597,2.15442701651311,0.599242626953125,-1.67388919625799,20.4277744293213,2.60730023921783,3.32563876173415,"No","Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","No","SP19"
"1086","Pigot et al. 2020","ES43","CC25","Uganda","Madagascar","Birds","Charadriiformes","Jacanidae","Actophilornis africanus","Actophilornis africanus","Actophilornis albinucha","Invertebrate","Both","Wing Length",125.642033567101,142.460300677401,10.5050587471095,13.7991864109104,4,4,0.125626508951626,0.00409332937604484,46.69,-19.024,2.09913495701509,5.76855226966619,2.62325032443115,0.4362435546875,-2.07991707362871,20.3580513000488,2.31970847423504,3.17846964325927,"No","Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","No","SP20"
"1087","Pigot et al. 2020","ES45","CC26","India","Sri Lanka","Birds","Passeriformes","Aegithinidae","Aegithina tiphia","Aegithina tiphia","Aegithina tiphia","Invertebrate","Male","Wing Length",13.2388641266366,12.2177687371831,0.36109783728086,0.19866290629566,4,4,-0.0802654097826095,0.000252087681936749,80.714,7.74,1.1218507249303,4.8169700377573,1.95424733490676,0.73955419921875,-1.81324836824573,25.914306640625,2.01435160562069,3.3175334789459,"No","Conspecific","No island rule","No","SP21"
