"Reference","ID","CommonControl","Mainland","Island","Class","Order","Family","Binomial","Species_main","Species_island","guild","Mean_m","Mean_i","sd_m","sd_i","N_m","N_i","RR","var","Long_i","Lat_i","logmass","Island_km2","Dist_near_mainland","NDVI","SDNDVI","tmean","tseas","prec","Migratory_status","Migratory_status_3","Phylogeny","Data_source_type"
"Higgins, Peter and Cowling 2006, Niethammer 1971","ES1107","CC546","SE Australia","North Island (NZ)","Birds","Passeriformes","Passeridae","Passer domesticus","Passer domesticus domesticus","Passer domesticus domesticus","PlantSeed",27.315,28.3876404494382,2.00138767648323,2.20402809051966,20,89,0.0385178531521425,0.000336160086901123,175.77,-38.53,1.4364012048506,5.05587122048443,3.2174842074226,0.77221298828125,-1.83911506355391,12.0418472290039,2.57434697777563,3.20831303329587,"dispersive migratory","partial dispersive migrant","","No island rule"
"Higgins, Peter and Steele 2001","ES1108","CC547","s WA & s SA, Australia","Kangaroo","Birds","Passeriformes","Meliphagidae","Anthochaera carunculata","Anthochaera carunculata woodwardi","Anthochaera carunculata clelandi","FruiNect",118.192050177306,122.330300373994,3.79458687411352,3.87392515136334,19,9,0.0344139211690416,0.000165677254769813,137.207,-35.819,2.07258826605253,3.64394591274807,1.13036593726521,0.543502099609375,-1.74527643091695,15.3680982589722,2.49982760692711,2.78986441037918,"dispersive migratory","partial dispersive migrant","","No island rule"
"Higgins, Peter and Steele 2001","ES1109","CC548","se Qld, Australia","Kangaroo","Birds","Passeriformes","Meliphagidae","Anthochaera chrysoptera","Anthochaera chrysoptera chrysoptera","Anthochaera chrysoptera halmaturina","FruiNect",77,77.6,6.56,2.97,26,5,0.00776200533548911,0.000572127305754675,137.207,-35.819,1.88649072517248,3.64394591274807,1.13036593726521,0.543502099609375,-1.74527643091695,15.3680982589722,2.49982760692711,2.78986441037918,"resident","full resident","","No island rule"
"Higgins, Peter and Steele 2001","ES1110","CC548","se Qld, Australia","Tasmania","Birds","Passeriformes","Meliphagidae","Anthochaera chrysoptera","Anthochaera chrysoptera chrysoptera","Anthochaera chrysoptera tasmanica","FruiNect",70.945,75.8090909090909,11.5922506166393,14.3172640225327,40,11,0.0663132893352924,0.00391000628942903,146.5,-42.1,1.85092179304328,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"resident","full resident","","No island rule"
"Higgins, Peter and Steele 2001","ES1111","CC549","WA, NT, Australia","Melville","Birds","Passeriformes","Meliphagidae","Manorina flavigula","Manorina flavigula lutea","Manorina flavigula melvillensis","Invertebrate",67.2,58.3,6.85,6.59,7,4,-0.142071154172657,0.00467866365078863,130.8,-11.6,1.82736927305383,3.76077671115636,2.0000043429231,0.602671142578125,-1.71711038061259,27.1399765014648,2.19907081366754,3.21871403174277,"resident","full resident","","No island rule"
"Higgins, Peter and Steele 2001","ES1112","CC550","Vic, Australia","Tasmania","Birds","Passeriformes","Meliphagidae","Melithreptus lunatus","Melithreptus lunatus lunatus","Melithreptus affinis","Invertebrate",14.4818181818182,14.4846153846154,2.34842073877957,1.13933178796913,55,13,0.000193134083937526,0.000954056707133639,146.5,-42.1,1.16082309064291,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"directional migratory","partial directional migrant","","No island rule"
"Higgins, Peter and Steele 2001","ES1113","CC551","Vic, Australia","King Island","Birds","Passeriformes","Meliphagidae","Nesoptilotis leucotis","Lichenostomus leucotis leucotis","Lichenostomus flavicolis","Invertebrate",26.2,33.3,2.1,1.87,30,6,0.239797986219347,0.000739734005358467,143.983,-39.8666,1.41830129131975,3.04060234011407,1.93752290693622,0.607816455078125,-1.67055748897574,13.5845718383789,2.40037559565356,2.9906634605853,"resident","full resident","","No island rule"
"Higgins, Peter and Steele 2001","ES1114","CC551","Vic, Australia","Tasmania","Birds","Passeriformes","Meliphagidae","Nesoptilotis leucotis","Lichenostomus leucotis leucotis","Lichenostomus flavicolis","Invertebrate",24.625,31.2666666666667,3.40743305143329,4.76027485200873,40,33,0.238790380285918,0.00118108055484929,146.5,-42.1,1.39137623916965,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"full resident","resident","","No island rule"
"Higgins, Peter and Steele 2001","ES1115","CC552","se SA & sw Vic, Australia","Tasmania","Birds","Passeriformes","Malluridae","Stipiturus malachurus","Stipiturus malachurus polionotum","Stipiturus malachurus littleri","Invertebrate",6,7.02,0.71,0.22,4,4,0.157003748809665,0.00374622816576164,146.5,-42.1,0.778151250383644,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"resident","full resident","","No island rule"
"Jessop 1990","ES1116","CC553","Victoria, Australia","Tasmania","Birds","Charadriiformes","Charadriidae","Charadrius ruficapillus","Charadrius ruficapillus","Charadrius ruficapillus","Invertebrate",37.4354211663067,39.42,3.06926147499504,3.10443950542722,463,225,0.0516559555026567,4.20830196413504e-05,146.5,-42.1,1.57328272351118,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"resident","full resident","","No island rule"
"Keast 1968","ES1117","CC554","Australia","Tasmania","Birds","Passeriformes","Acanthizidae","Acanthiza pusilla","Acanthiza pusilla","Acanthiza pusilla","Invertebrate",7.26946899323279,8.81722942136734,0.274931317324064,0.318236669300832,11,10,0.193024448052701,0.000260299560369123,146.5,-42.1,0.861502688475082,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"resident","full resident","","No island rule"
"Keast 1968","ES1118","CC555","Australia","Tasmania","Birds","Passeriformes","Pachycephalidae","Colluricincla harmonica","Colluricincla harmonica","Colluricincla harmonica","Invertebrate",78.3209308788287,73.8324630629374,0.817816231734746,1.61845446809391,9,12,-0.0590163699445597,5.21575696073086e-05,146.5,-42.1,1.89387784060734,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"resident","full resident","","No island rule"
"Keast 1968","ES1119","CC556","Australia","Loyalty islands","Birds","Passeriformes","Meliphagidae","Lichmera indistincta","Lichmera indistincta","Lichmera incana","FruiNect",20.5057503408718,31.3859928721229,0.70595294060551,0.600026334319997,35,19,0.425656355269673,5.30995447856214e-05,167.227,-20.967,1.31187566550051,3.08170727009735,3.18041291950125,0.814644189453125,-1.99998522246982,23.2830600738525,2.34569797901658,3.1895496296457,"resident","partial resident","","No island rule"
"Keast 1968","ES1120","CC556","Australia","Melville","Birds","Passeriformes","Meliphagidae","Lichmera indistincta","Lichmera indistincta","Lichmera indistincta","FruiNect",20.5057503408718,23.7350772267571,0.70595294060551,0.760491249918544,35,9,0.146248654462773,0.000147931734522155,130.933,-11.55,1.31187566550051,3.76237842931196,1.38918381030816,0.602671142578125,-1.71711038061259,27.1399765014648,2.19907081366754,3.21871403174277,"resident","partial resident","","No island rule"
"Keast 1968","ES1121","CC556","Australia","New Caledonia","Birds","Passeriformes","Meliphagidae","Lichmera indistincta","Lichmera indistincta","Lichmera indistincta","FruiNect",20.5057503408718,27.266461859296,0.70595294060551,0.811090954042348,35,14,0.284952092396498,9.7068823551441e-05,165.47,-21.481,1.31187566550051,4.2618573856299,3.10380406291998,0.68017119140625,-1.7574117847122,22.4548950195312,2.34451585656217,3.21679588218419,"resident","partial resident","","No island rule"
"Keast 1968","ES1122","CC556","Australia","Sumbawa and Lombok","Birds","Passeriformes","Meliphagidae","Lichmera indistincta","Lichmera indistincta","Lichmera indistincta","FruiNect",20.5057503408718,25.9551520572556,0.70595294060551,0.827531146760553,35,12,0.235664776514602,0.000118574617385088,117.455,-8.738,1.31187566550051,4.15794005596477,2.97312831561486,0.692705908203125,-1.6537579939816,25.3400840759277,1.80879320564572,3.18056013846334,"resident","partial resident","","No island rule"
"Keast 1968","ES1123","CC556","Australia","Vanuatu (Espiritu Santo)","Birds","Passeriformes","Meliphagidae","Lichmera indistincta","Lichmera indistincta","Lichmera indistincta","FruiNect",20.5057503408718,36.9250233965769,0.70595294060551,0.993981710891637,35,22,0.588184110798413,6.68011674651834e-05,166.925,-15.367,1.31187566550051,3.59545245949149,3.25527274637795,0.83714169921875,-1.63748023379822,24.896390914917,1.8798968616065,3.49756727804715,"resident","partial resident","","No island rule"
"Keast 1968","ES1124","CC557","Australia","Tasmania","Birds","Passeriformes","Meliphagidae","Melithreptus gularis","Melithreptus gularis","Melithreptus validirostris","Omnivore",30.0101454530311,25.9150100696281,0.664656516908609,0.719375701209916,10,15,-0.146713166054008,0.000100423121513111,146.5,-42.1,1.4772681003664,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"resident","full resident","","No island rule"
"Keast 1968","ES1125","CC558","Australia","New Caledonia","Birds","Passeriformes","Meliphagidae","Myzomela sanguinolenta","Myzomela sanguinolenta","Myzomela sanguinolenta","FruiNect",14.0562694873546,16.8498723334499,0.329021942793433,0.410972495937802,30,13,0.181274557011674,6.4023988820192e-05,165.47,-21.481,1.14787007487804,4.2618573856299,3.10380406291998,0.68017119140625,-1.7574117847122,22.4548950195312,2.34451585656217,3.21679588218419,"directional migratory","partial directional migrant","","No island rule"
"Keast 1968","ES1126","CC559","Australia","Tasmania","Birds","Passeriformes","Meliphagidae","Nesoptilotis leucotis","Meliphaga leucotis","Meliphaga flavicollis","Invertebrate",41.3532836183422,44.5355465599405,0.974696894884326,2.24753175746185,9,10,0.0741358407259721,0.000316409122695615,146.5,-42.1,1.61651,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"resident","full resident","","No island rule"
"Keast 1968","ES1127","CC560","Australia","Kangaroo","Birds","Passeriformes","Meliphagidae","Phylidonyris novaehollandiae","Phylidonyris novaehollandiae","Phylidonyris novaehollandiae","FruiNect",27.9337356348762,34.2864314950976,0.673901372191389,1.36182623972101,8,9,0.204914571755478,0.000248041619132378,137.207,-35.819,1.44612901866295,3.64394591274807,1.13036593726521,0.543502099609375,-1.74527643091695,15.3680982589722,2.49982760692711,2.78986441037918,"resident","full resident","","No island rule"
"Keast 1968","ES1128","CC561","Australia","Kangaroo","Birds","Passeriformes","Meliphagidae","Phylidonyris pyrrhopterus","Phylidonyris pyrrhopterus","Phylidonyris pyrrhopterus","FruiNect",22.812797532393,25.3111315144123,0.586162158818432,0.246450491061383,7,7,0.103922606003596,0.000107858652784495,137.207,-35.819,1.35817854605628,3.64394591274807,1.13036593726521,0.543502099609375,-1.74527643091695,15.3680982589722,2.49982760692711,2.78986441037918,"resident","full resident","","No island rule"
"Keast 1968","ES1129","CC562","Australia","Tasmania","Birds","Passeriformes","Acanthizidae","Sericornis frontalis","Sericornis frontalis","Sericornis magnus","Invertebrate",9.65929493148768,9.23249017732752,0.464681081168354,0.235848158166276,9,8,-0.0451918532811578,0.000338715413644797,146.5,-42.1,0.984945426773712,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"resident","full resident","","No island rule"
"Madeira 2018, King et al 2011","ES1130","CC563","Congo","Sao Tome","Birds","Passeriformes","Nectariniidae","Anabathmis reichenbachii","Anabathmis newtonii","Anabathmis newtonii","Omnivore",9.74605052170247,8.02673675781626,0.485568353394429,0.468869198695303,6,49,-0.194084064227192,0.000483341618173444,6.616,0.234,0.988828658352451,2.931457870689,2.37657878181941,0.69247353515625,-1.40605108208798,22.1624374389648,1.92771272279815,3.40989087473144,"resident","full resident","","No island rule"
"Madeira 2018, King et al 2011","ES1131","CC563","Congo","Sao Tome","Birds","Passeriformes","Nectariniidae","Anabathmis reichenbachii","Anabathmis newtonii","Anabathmis newtonii","Omnivore",8.8,6.78398716326531,1.72,0.762231078687982,6,49,-0.260186715203703,0.00662471627071766,6.616,0.234,0.944482672150169,2.931457870689,2.37657878181941,0.69247353515625,-1.40605108208798,22.1624374389648,1.92771272279815,3.40989087473144,"resident","full resident","","No island rule"
"Madeira et al. 2018, Cox et al. 2011","ES1132","CC564","Africa (Nigeria)","Sao Tome","Birds","Passeriformes","Ploceidae","Ploceus cucullatus","Ploceus cucullatus","Ploceus sanctithomae","Omnivore",36.38,20.9838032007258,0.605,2.63755888651703,738,124,-0.550268309108946,0.000127787883836202,6.616,0.234,1.56086269472746,2.931457870689,2.37657878181941,0.69247353515625,-1.40605108208798,22.1624374389648,1.92771272279815,3.40989087473144,"resident","full resident","Phylogenetic relationships: Lobato, E., Doutrelant, C., Melo, M., Reis, S., & Covas, R. (2017). Insularity effects on bird immune parameters: A comparison between island and mainland populations in West Africa. Ecology and Evolution, 7(11), 3645-3656","No island rule"
"Madeira et al. 2018, Cox et al. 2011","ES1133","CC564","Africa (Nigeria)","Sao Tome","Birds","Passeriformes","Ploceidae","Ploceus cucullatus","Ploceus cucullatus","Ploceus grandis","Omnivore",36.38,61.0082304557407,0.605,8.98065195400583,738,54,0.516989607485654,0.000401652521197441,6.616,0.234,1.56086269472746,2.931457870689,2.37657878181941,0.69247353515625,-1.40605108208798,22.1624374389648,1.92771272279815,3.40989087473144,"resident","full resident","Phylogenetic relationships: Lobato, E., Doutrelant, C., Melo, M., Reis, S., & Covas, R. (2017). Insularity effects on bird immune parameters: A comparison between island and mainland populations in West Africa. Ecology and Evolution, 7(11), 3645-3656","No island rule"
"Madeira et al. 2018, Schifter et al 1998","ES1134","CC565","Africa (Kenya)","Sao Tome","Birds","Passeriformes","Cisticolidae","Prinia bairdii","Prinia bairdii","Prinia molleri","Invertebrate",14.038,9.66993189085417,2.363,0.857178879598405,8,48,-0.372746672212798,0.00370552635785801,6.616,0.234,1.14730523807619,2.931457870689,2.37657878181941,0.69247353515625,-1.40605108208798,22.1624374389648,1.92771272279815,3.40989087473144,"resident","full resident","Morinay et al. 2013. The evolution of birdsong on islands. EcolEvol 3","No island rule"
"Marchant & Higgins, 1993","ES1135","CC566","Australia","Tasmania","Birds","Falconiformes","Accipitridae","Accipiter cirrocephalus","Accipiter cirrocephalus","Accipiter cirrocephalus","VertFishScav",324.078545621486,343.016584747646,24.4335675834017,31.6394253162878,72,11,0.0567928868611044,0.000852401497420213,146.5,-42.1,2.51065028118152,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"directional migratory","partial directional migrant","","No island rule"
"Marchant & Higgins, 1993","ES1136","CC567","w, n, nw Australia","Tasmania","Birds","Falconiformes","Falconidae","Falco berigora","Falco berigora","Falco berigora","VertFishScav",877.866556163086,909.321731619731,43.0222362539439,43.9479908068503,73,9,0.0352043757939269,0.000292438441482015,146.5,-42.1,2.94342850414465,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"resident","full resident","","No island rule"
"Marchant and Higgins 1993","ES1137","CC568","Queensland, Australia","Tasmania","Birds","Charadriiformes","Charadriidae","Haematopus longirostris","Haematopus longirostris","Haematopus longirostris","Invertebrate",616.7,672.745454545455,87.5852768122914,97.7982194483761,15,11,0.0869843510582477,0.00326587100614457,146.5,-42.1,2.7900739484263,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"resident","full resident","","No island rule"
"Marchant and Higgins 1993","ES1138","CC569","SE Australia","Tasmania","Birds","Galliformes","Phasianidae","Synoicus ypsilophorus","Coturnix ypsilophora australis ","Coturnix ypsilophora ypsilophora  ","PlantSeed",100.4,115.0625,13.5947906689781,12.3414680380145,25,16,0.136313251735668,0.00145242285490841,146.5,-42.1,2.001733712809,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"resident","partial resident","","No island rule"
