"Reference","ID","CommonControl","Mainland","Island","Class","Order","Family","Binomial","Species_main","Species_island","guild","Mean_m","Mean_i","sd_m","sd_i","N_m","N_i","RR","var","Long_i","Lat_i","logmass","Island_km2","Dist_near_mainland","NDVI","SDNDVI","tmean","tseas","prec","Migratory_status","Migratory_status_3","Phylogeny","Data_source_type"
"Pigot et al. 2020","ES613","CC278","Australia","Guadalcanal ","Birds","Passeriformes","Monarchidae","Myiagra ruficollis","Myiagra ruficollis","Myiagra ferrocyanea","Invertebrate",16.1576025010149,15.8644926834486,0.484505467422201,0.813563727322828,4,4,-0.0183072345680794,0.000882255584313657,160.1833,-9.6167,1.20837691969197,3.72858913020319,2.98227168542942,0.8468953125,-1.60948775973961,24.9253005981445,1.46481123665284,3.45994404002679,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES615","CC279","Colombia","Jamaica","Birds","Passeriformes","Tyrannidae","Myiarchus apicalis","Myiarchus apicalis","Myiarchus barbirostris","Omnivore",30.0101454530311,18.5666128862176,0.964416947058772,1.47527244560833,2,3,-0.480170544611413,0.00262091612084385,-77.285,18.1217,1.4772681003664,4.04107671971548,2.79934123880936,0.738866845703125,-1.92267973270903,24.0266151428223,2.03418517053893,3.24992889420156,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES617","CC280","Colombia","Jamaica","Birds","Passeriformes","Tyrannidae","Myiarchus cephalotes","Myiarchus cephalotes","Myiarchus stolidus","Invertebrate",31.9718701088017,27.7131555759852,1.20569540678565,1.07407996810069,4,4,-0.14294922611029,0.00073105946451455,-77.285,18.1217,1.50476803990571,4.04107671971548,2.79934123880936,0.738866845703125,-1.92267973270903,24.0266151428223,2.03418517053893,3.24992889420156,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES620","CC281","Colombia","Cuba","Birds","Passeriformes","Tyrannidae","Myiarchus panamensis","Myiarchus panamensis","Myiarchus sagrae","Omnivore",33.5495712173092,27.1057091898093,0.964914841750003,0.226789779848464,3,2,-0.213279706019683,0.000310731411854268,-77.781,21.521,1.52568697400884,5.02450824385764,2.290036838508,0.62180009765625,-1.63190089159322,25.5158214569092,2.29131709321764,3.10858025893047,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES621","CC282","Panama","Jamaica","Birds","Passeriformes","Tyrannidae","Myiarchus panamensis","Myiarchus panamensis","Myiarchus validus","Omnivore",31.3096576132072,43.1923588662871,0.247328803715503,1.0030815135237,2,4,0.321737001612997,0.00016603433763112,-77.285,18.1217,1.49567831841513,4.04107671971548,2.79934123880936,0.738866845703125,-1.92267973270903,24.0266151428223,2.03418517053893,3.24992889420156,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES623","CC283","Mexico","Cozumel","Birds","Passeriformes","Tyrannidae","Myiarchus tuberculifer","Myiarchus tuberculifer","Myiarchus tuberculifer","Invertebrate",25.9150100696281,20.9487501952798,1.61234381393688,1.31520664337649,4,4,-0.212743352166552,0.00195312451755648,-86.917,20.417,1.41355138192658,2.68663626926229,1.22533513181854,0.781641552734375,-1.83171640732809,26.0968704223633,2.22414629898514,3.15961532211873,"dispersive migratory","partial dispersive migrant","","No island rule"
"Pigot et al. 2020","ES625","CC284","Costa Rica","Los Testigos","Birds","Passeriformes","Tyrannidae","Myiarchus tyrannulus","Myiarchus tyrannulus","Myiarchus tyrannulus","Invertebrate",33.7786948663646,31.0907698868631,1.24605852173701,0.594991988423106,4,4,-0.0829192874192883,0.000431756162159853,-63.121,11.378,1.52864286538638,0.66838591669,1.84510424417683,0.527990087890625,-1.51361760870414,26.786111831665,1.87073340589182,2.85793526471943,"directional migratory","partial directional migrant","","No island rule"
"Pigot et al. 2020","ES627","CC285","Mexico","Puerto Rico","Birds","Passeriformes","Tyrannidae","Myiarchus yucatanensis","Myiarchus yucatanensis","Myiarchus antillarum","Invertebrate",26.111228789648,26.9050236866878,0.111031531429855,0.988699742836622,2,4,0.029947579688001,0.000346640556929712,-66.505,18.217,1.41682731012269,3.95903184728253,2.8450986604345,0.7592880859375,-1.95938470219532,23.9313411712646,2.12047291084045,3.25726164011294,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES629","CC286","Ecuador","Trinidad","Birds","Passeriformes","Tyrannidae","Myiodynastes maculatus","Myiodynastes maculatus","Myiodynastes maculatus","Omnivore",49.2888700827271,50.7423548107999,0.869965790830792,1.45399060927905,4,4,0.0290626658615624,0.000283152053619999,-61.246,10.431,1.69274886233283,3.68376726142531,1.17612021105609,0.7579107421875,-1.79885568486389,26.3593311309814,1.75886231550375,3.28634516348873,"directional migratory","partial directional migrant","","No island rule"
"Pigot et al. 2020","ES631","CC287","Vietnam","Java","Birds","Passeriformes","Muscicapidae","Myiomela leucura","Myiomela leucura","Myiomela diana","Invertebrate",32.8678173158729,25.7196806344667,2.55332456994659,0.855909097002682,4,4,-0.245237499657472,0.00178558834862108,107.5667,-6.95,1.51677086443616,5.14236944055135,2.53148019437709,0.578037841796875,-1.53148428213906,25.1530380249023,1.57611938331645,3.32056563345461,"resident","partial resident","","No island rule"
"Pigot et al. 2020","ES633","CC288","Costa Rica","Jamaica","Birds","Passeriformes","Tyrannidae","Myiopagis viridicata","Myiopagis viridicata","Myiopagis cotta","Invertebrate",11.4840635751634,14.7241383150782,1.36240272717794,0.669833142067428,4,4,0.248527911103942,0.0040359031158194,-77.285,18.1217,1.06009558806221,4.04107671971548,2.79934123880936,0.738866845703125,-1.92267973270903,24.0266151428223,2.03418517053893,3.24992889420156,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES636","CC289","Malaysia","Sumatra","Birds","Passeriformes","Turdidae","Myophonus robinsoni","Myophonus robinsoni","Myophonus melanurus","Invertebrate",99.6463397804783,60.4363460523297,1.40346957437293,4.32597331434545,3,3,-0.500036635439758,0.00177397560570893,101.6,-0.4,1.99846135078026,5.67541811299103,1.82608128465965,0.775979541015625,-1.33359423265362,25.9305744171143,1.51943769766952,3.39226356385173,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES637","CC289","Malaysia","Sumatra","Birds","Passeriformes","Turdidae","Myophonus robinsoni","Myophonus robinsoni","Myophonus castaneus","Invertebrate",99.6463397804783,86.9672599084337,1.40346957437293,7.77273926661176,3,2,-0.136095590295574,0.00406011128994956,101.6,-0.4,1.99846135078026,5.67541811299103,1.82608128465965,0.775979541015625,-1.33359423265362,25.9305744171143,1.51943769766952,3.39226356385173,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES639","CC290","Malaysia","Borneo","Birds","Passeriformes","Timaliidae","Napothera brevicaudata","Napothera brevicaudata","Napothera crassa","Invertebrate",11.4840635751634,16.1087228334773,0.270641098254684,0.358456441806885,2,3,0.338400617953132,0.0004427491249403,114,1,1.06009558806221,5.87113141195379,2.71600417881569,0.79960927734375,-1.55229701907953,25.0596599578857,1.37991262208345,3.5955034069751,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES641","CC291","Malaysia","Java","Birds","Passeriformes","Timaliidae","Napothera epilepidota","Napothera epilepidota","Napothera epilepidota","Invertebrate",8.31422393182132,10.3967281896105,0.236423429340891,0.208233843602062,4,3,0.223523384724552,0.000335869215889811,107.5667,-6.95,0.919821717433202,5.14236944055135,2.53148019437709,0.578037841796875,-1.53148428213906,25.1530380249023,1.57611938331645,3.32056563345461,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES643","CC292","Cameroon","Bioko","Birds","Passeriformes","Estrildidae","Nigrita canicapillus","Nigrita canicapillus","Nigrita canicapillus","Omnivore",15.5746033871089,16.6033318684769,0.887809863926416,0.137843489037571,4,4,0.0639617905532545,0.000829586627454822,8.7,3.5,1.19241699600644,3.30470589821277,1.62325963061961,0.507468408203125,-1.41670752650152,23.4745044708252,1.91661749949895,3.40021016675251,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES645","CC293","Cameroon","Bioko","Birds","Passeriformes","Estrildidae","Nigrita fusconotus","Nigrita fusconotus","Nigrita fusconotus","Invertebrate",7.26946899323279,8.954235819407,0.118637733969559,0.251818827085821,4,3,0.208443448181423,0.000330217574999444,8.7,3.5,0.861502688475082,3.30470589821277,1.62325963061961,0.507468408203125,-1.41670752650152,23.4745044708252,1.91661749949895,3.40021016675251,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES647","CC294","Cameroon","Bioko","Birds","Passeriformes","Estrildidae","Nigrita luteifrons","Nigrita luteifrons","Nigrita luteifrons","Invertebrate",10.8933952333095,10.7775062804004,0.233257722612823,0.106301215791299,4,4,-0.0106954533083394,0.000138947551090064,8.7,3.5,1.03716326095666,3.30470589821277,1.62325963061961,0.507468408203125,-1.41670752650152,23.4745044708252,1.91661749949895,3.40021016675251,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES649","CC295","Malaysia","Sumatra","Birds","Passeriformes","Muscicapidae","Niltava grandis","Niltava grandis","Niltava grandis","Omnivore",39.5621098681147,37.3288692067983,1.44718801899241,0.71002619970431,4,4,-0.05810483804283,0.00042497491754585,101.6,-0.4,1.59727944469576,5.67541811299103,1.82608128465965,0.775979541015625,-1.33359423265362,25.9305744171143,1.51943769766952,3.39226356385173,"directional migratory","partial directional migrant","","No island rule"
"Pigot et al. 2020","ES651","CC296","Malaysia","Sumatra","Birds","Passeriformes","Muscicapidae","Niltava sumatrana","Niltava sumatrana","Niltava sumatrana","Omnivore",35.3145046328379,23.8149963137318,3.56868300810435,0.283999395292727,5,4,-0.393978296193799,0.00207794763855495,101.6,-0.4,1.54795311865079,5.67541811299103,1.82608128465965,0.775979541015625,-1.33359423265362,25.9305744171143,1.51943769766952,3.39226356385173,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES653","CC297","Malaysia","Luzon","Birds","Accipitriformes","Accipitridae","Nisaetus cirrhatus","Nisaetus cirrhatus","Nisaetus philippensis","VertFishScav",1480.99640259912,947.104618802218,27.657118894156,17.2951902268503,2,2,-0.447060824225558,0.000341105882397865,121.093,16.311,3.17055400360342,5.04125447895671,2.92427980307881,0.72355791015625,-1.55286681989838,24.5723476409912,2.2310413824979,3.36814550512683,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES655","CC298","India","Sri Lanka","Birds","Bucerotiformes","Bucerotidae","Ocyceros griseus","Ocyceros griseus","Ocyceros gingalensis","FruiNect",266.924005045517,239.693451205229,6.38715045853045,7.57026860282916,3,2,-0.107603172317848,0.000689608195647435,80.714,7.74,2.4263876325736,4.8169700377573,1.95424733490676,0.73955419921875,-1.81324836824573,25.914306640625,2.01435160562069,3.3175334789459,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES659","CC300","Somalia","Socotra","Birds","Passeriformes","Sturnidae","Onychognathus blythii","Onychognathus blythii","Onychognathus blythii","Omnivore",149.096997745855,140.108970737791,7.73873772408022,1.316102880654,4,3,-0.0621766034701042,0.000702919683302604,53.595,12.495,2.17346889847958,3.55711001984456,2.36530262140015,0.202597534179688,-1.95727385143734,24.9122791290283,2.13738800723291,2.04763126120543,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES661","CC301","Cameroon","Bioko","Birds","Passeriformes","Sturnidae","Onychognathus walleri","Onychognathus walleri","Onychognathus walleri","Omnivore",57.4423130584178,57.7587784937268,1.69656375497976,0.863474780457639,4,4,0.00549415334709377,0.0002739535231725,8.7,3.5,1.75923191953998,3.30470589821277,1.62325963061961,0.507468408203125,-1.41670752650152,23.4745044708252,1.91661749949895,3.40021016675251,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES663","CC302","Australia","Timor","Birds","Passeriformes","Oriolidae","Oriolus flavocinctus","Oriolus flavocinctus","Oriolus melanotis","FruiNect",97.8956675241235,93.8836449847158,0,0.517261531354416,2,3,-0.0418460982351039,1.01185719150913e-05,124.451,-9.649,1.9907634720687,4.45359503815515,2.65321347887312,0.621991357421875,-1.58061922407047,24.7098178863525,1.98372882194709,3.13471960245872,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES665","CC303","Australia","New Guinea","Birds","Passeriformes","Orthonychidae","Orthonyx spaldingii","Orthonyx spaldingii","Orthonyx novaeguineae","Invertebrate",75.3109344744637,27.7808775856601,0,0.497453282445111,2,3,-0.99727740902411,0.000106878764676218,141.814,-5.752,1.87685803645522,5.89528604782638,2.18469426933435,0.770036767578125,-1.43826127218963,22.6774826049805,1.75967712212158,3.70400175750796,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES667","CC304","Malaysia","Java","Birds","Passeriformes","Cisticolidae","Orthotomus sericeus","Orthotomus sericeus","Orthotomus sepium","Invertebrate",6.22451038035866,5.35096569650681,0.305848744169888,0.11577761828884,4,4,-0.151217736860768,0.000720628831323427,107.5667,-6.95,0.794105195531415,5.14236944055135,2.53148019437709,0.578037841796875,-1.53148428213906,25.1530380249023,1.57611938331645,3.32056563345461,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES670","CC305","Malaysia","Mindanao","Birds","Passeriformes","Cisticolidae","Orthotomus sutorius","Orthotomus sutorius","Orthotomus cinereiceps","Invertebrate",4.55558411997341,6.141802876332,0.261312272656579,0.125782429152638,4,4,0.298764567539373,0.000927422154169214,125.081,7.736,0.658544070401665,4.98913822421579,2.53782035389604,0.761584375,-1.59929272405331,26.0391368865967,1.84786827980811,3.37738794436473,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES671","CC306","India","Sri Lanka","Birds","Passeriformes","Cisticolidae","Orthotomus sutorius","Orthotomus sutorius","Orthotomus sutorius","Invertebrate",6.51924415721246,6.10069835764794,0.578731857298234,0.367677477426074,4,4,-0.0663551929239319,0.00287821540902655,80.714,7.74,0.814197246440469,4.8169700377573,1.95424733490676,0.73955419921875,-1.81324836824573,25.914306640625,2.01435160562069,3.3175334789459,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES673","CC307","China","Ryukyu","Birds","Strigiformes","Strigidae","Otus sunia","Otus sunia","Otus elegans","Invertebrate",97.8956675241235,154.194217052986,0.981733857298656,3.6495672675263,2,3,0.454310663064587,0.000237018915215255,127.9278,26.4794,1.9907634720687,3.08170007377456,2.71096396392535,0.483222998046875,-1.49092461609625,22.8974323272705,2.65055307551962,3.3202200942349,"directional migratory","partial directional migrant","","No island rule"
"Pigot et al. 2020","ES675","CC308","Australia","Larat","Birds","Passeriformes","Pachycephalidae","Pachycephala rufiventris","Pachycephala rufiventris","Pachycephala arctitorquis","Invertebrate",33.5495712173092,21.2949877076466,0.515642322839948,0.294384129743493,2,2,-0.454552356794234,0.000213664696429365,131.873,-7.15,1.52568697400884,2.33465476688324,2.37106971032943,0.737554443359375,-1.73633370555255,27.2276859283447,1.87688246237376,3.28159689772502,"directional migratory","partial directional migrant","","No island rule"
"Pigot et al. 2020","ES676","CC308","Australia","Seram","Birds","Passeriformes","Pachycephalidae","Pachycephala rufiventris","Pachycephala rufiventris","Pachycephala griseonota","Invertebrate",35.1731868310822,22.443926574312,1.34839045183237,0.65484350964952,4,4,-0.449264008204041,0.000580229831223846,129.447,-3.121,1.5462117189127,4.24189994804864,2.1461311377706,0.804841064453125,-1.4673542287288,24.6265048980713,1.8456761753637,3.52625637126594,"directional migratory","partial directional migrant","","No island rule"
"Pigot et al. 2020","ES678","CC309","Guyana","Trinidad","Birds","Passeriformes","Tityridae","Pachyramphus polychopterus","Pachyramphus polychopterus","Pachyramphus polychopterus","Omnivore",19.9304346917967,20.7769098081838,0.880938544771856,0.864428800177331,4,4,0.0415943197932029,0.000921174263329969,-61.246,10.431,1.2995167709629,3.68376726142531,1.17612021105609,0.7579107421875,-1.79885568486389,26.3593311309814,1.75886231550375,3.28634516348873,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES681","CC310","China","Mindanao","Birds","Passeriformes","Paridae","Pardaliparus venustulus","Periparus venustulus","Periparus elegans","Invertebrate",13.501868352035,11.847501152989,0,0.206916851412696,2,2,-0.130711100136739,0.000152513471862352,125.081,7.736,1.13039386914951,4.98913822421579,2.53782035389604,0.761584375,-1.59929272405331,26.0391368865967,1.84786827980811,3.37738794436473,"dispersive migratory","dispersive migratory","","No island rule"
"Pigot et al. 2020","ES682","CC310","China","Palawan","Birds","Passeriformes","Paridae","Pardaliparus venustulus","Pardaliparus venustulus","Periparus amabilis","Invertebrate",12.7221570919784,12.9789645215009,0.14391304102446,0.145652824074621,2,2,0.0199848069337071,0.000126949807802469,118.574,9.668,1.10456075390033,4.08596807704607,2.161370997359,0.712584814453125,-1.6510182741633,26.8827838897705,1.78894304871206,3.21063642489379,"partial dispersive migrant","partial dispersive migrant","","No island rule"
"Pigot et al. 2020","ES684","CC311","Australia","Tasmania","Birds","Passeriformes","Pardalotidae","Pardalotus rubricatus","Pardalotus rubricatus","Pardalotus quadragintus","Invertebrate",13.634538573115,10.3967281896105,0.0751225938503148,0.104026777279991,2,3,-0.271115014870798,4.85500435764215e-05,146.5,-42.1,1.13464044491492,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES686","CC312","Sudan","Socotra","Birds","Passeriformes","Passeridae","Passer domesticus","Passer domesticus","Passer insularis","PlantSeed",16.1576025010149,18.942474802047,0.401372502573007,0.38790050794543,4,4,0.159016062587953,0.000259105206414847,53.595,12.495,1.20837691969197,3.55711001984456,2.36530262140015,0.202597534179688,-1.95727385143734,24.9122791290283,2.13738800723291,2.04763126120543,"dispersive migratory","partial dispersive migrant","","No island rule"
"Pigot et al. 2020","ES688","CC313","Morocco","Fuerteventura","Birds","Passeriformes","Passeridae","Passer hispaniolensis","Passer hispaniolensis","Passer hispaniolensis","PlantSeed",21.99772930327,20.6059197744925,0.627253580261732,0.898771735114496,4,4,-0.0653608323365546,0.000678882941095548,-14.025,28.412,1.3423778534606,3.22004006068519,2.0000043429231,0.0945629943847656,-2.0220538956053,19.98557472229,2.39910613824,2.09473527826385,"directional migratory","partial directional migrant","","No island rule"
"Pigot et al. 2020","ES690","CC314","Italy","Corsica","Birds","Passeriformes","Passerellidae","Passer italiae","Passer italiae","Passer italiae","",23.0776770399322,19.9304346917967,1.14966143790097,0.54978670681585,4,4,-0.146617843476418,0.000810671213798129,9.12,42.1,1.36319209133326,3.93856975622106,1.90417978339357,0.627191943359375,-1.92281432857012,12.0827579498291,2.78330610180206,2.90464717566751,"directional migratory","partial directional migrant","","No island rule"
"Pigot et al. 2020","ES692","CC315","Sudan","Abd-al-Kuri","Birds","Passeriformes","Passerellidae","Passer shelleyi","Passer shelleyi","Passer hemileucus","PlantSeed",16.9045452467758,16.6033318684769,0.260842796131474,0.844627953560485,4,2,-0.0179791450915178,0.00135345269519917,52.2383,12.1858,1.22800349219896,2.12385164096709,1.98137004240021,0.111168688964844,-1.98209404184108,25.0990695953369,2.09382586591264,1.76789760470954,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES694","CC316","Guatemala","Jamaica","Birds","Columbiformes","Columbidae","Patagioenas fasciata","Patagioenas fasciata","Patagioenas caribaea","PlantSeed",226.49303560645,269.052071713429,3.25138225733522,1.80303141897056,2,2,0.172190739435479,0.000125492276052863,-77.285,18.1217,2.35505485251137,4.04107671971548,2.79934123880936,0.738866845703125,-1.92267973270903,24.0266151428223,2.03418517053893,3.24992889420156,"directional migratory","partial directional migrant","","No island rule"
"Pigot et al. 2020","ES696","CC317","India","South Andaman","Birds","Coraciiformes","Alcedinidae","Pelargopsis capensis","Pelargopsis capensis","Pelargopsis capensis","VertFishScav",114.330200473927,106.836612812787,1.39177964043593,1.58059646353164,4,4,-0.0677900726426928,9.17669706720044e-05,92.653,11.871,2.05816096501237,3.08303654241196,2.65321347887312,0.711059130859375,-1.49094419494543,26.7711124420166,1.86741607984951,3.41808549717969,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES698","CC318","Australia","New Guinea","Birds","Passeriformes","Petroicidae","Peneoenanthe pulverulenta","Peneoenanthe pulverulenta","Peneoenanthe pulverulenta","Invertebrate",24.9472284732087,24.5663025946958,0.577677107030999,1.05824072715613,4,4,-0.0153870421264152,0.00059795498456339,141.814,-5.752,1.39702230444237,5.89528604782638,2.18469426933435,0.770036767578125,-1.43826127218963,22.6774826049805,1.75967712212158,3.70400175750796,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES700","CC319","Germany","Great Britain","Birds","Galliformes","Phasianidae","Perdix perdix","Perdix perdix","Perdix perdix","PlantSeed",114.330200473927,110.077486915064,3.68143245526044,2.81247047786373,4,4,-0.0379062127186268,0.000422409544206527,-1.6,53.186,2.05816096501237,5.32083354792103,1.51189672368043,0.63427998046875,-1.85767058989911,8.82350254058838,2.65890269736187,2.93182444069733,"resident","partial resident","","No island rule"
"Pigot et al. 2020","ES703","CC320","Thailand","Flores (Indonesia)","Birds","Passeriformes","Campephagidae","Pericrocotus cinnamomeus","Pericrocotus cinnamomeus","Pericrocotus lansbergei","Invertebrate",14.4470105729308,18.4597811321442,0.747823331244074,0.453095465885672,4,4,0.245106860284575,0.000820471268370781,120.7536,-8.6325,1.15977799062236,4.13161866434913,2.75587561759197,0.72051748046875,-1.61670800155136,24.8455181121826,1.85094355461946,3.27704936218067,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES704","CC321","India","Sri Lanka","Birds","Passeriformes","Campephagidae","Pericrocotus cinnamomeus","Pericrocotus cinnamomeus","Pericrocotus cinnamomeus","Invertebrate",14.4470105729308,16.0840224676367,0.276415806855466,0.585001385489562,4,4,0.107338873538029,0.000422241729503994,80.714,7.74,1.15977799062236,4.8169700377573,1.95424733490676,0.73955419921875,-1.81324836824573,25.914306640625,2.01435160562069,3.3175334789459,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES706","CC322","India","Sri Lanka","Birds","Passeriformes","Campephagidae","Pericrocotus flammeus","Pericrocotus flammeus","Pericrocotus flammeus","Invertebrate",36.3612680254426,29.7967741816913,2.25363311719796,1.22039437503132,4,4,-0.199104004172792,0.00137972186741928,80.714,7.74,1.56063901995285,4.8169700377573,1.95424733490676,0.73955419921875,-1.81324836824573,25.914306640625,2.01435160562069,3.3175334789459,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES708","CC323","Australia","Norfolk Island","Birds","Passeriformes","Petroicidae","Petroica boodang","Petroica boodang","Petroica multicolor","Invertebrate",20.2664850755643,16.1576025010149,0.257856241718986,0.352529509106164,4,4,-0.226577858175787,0.00015947875227082,167.953,-29.035,1.30677843321917,1.53907609879278,2.87215685569352,0.6346703125,-1.86282464636457,19.2796573638916,2.37142930993741,3.1177947710338,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES710","CC324","India","Sri Lanka","Birds","Cuculiformes","Cuculidae","Phaenicophaeus tristis","Phaenicophaeus tristis","Phaenicophaeus pyrrhocephalus","Invertebrate",151.916065256186,121.634640902477,7.70836091955684,8.15467434382786,4,4,-0.222306361259131,0.00176733001471041,80.714,7.74,2.181603703311,4.8169700377573,1.95424733490676,0.73955419921875,-1.81324836824573,25.914306640625,2.01435160562069,3.3175334789459,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES713","CC325","Australia","New Britain","Birds","Passeriformes","Meliphagidae","Philemon buceroides","Philemon buceroides","Philemon cockerelli","FruiNect",85.7560819378792,120.808924493488,2.04019329141183,5.68617328343869,2,3,0.34270315110905,0.00102144726581143,151.274,-5.374,1.93326493056197,4.56253076886226,1.9444876072867,0.82810947265625,-1.562217513585,23.9577484130859,1.72932108499627,3.58345682097451,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES714","CC325","Australia","Seram","Birds","Passeriformes","Meliphagidae","Philemon buceroides","Philemon buceroides","Philemon subcorniculatus","FruiNect",85.7560819378792,135.121320890722,2.04019329141183,1.94591961690156,2,3,0.45466603821783,0.000352129876787978,129.447,-3.121,1.93326493056197,4.24189994804864,2.1461311377706,0.804841064453125,-1.4673542287288,24.6265048980713,1.8456761753637,3.52625637126594,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES716","CC326","Australia","Grande Terre","Birds","Passeriformes","Meliphagidae","Philemon corniculatus","Philemon corniculatus","Philemon diemenensis","Omnivore",114.330200473927,63.971689837457,1.07775268980088,1.52026839378427,2,2,-0.580650117813774,0.000326811645059592,165.47,-21.481,2.05816096501237,4.2618573856299,3.1072103089403,0.68017119140625,-1.7574117847122,22.4548950195312,2.34451585656217,3.21679588218419,"directional migratory","partial directional migrant","","No island rule"
"Pigot et al. 2020","ES718","CC327","Cameroon","Bioko","Birds","Passeriformes","Pycnonotidae","Phyllastrephus poensis","Phyllastrephus poensis","Phyllastrephus poensis","Invertebrate",24.6612037441663,23.6293586738875,0.693089683107937,1.85254172003278,4,4,-0.0427413596812371,0.00173410509328671,8.7,3.5,1.39201427123336,3.30470589821277,1.62325963061961,0.507468408203125,-1.41670752650152,23.4745044708252,1.91661749949895,3.40021016675251,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES721","CC329","Vietnam","Hainan","Birds","Passeriformes","Phylloscopidae","Phylloscopus ogilviegranti","Phylloscopus ogilviegranti","Phylloscopus hainanus","Invertebrate",8.31422393182132,7.82887709237589,0.27866441538313,0,2,2,-0.0601486859908821,0.000561680824779317,109.842,19.229,0.919821717433202,4.51719589794997,1.23047446736116,0.67702998046875,-1.48228771957217,23.9309253692627,2.59292952692165,3.20272176405885,"directional migratory","partial directional migrant","","No island rule"
"Pigot et al. 2020","ES723","CC330","Malaysia","Java","Birds","Passeriformes","Phylloscopidae","Phylloscopus trivirgatus","Phylloscopus trivirgatus","Phylloscopus trivirgatus","Invertebrate",9.87705952307106,9.98703814990329,0.302779948565647,0.396841780229637,4,4,0.0110732188699203,0.000629661343911169,107.5667,-6.95,0.994627671006978,5.14236944055135,2.53148019437709,0.578037841796875,-1.53148428213906,25.1530380249023,1.57611938331645,3.32056563345461,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES725","CC331","Venezuela","Trinidad","Birds","Passeriformes","Tyrannidae","Pitangus sulphuratus","Pitangus sulphuratus","Pitangus sulphuratus","Omnivore",51.0361038562543,54.9481073826535,2.6923597960766,3.43425671141584,4,3,0.0738559367024687,0.00199783006870128,-61.246,10.431,1.70787751253295,3.68376726142531,1.17612021105609,0.7579107421875,-1.79885568486389,26.3593311309814,1.75886231550375,3.28634516348873,"resident","partial resident","","No island rule"
"Pigot et al. 2020","ES729","CC332","Australia","Bougainville ","Birds","Passeriformes","Pittidae","Pitta iris","Pitta iris","Pitta anerythra","Invertebrate",42.3982909855936,41.3532836183422,0,1.16947086072672,4,2,-0.0249562258062135,0.0003998792,155.3839,-6.2444,1.62734835115677,3.96931338438774,2.82866054088867,0.825817578125,-1.96592641403946,25.7330017089844,1.58402170774859,3.54130997498175,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES730","CC332","Australia","Halmahera","Birds","Passeriformes","Pittidae","Pitta iris","Pitta iris","Pitta maxima","Invertebrate",42.3982909855936,104.104942814918,0,2.5475091888827,4,2,0.898291401423015,0.000299404844290657,127.92,0.681,1.62734835115677,4.25622690350976,2.45484638384612,0.725515380859375,-1.61758421219852,26.1696624755859,1.38939657524623,3.33116300884384,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES731","CC332","Australia","Manus ","Birds","Passeriformes","Pittidae","Pitta iris","Pitta iris","Pitta superba","Invertebrate",42.3982909855936,68.7958690794639,0,1.19115133320443,4,2,0.484035646205006,0.000149892244897959,146.9715,-2.0937,1.62734835115677,3.28784650024952,2.44715958239117,0.77982548828125,-1.71124710162163,26.9305648803711,1.18116309337426,3.57301687155077,"resident","full resident","","No island rule"
