Reference,ID,CommonControl,Mainland,Island,Class,Order,Family,Binomial,Species_main,Species_island,guild,Mean_m,Mean_i,sd_m,sd_i,N_m,N_i,RR,var,Long_i,Lat_i,logmass,Island_km2,Dist_near_mainland,NDVI,SDNDVI,tmean,tseas,prec,SPID
Uller et al. 2019,ES331,CC100,France,Bananec,Reptiles,Squamata,Lacertidae,Podarcis muralis,Podarcis muralis,Podarcis muralis,Carnivorous,4.685,5.19,0.258,1.439,77,59,0.102367781,0.001342356,-3.991,47.7128,0.670709595,-1.522878745,1.107243898,0.384717847,-1.096865218,12.48879147,2.546560849,2.98077578,SP49
Uller et al. 2019,ES332,CC100,France,Bas de voile,Reptiles,Squamata,Lacertidae,Podarcis muralis,Podarcis muralis,Podarcis muralis,Carnivorous,4.685,6.735,0.258,1.592,77,63,0.362951894,0.000926276,-4.01,47.717,0.670709595,-1,1.146159056,0.428256494,-1.162924209,11.98243332,2.590729195,3.010747346,SP49
Uller et al. 2019,ES333,CC100,France,Belle ile,Reptiles,Squamata,Lacertidae,Podarcis muralis,Podarcis muralis,Podarcis muralis,Carnivorous,4.685,5.04,0.258,1.035,77,241,0.073040166,0.000214371,-3.188,47.334,0.670709595,1.932625944,1.113976758,0.633152832,-1.868959726,12.40459156,2.593821967,2.952487311,SP49
Uller et al. 2019,ES334,CC100,France,Cigogne,Reptiles,Squamata,Lacertidae,Podarcis muralis,Podarcis muralis,Podarcis muralis,Carnivorous,4.685,5.895,0.258,1.682,77,49,0.229738618,0.001700839,-3.9937,47.7168,0.670709595,-1.698970004,1.123884293,0.384717847,-1.096865218,12.48879147,2.546560849,2.98077578,SP49
Uller et al. 2019,ES335,CC100,France,Guootec,Reptiles,Squamata,Lacertidae,Podarcis muralis,Podarcis muralis,Podarcis muralis,Carnivorous,4.685,7.865,0.258,1.269,77,21,0.518056621,0.001279056,-3.9661,47.7129,0.670709595,-1.055517328,1.081023086,0.384717847,-1.096865218,12.48879147,2.546560849,2.98077578,SP49
Uller et al. 2019,ES336,CC100,France,Loch,Reptiles,Squamata,Lacertidae,Podarcis muralis,Podarcis muralis,Podarcis muralis,Carnivorous,4.685,5.605,0.258,1.11,77,67,0.179293141,0.000624741,-3.996,47.704,0.670709595,-0.370590401,1.148324963,0.384717847,-1.096865218,12.48879147,2.546560849,2.98077578,SP49
Uller et al. 2019,ES337,CC100,France,Penfret Somaphore,Reptiles,Squamata,Lacertidae,Podarcis muralis,Podarcis muralis,Podarcis muralis,Carnivorous,4.685,5.915,0.258,1.389,77,75,0.233125582,0.000774633,-3.9559,47.718,0.670709595,-0.40560745,1.029424364,0.384717847,-1.096865218,12.48879147,2.546560849,2.98077578,SP49
Uller et al. 2019,ES338,CC100,France,Saint Nicolas,Reptiles,Squamata,Lacertidae,Podarcis muralis,Podarcis muralis,Podarcis muralis,Carnivorous,4.685,6.425,0.258,1.808,77,72,0.315830715,0.001139196,-3.999,47.7239,0.670709595,-0.452225295,1.113976758,0.384717847,-1.096865218,12.48879147,2.546560849,2.98077578,SP49
Uller et al. 2019,ES339,CC100,France,Yeu,Reptiles,Squamata,Lacertidae,Podarcis muralis,Podarcis muralis,Podarcis muralis,Carnivorous,4.685,4.9,0.258,1.256,77,476,0.044869289,0.000177417,-2.3533,46.7096,0.670709595,1.367728546,1.238071206,0.440635645,-1.66835341,12.78110409,2.635256504,2.908109534,SP49
Chondropoulos and Lykakis 1983,ES340,CC101,West Peloponeso,Cephalonia,Reptiles,Squamata,Lacertidae,Podarcis tauricus,Podarcis taurica,Podarcis taurica,Carnivorous,5.5,3.6,0.849,0.693,8,12,-0.423814247,0.006066537,20.5973,38.2035,0.740362689,2.895753942,1.568213462,0.500019238,-2.091279507,14.4830637,2.784144214,2.978271847,SP57
Chondropoulos and Lykakis 1983,ES341,CC102,Epirus,Corfu,Reptiles,Squamata,Lacertidae,Podarcis tauricus,Podarcis taurica,Podarcis taurica,Carnivorous,4.1,3.4,0.794,0.4,7,16,-0.187211542,0.006222713,19.784,39.677,0.612783857,2.767378524,0.398113692,0.689985938,-1.962605665,15.96003342,2.763545432,3.03430751,SP57
Chondropoulos and Lykakis 1983,ES342,CC101,West Peloponeso,Ithaca,Reptiles,Squamata,Lacertidae,Podarcis tauricus,Podarcis taurica,Podarcis taurica,Carnivorous,5.5,3.6,0.849,0.632,8,10,-0.423814247,0.006060492,20.669,38.424,0.740362689,2.07114529,1.465397724,0.658993945,-2.001935524,16.31375694,2.742372293,2.950330768,SP57
Chondropoulos and Lykakis 1983,ES343,CC101,West Peloponeso,Zakynthos,Reptiles,Squamata,Lacertidae,Podarcis tauricus,Podarcis taurica,Podarcis taurica,Carnivorous,5.5,3.6,0.849,0.959,8,23,-0.423814247,0.006063866,20.814,37.7857,0.740362689,2.608097946,1.230474467,0.58815752,-2.034222715,17.01541901,2.746239832,2.974304392,SP57
"Hawlitschek et al 2012, Ziegler et al 1996, Boulenger 1988",ES344,CC103,Madagascar,Mayotte,Reptiles,Squamata,Lamprophiidae,Liophidium torquatum,Liophidium torquatum,Liophidium mayottensis,Carnivorous,10.89338707,74.72543009,0.352812692,14.30163625,2,8,1.925664549,0.00510321,45.152,-12.801,1.037162936,2.574031268,2.477122702,0.721075146,-1.781400091,25.06338501,2.109002544,3.148025476,SP58
"Hawlitschek et al 2012, Vences et al. 2004",ES345,CC104,Madagascar,Anjouan,Reptiles,Squamata,Lamprophiidae,Lycodryas granuliceps,Lycodryas granuliceps,Lycodryas maculatus,Carnivorous,89.7922566,117.9425869,37.14601445,16.4138167,5,6,0.272699212,0.037455566,44.443,-12.211,1.953238886,2.627365857,2.594393655,0.748968066,-1.748929197,21.90942383,2.069517308,3.27933609,SP59
"Hawlitschek et al 2012, Vences et al. 2004",ES346,CC104,Madagascar,Grande Comore,Reptiles,Squamata,Lamprophiidae,Lycodryas granuliceps,Lycodryas granuliceps,Lycodryas cococola,Carnivorous,89.7922566,72.39657459,37.14601445,7.464343144,5,17,-0.215339756,0.034852932,43.3333,-11.5833,1.953238886,3.005566571,2.462399495,0.690142041,-1.806311385,23.33002472,2.111501967,3.369596398,SP59
"Hawlitschek et al 2012, Vences et al. 2004",ES347,CC104,Madagascar,Mayotte,Reptiles,Squamata,Lamprophiidae,Lycodryas granuliceps,Lycodryas granuliceps,Lycodryas maculatus,Carnivorous,89.7922566,77.00131851,37.14601445,11.96720181,5,7,-0.153676197,0.037678188,45.152,-12.801,1.953238886,2.574031268,2.477122702,0.721075146,-1.781400091,25.06338501,2.109002544,3.148025476,SP59
"Hawlitschek et al 2012, Vences et al. 2004",ES348,CC104,Madagascar,Moheli,Reptiles,Squamata,Lamprophiidae,Lycodryas granuliceps,Lycodryas granuliceps,Lycodryas cococola,Carnivorous,89.7922566,111.5985747,37.14601445,9.647745359,5,11,0.217409536,0.034907043,43.7,-12.3,1.953238886,2.333430144,2.658012351,0.767931641,-1.900378456,24.53899956,2.119075851,3.308660428,SP59
Vences et al. 2004,ES349,CC105,Madagascar,Nosy Be,Reptiles,Squamata,Lamprophiidae,Lycodryas granuliceps,Lycodryas granuliceps,Lycodryas granuliceps,Carnivorous,89.7922566,86.82772015,37.14601445,25.57072871,5,4,-0.033572815,0.055910121,48.26,-13.326,1.953238886,2.505177121,1.079940597,0.712896973,-1.828679779,25.78669739,2.134027409,3.330505077,SP59
Faraone et al. 2010,ES351,CC106,Italy,Sicily,Reptiles,Squamata,Natricidae,Natrix natrix,Natrix natrix,Natrix natrix,Carnivorous,250.6815697,174.6113832,40.46172191,33.64850964,336,59,-0.36162065,0.000706948,14.275,37.481,2.399122406,4.405858399,0.491501766,0.48783291,-1.749154229,15.4296608,2.769870765,2.709182665,SP60
Luiselli et al. 2005,ES352,CC107,Italy,Sicily,Reptiles,Squamata,Natricidae,Natrix natrix,Natrix natrix,Natrix natrix,Carnivorous,250.6815697,88.87130144,40.46172191,13.64368378,336,18,-1.036994215,0.001386922,14.275,37.481,2.399122406,4.405858399,0.491501766,0.48783291,-1.749154229,15.4296608,2.769870765,2.709182665,SP60
Madsen 1993,ES353,CC108,Maryd (Sweden),Hallands Vadero,Reptiles,Squamata,Natricidae,Natrix natrix,Natrix natrix,Natrix natrix,Carnivorous,123.7007315,93.52761741,68.79773147,31.42538911,85,50,-0.279608427,0.005896959,12.554,56.443,2.092372268,0.414973348,0.447313109,0.528862061,-1.428296676,7.939405918,2.785985416,2.838086819,SP60
King 1989,ES354,CC109,Ohio,Johnson Island,Reptiles,Squamata,Natricidae,Nerodia sipedon,Nerodia sipedon,Nerodia sipedon,Carnivorous,163.9606249,236.8014707,6.67452394,6.733964335,40,47,0.367595806,5.86E-05,-82.735,41.496,2.214739565,-0.568636236,0.000434077,0.308115771,-1.584396772,9.909510612,2.990343029,2.945936117,SP61
King 1989,ES355,CC109,Ohio,Kelleys Island ,Reptiles,Squamata,Natricidae,Nerodia sipedon,Nerodia sipedon,Nerodia sipedon,Carnivorous,163.9606249,231.298902,6.67452394,8.684388855,40,106,0.344084515,5.47E-05,-82.7,41.602,2.214739565,1.067814511,0.699056855,0.201251379,-1.269686682,10.12004852,2.975270098,2.948779614,SP61
King 1989,ES356,CC109,Ohio,Middle Bass Island,Reptiles,Squamata,Natricidae,Nerodia sipedon,Nerodia sipedon,Nerodia sipedon,Carnivorous,163.9606249,178.9493209,6.67452394,8.14315896,40,101,0.087476335,6.19E-05,-82.811,41.684,2.214739565,0.477121255,1.068222979,0.223713354,-1.266518892,10.00631809,2.983612717,2.946771494,SP61
King 1989,ES357,CC109,Ohio,Middle Island ,Reptiles,Squamata,Natricidae,Nerodia sipedon,Nerodia sipedon,Nerodia sipedon,Carnivorous,163.9606249,242.3903593,6.67452394,9.91659883,40,27,0.390923174,0.00010342,-82.683,41.682,2.214739565,-0.677780705,1.230474467,0.201251379,-1.269686682,10.12004852,2.975270098,2.948779614,SP61
King 1989,ES358,CC109,Ohio,North Bass Island,Reptiles,Squamata,Natricidae,Nerodia sipedon,Nerodia sipedon,Nerodia sipedon,Carnivorous,163.9606249,185.9435569,6.67452394,7.329000268,40,224,0.125816863,4.84E-05,-82.817,41.716,2.214739565,0.450249108,1.198684573,0.161128357,-1.21514734,10.01726055,2.981065691,2.950778491,SP61
King 1989,ES359,CC109,Ohio,Pelee,Reptiles,Squamata,Natricidae,Nerodia sipedon,Nerodia sipedon,Nerodia sipedon,Carnivorous,163.9606249,179.7176711,6.67452394,8.071684404,40,166,0.091760819,5.36E-05,-82.656,41.777,2.214739565,1.611829479,1.320167065,0.277822705,-1.281704336,9.995747566,2.977839998,2.953614748,SP61
"King 1989, Bishop et al. 2006",ES360,CC110,Ohio,Pelee,Reptiles,Squamata,Natricidae,Nerodia sipedon,Nerodia sipedon,Nerodia sipedon insularis,Carnivorous,250.4138435,285.0296286,10.51702436,27.69660598,22,29,0.129478212,0.000405769,-82.656,41.777,2.398658334,1.611829479,1.320167065,0.277822705,-1.281704336,9.995747566,2.977839998,2.953614748,SP61
Tanaka and Ota 2002,ES361,CC111,"Kyoto, Japan",Yakushima,Reptiles,Squamata,Natricidae,Rhabdophis tigrinus,Rhabdophis tigrinus,Rhabdophis tigrinus,Carnivorous,179.3716427,356.3828433,99.75981519,41.63365037,2,48,0.686545686,0.154942793,130.588,30.3245,2.253753786,2.73239376,1.785336955,0.820676758,-1.781754721,14.59250164,2.799059356,3.511628066,SP62
King 1989,ES362,CC112,Ohio,East Sister Island,Reptiles,Squamata,Natricidae,Thamnophis sirtalis,Thamnophis sirtalis,Thamnophis sirtalis,Carnivorous,68.22452749,103.3210068,2.677821108,6.444480358,97,5,0.415036572,0.00079397,-82.856,41.813,1.833940537,-0.585026652,1.469836738,0.027581042,-1.231753949,10.02991199,2.97743821,2.95686928,SP63
King 1989,ES363,CC112,Ohio,Kelleys Island ,Reptiles,Squamata,Natricidae,Thamnophis sirtalis,Thamnophis sirtalis,Thamnophis sirtalis,Carnivorous,68.22452749,100.1582007,2.677821108,8.359229676,97,7,0.383946803,0.00101097,-82.7,41.602,1.833940537,1.067814511,0.699056855,0.201251379,-1.269686682,10.12004852,2.975270098,2.948779614,SP63
King 1989,ES364,CC112,Ohio,Middle Bass Island,Reptiles,Squamata,Natricidae,Thamnophis sirtalis,Thamnophis sirtalis,Thamnophis sirtalis,Carnivorous,68.22452749,70.53950812,2.677821108,2.382544643,97,52,0.033368811,3.78E-05,-82.811,41.684,1.833940537,0.477121255,1.068222979,0.223713354,-1.266518892,10.00631809,2.983612717,2.946771494,SP63
King 1989,ES365,CC112,Ohio,Middle Island ,Reptiles,Squamata,Natricidae,Thamnophis sirtalis,Thamnophis sirtalis,Thamnophis sirtalis,Carnivorous,68.22452749,132.2958896,2.677821108,5.82543953,97,123,0.662236861,3.16E-05,-82.683,41.682,1.833940537,-0.677780705,1.230474467,0.201251379,-1.269686682,10.12004852,2.975270098,2.948779614,SP63
King 1989,ES366,CC112,Ohio,North Bass Island,Reptiles,Squamata,Natricidae,Thamnophis sirtalis,Thamnophis sirtalis,Thamnophis sirtalis,Carnivorous,68.22452749,70.12705323,2.677821108,2.590421563,97,44,0.027504502,4.69E-05,-82.817,41.716,1.833940537,0.450249108,1.198684573,0.161128357,-1.21514734,10.01726055,2.981065691,2.950778491,SP63
King 1989,ES367,CC112,Ohio,Pelee,Reptiles,Squamata,Natricidae,Thamnophis sirtalis,Thamnophis sirtalis,Thamnophis sirtalis,Carnivorous,68.22452749,89.83846643,2.677821108,3.285776809,97,81,0.275209099,3.24E-05,-82.656,41.777,1.833940537,1.611829479,1.320167065,0.277822705,-1.281704336,9.995747566,2.977839998,2.953614748,SP63
King 1989,ES368,CC112,Ohio,West Sister Island,Reptiles,Squamata,Natricidae,Thamnophis sirtalis,Thamnophis sirtalis,Thamnophis sirtalis,Carnivorous,68.22452749,131.0444543,2.677821108,4.934299564,97,45,0.652732471,4.74E-05,-83.105,41.739,1.833940537,-0.552841969,1.133570841,0.04585704,-1.134644912,10.07540798,2.978798997,2.936840358,SP63
Keehn et al 2013,ES369,CC113,Mainland Pyramid Lake,Anaho Island (Lake),Reptiles,Squamata,Phrynosomatidae,Callisaurus draconoides,Callisaurus draconoides,Callisaurus draconoides,Carnivorous,10.69964872,12.55080343,1.462612237,1.478596535,323,39,0.159573771,0.000413722,-119.5131,39.9513,1.029369519,0.409933123,0.000434077,0.113858301,-2.083780784,11.3124733,2.861359399,2.349957111,SP64
Judd and Rose 1978,ES370,CC114,Texas,South Padre,Reptiles,Squamata,Phrynosomatidae,Holbrookia propinqua,Holbrookia propinqua,Holbrookia propinqua,Carnivorous,4.57900382,5.02314223,0.248315402,0.22512235,73,117,0.092574212,5.75E-05,-97.171,26.143,0.660771006,0.740362689,0.477265995,0.157952124,-1.859736201,22.36567879,2.700204598,2.841428292,SP65
Ross and Judd 1982,ES371,CC115,Texas,South Padre,Reptiles,Squamata,Phrynosomatidae,Holbrookia propinqua,Holbrookia propinqua,Holbrookia propinqua,Carnivorous,4.763538935,6.228730764,0.268051624,0.295507887,21,27,0.268181717,0.000234148,-97.171,26.143,0.677929719,0.740362689,0.477265995,0.157952124,-1.859736201,22.36567879,2.700204598,2.841428292,SP65
Case 2002,ES372,CC116,Baja California,Angel de la Guarda,Reptiles,Squamata,Phrynosomatidae,Petrosaurus mearnsi,Petrosaurus mearnsi mearnsi,Petrosaurus mearnsi slevini,Omnivorous,13.88775061,24.00911255,7.723848726,8.06708997,55,8,0.547426248,0.019736043,-113.401,29.287,1.142631909,2.968515636,1.083538451,0.116362854,-1.908153163,20.89718246,2.694891169,1.917242866,SP66
Case 2002,ES373,CC116,Baja California,Mejia,Reptiles,Squamata,Phrynosomatidae,Petrosaurus mearnsi,Petrosaurus mearnsi mearnsi,Petrosaurus mearnsi slevini,Omnivorous,13.88775061,24.65506672,7.723848726,8.284131328,55,25,0.573975226,0.010139816,-113.571,29.557,1.142631909,0.389166084,1.431379849,0.131699792,-1.730746897,20.88799667,2.717285368,1.929418926,SP66
Case 2002,ES374,CC117,Baja California Middle,Danzante,Reptiles,Squamata,Phrynosomatidae,Petrosaurus thalassinus,Petrosaurus thalassinus repens,Petrosaurus thalassinus repens,Omnivorous,37.34348972,20.03635554,20.76905567,6.732238956,21,18,-0.622610191,0.021001422,-111.251,25.786,1.5722149,0.69019608,0.301247089,0.261107568,-1.484121631,22.51057243,2.695972718,2.3516997,SP67
Case 2002,ES375,CC118,Baja California Sur,Espiritu Santo,Reptiles,Squamata,Phrynosomatidae,Petrosaurus thalassinus,Petrosaurus thalassinus thalassinus,Petrosaurus thalassinus thalassinus,Omnivorous,37.81467506,34.50416185,21.03111137,11.59343884,17,8,-0.091617306,0.032307212,-110.342,24.482,1.577660373,1.924692703,0.788945727,0.181266199,-1.709829475,22.59442139,2.651953334,2.366422957,SP67
Keehn et al 2013,ES376,CC119,Mainland Pyramid Lake,Anaho Island (Lake),Reptiles,Squamata,Phrynosomatidae,Sceloporus occidentalis,Sceloporus occidentalis,Sceloporus occidentalis,Carnivorous,11.92279305,15.71767105,1.910788662,1.532352113,212,29,0.276333674,0.000448903,-119.5131,39.9513,1.076378006,0.409933123,0.000434077,0.113858301,-2.083780784,11.3124733,2.861359399,2.349957111,SP68
Keehn et al 2013,ES377,CC120,Mainland Pyramid Lake,Anaho Island (Lake),Reptiles,Squamata,Phrynosomatidae,Sceloporus uniformis,Sceloporus uniformis,Sceloporus uniformis,Carnivorous,19.11697473,19.18802211,3.011202442,3.052865681,180,87,0.003709566,0.0004288,-119.5131,39.9513,1.281419166,0.409933123,0.000434077,0.113858301,-2.083780784,11.3124733,2.861359399,2.349957111,SP69
"Dunham etl 1978, Parker and Pianka 1975",ES378,CC121,"Baja California (Mojave, Puerto Libertad and Estero de Tastiota)",Carmen,Reptiles,Squamata,Phrynosomatidae,Uta stansburiana,Uta stansburiana,Uta stanshburiana elegans,Carnivorous,4.965383652,4.718967194,0.248462365,1.111203207,170,68,-0.050900605,0.000830154,-111.16,25.963,0.69595281,2.148726016,0.780389328,0.241915332,-1.564189566,22.44739342,2.70764769,2.364044171,SP70
"Dunham etl 1978, Parker and Pianka 1975",ES379,CC121,"Baja California (Mojave, Puerto Libertad and Estero de Tastiota)",Partida Norte,Reptiles,Squamata,Phrynosomatidae,Uta stansburiana,Uta stansburiana,Uta stanshburiana taylori,Carnivorous,4.965383652,5.045612829,0.248462365,2.317867795,170,74,0.016028553,0.00286652,-113.04,28.889,0.69595281,0.139879086,1.69897869,0.097994611,-1.703330459,20.31944466,2.676858509,1.968482949,SP70
"Dunham etl 1978, Parker and Pianka 1975",ES380,CC121,"Baja California (Mojave, Puerto Libertad and Estero de Tastiota)",Partida Sur,Reptiles,Squamata,Phrynosomatidae,Uta stansburiana,Uta stansburiana,Uta stanshburiana elegans,Carnivorous,4.965383652,3.358301811,0.248462365,0.454168272,170,38,-0.391055133,0.000496023,-110.386,24.56,0.69595281,1.190191581,0.788945727,0.178865442,-1.814327352,22.25830078,2.654393013,2.392468308,SP70
"Dunham etl 1978, Parker and Pianka 1975",ES381,CC121,"Baja California (Mojave, Puerto Libertad and Estero de Tastiota)",Raza,Reptiles,Squamata,Phrynosomatidae,Uta stansburiana,Uta stansburiana,Uta stanshburiana taylori,Carnivorous,4.965383652,4.962732048,0.248462365,0.29750049,170,15,-0.000534161,0.000254304,-112.98,28.823,0.69595281,-0.27572413,1.313888302,0.167527747,-1.624664725,21.54567719,2.74447033,2.071956665,SP70
"Dunham etl 1978, Parker and Pianka 1975",ES382,CC121,"Baja California (Mojave, Puerto Libertad and Estero de Tastiota)",Salsipuedes,Reptiles,Squamata,Phrynosomatidae,Uta stansburiana,Uta stansburiana,Uta antiqua,Carnivorous,4.965383652,4.607291563,0.248462365,0.925542003,170,60,-0.074850395,0.000687318,-112.956,28.727,0.69595281,0.033423755,1.213809845,0.145410645,-1.531166525,20.52791595,2.686547766,1.97243427,SP70
"Dunham etl 1978, Parker and Pianka 1975",ES383,CC121,"Baja California (Mojave, Puerto Libertad and Estero de Tastiota)",San Esteban,Reptiles,Squamata,Phrynosomatidae,Uta stansburiana,Uta stansburiana,Uta stanshburiana taylori,Carnivorous,4.965383652,3.924176603,0.248462365,1.130499344,170,69,-0.235334019,0.001217532,-112.632,28.702,0.69595281,1.59958835,1.535306782,0.185310449,-1.799749241,20.84924316,2.749734287,2.071882007,SP70
"Dunham etl 1978, Parker and Pianka 1975",ES384,CC121,"Baja California (Mojave, Puerto Libertad and Estero de Tastiota)",San Francisco,Reptiles,Squamata,Phrynosomatidae,Uta stansburiana,Uta stansburiana,Uta stanshburiana elegans,Carnivorous,4.965383652,3.338617763,0.248462365,0.924312096,170,56,-0.396933688,0.001383453,-110.575,24.83,0.69595281,0.667378229,0.90314427,0.219652002,-1.768439899,22.66386032,2.668396269,2.349296948,SP70
"Dunham etl 1978, Parker and Pianka 1975",ES385,CC121,"Baja California (Mojave, Puerto Libertad and Estero de Tastiota)",San Jose,Reptiles,Squamata,Phrynosomatidae,Uta stansburiana,Uta stansburiana,Uta stanshburiana elegans,Carnivorous,4.965383652,4.566662235,0.248462365,1.10185368,170,41,-0.083707992,0.001434656,-110.619,24.988,0.69595281,2.242317764,0.619197716,0.256000684,-1.668563343,22.71517563,2.679644032,2.398512903,SP70
"Dunham etl 1978, Parker and Pianka 1975",ES386,CC121,"Baja California (Mojave, Puerto Libertad and Estero de Tastiota)",San Lorenzo Sur,Reptiles,Squamata,Phrynosomatidae,Uta stansburiana,Uta stansburiana,Uta antiqua,Carnivorous,4.965383652,4.612354434,0.248462365,0.968179159,170,44,-0.073752116,0.001016142,-112.815,28.632,0.69595281,1.518908574,1.213809845,0.148558228,-1.724019695,20.70398521,2.718764502,2.010978002,SP70
"Dunham etl 1978, Parker and Pianka 1975",ES387,CC121,"Baja California (Mojave, Puerto Libertad and Estero de Tastiota)",San Marcos,Reptiles,Squamata,Phrynosomatidae,Uta stansburiana,Uta stansburiana,Uta stanshburiana elegans,Carnivorous,4.965383652,3.2712121,0.248462365,0.499461289,170,35,-0.417329977,0.000680796,-112.1,27.217,0.69595281,1.478133428,0.691169934,0.173656763,-1.781915159,22.68186378,2.723485936,2.191870024,SP70
"Dunham etl 1978, Parker and Pianka 1975",ES388,CC121,"Baja California (Mojave, Puerto Libertad and Estero de Tastiota)",San Pedro Martir,Reptiles,Squamata,Phrynosomatidae,Uta stansburiana,Uta stansburiana,Uta palmeri,Carnivorous,4.965383652,9.496452311,0.248462365,1.24799129,170,85,0.648427722,0.000217909,-112.306,28.83,0.69595281,0.434568904,1.69897869,0.202761011,-1.525744822,21.47887611,2.748475015,2.128173021,SP70
"Dunham etl 1978, Parker and Pianka 1975",ES389,CC121,"Baja California (Mojave, Puerto Libertad and Estero de Tastiota)",San Pedro Nolasco,Reptiles,Squamata,Phrynosomatidae,Uta stansburiana,Uta stansburiana,Uta nolascensis,Carnivorous,4.965383652,4.503021475,0.248462365,0.810886782,170,36,-0.097741956,0.00091549,-111.378,27.967,0.69595281,0.628797486,1.173215415,0.22970603,-1.691401395,22.60499954,2.743159527,2.28780173,SP70
"Dunham etl 1978, Parker and Pianka 1975",ES390,CC121,"Baja California (Mojave, Puerto Libertad and Estero de Tastiota)",Santa Catalina,Reptiles,Squamata,Phrynosomatidae,Uta stansburiana,Uta stansburiana,Uta squamata,Carnivorous,4.965383652,4.642042064,0.248462365,1.234971621,170,52,-0.067336197,0.001375836,-118.416,33.378,0.69595281,2.28780173,1.5185271,0.401081543,-1.832184093,15.9043684,2.443934653,2.483216298,SP70
"Dunham etl 1978, Parker and Pianka 1975",ES391,CC121,"Baja California (Mojave, Puerto Libertad and Estero de Tastiota)",Tiburon,Reptiles,Squamata,Phrynosomatidae,Uta stansburiana,Uta stansburiana,Uta stanshburiana taylori,Carnivorous,4.965383652,4.048979243,0.248462365,0.721254124,170,44,-0.204025755,0.000735891,-112.353,28.986,0.69595281,3.082066934,0.43949059,0.180462634,-1.563715757,21.29118919,2.752799852,2.121382001,SP70
"Dunham etl 1978, Parker and Pianka 1975",ES392,CC121,"Baja California (Mojave, Puerto Libertad and Estero de Tastiota)",Tortuga,Reptiles,Squamata,Phrynosomatidae,Uta stansburiana,Uta stansburiana,Uta stanshburiana elegans,Carnivorous,4.965383652,4.373248508,0.248462365,0.581251653,170,51,-0.126984467,0.000361106,-111.867,26.433,0.69595281,1.055378331,1.559918589,0.296009448,-1.60844597,21.9375267,2.720152639,2.374216618,SP70
"Zuffi et al. 2011, Lo Cascio et al 2008",ES393,CC122,Italy,Conigli,Reptiles,Squamata,Phyllodactylidae,Tarentola mauritanica,Tarentola mauritanica,Tarentola mauritanica,Carnivorous,7.814904175,4.057335591,0.798675024,0.171361959,111,20,-0.655506202,0.000183286,12.5588,35.5098,0.892923657,-1.356547324,2.113946693,0.316665649,-1.683874545,19.1458416,2.692303908,2.504878443,SP71
"Zuffi et al. 2011, Lo Cascio et al 2008",ES394,CC122,Italy,Lampedusa,Reptiles,Squamata,Phyllodactylidae,Tarentola mauritanica,Tarentola mauritanica,Tarentola mauritanica,Carnivorous,7.814904175,2.671296674,0.798675024,0.102985592,111,28,-1.073468702,0.000147178,12.5731,35.5156,0.892923657,1.305351369,2.10431978,0.316665649,-1.683874545,19.1458416,2.692303908,2.504878443,SP71
Lo Cascio et al 2008,ES395,CC123,Tunisia,Conigli,Reptiles,Squamata,Scincidae,Chalcides ocellatus,Chalcides ocellatus,Chalcides ocellatus,Carnivorous,25.8872417,6.315331504,5.01647898,0.307456928,16,15,-1.41077,0.002504974,12.5588,35.5098,1.413085779,-1.356547324,2.113946693,0.316665649,-1.683874545,19.1458416,2.692303908,2.504878443,SP72
Lo Cascio et al 2008,ES396,CC123,Tunisia,Lampedusa,Reptiles,Squamata,Scincidae,Chalcides ocellatus,Chalcides ocellatus,Chalcides ocellatus,Carnivorous,25.8872417,12.98131189,5.01647898,0.368942548,16,49,-0.690239473,0.002363449,12.5731,35.5156,1.413085779,1.305351369,2.10431978,0.316665649,-1.683874545,19.1458416,2.692303908,2.504878443,SP72
"Alcala and Brown 1967, Goldberg and Grismer 2017",ES397,CC124,Malay Peninsula,Negros ,Reptiles,Squamata,Scincidae,Emoia atrocostata,Emoia atrocostata,Emoia atrocostata,Carnivorous,9.452685253,16.0361091,0.532643568,0.5024295,16,35,0.528544143,0.000226493,123.011,9.947,0.975555197,4.135768515,1.643462547,0.665694336,-1.559678845,26.83527756,1.894395687,3.23713956,SP73
Hasegawa 1994,ES398,CC125,Oh-shima,Aogashima,Reptiles,Squamata,Scincidae,Plestiodon latiscutatus,Eumeces okadae,Eumeces okadae,Carnivorous,8.142339808,12.73777904,4.528465604,4.279908694,52,115,0.447494721,0.006930114,139.769,32.458,0.910749223,0.776701184,2.391924383,0.616328369,-1.546950782,18.93541718,2.744550815,3.397940009,SP74
Hasegawa 1994,ES399,CC125,Oh-shima,Shikine,Reptiles,Squamata,Scincidae,Plestiodon latiscutatus,Eumeces okadae,Eumeces okadae,Carnivorous,8.142339808,11.12059229,4.528465604,3.736532048,52,71,0.311720966,0.007538498,139.21,34.3261,0.910749223,0.591064607,1.61910377,0.653934424,-1.978029252,16.85838127,2.791018584,3.370605601,SP74
Hasegawa 1994,ES400,CC125,Oh-shima,Toshima,Reptiles,Squamata,Scincidae,Plestiodon latiscutatus,Eumeces okadae,Eumeces okadae,Carnivorous,8.142339808,10.6859933,4.528465604,3.59050628,52,95,0.271856263,0.00713679,139.281,34.524,0.910749223,0.615508172,1.294488271,0.595811621,-1.409810912,16.49464226,2.787149411,3.346939463,SP74
