Reference,ID,CommonControl,Mainland,Island,Class,Order,Family,Binomial,Species_main,Species_island,guild,Mean_m,Mean_i,sd_m,sd_i,N_m,N_i,RR,var,Long_i,Lat_i,logmass,Island_km2,Dist_near_mainland,NDVI,SDNDVI,tmean,tseas,prec,SPID
Schwaner and Sarre 1990,ES89,CC34,"Australia (SW,S, NSW)",West Franklin Island,Reptiles,Squamata,Elapidae,Notechis scutatus,Notechis scutatus,Notechis scutatus,Carnivorous,196.3306895,428.9036702,50.01999831,22.02698154,343,209,0.78143192,0.000201861,133.641,-32.457,2.292988192,0.903089987,1.176120211,0.295769629,-1.501762495,16.74416733,2.471179399,2.486146979,SP27
Aubret 2015,ES90,CC36,West Australia (Perth),Carnac Island,Reptiles,Squamata,Elapidae,Notechis scutatus,Notechis scutatus,Notechis scutatus,Carnivorous,276.385,425.05,121.899,114.521,199,124,0.430411988,0.001562925,115.662,-32.121,2.441514469,-0.721246399,1.000043427,0.449641846,-1.904617233,18.39569283,2.552110092,2.875657302,SP27
Aubret 2015,ES91,CC36,West Australia (Perth),Christmas,Reptiles,Squamata,Elapidae,Notechis scutatus,Notechis scutatus,Notechis scutatus,Carnivorous,276.385,543,121.899,237.944,199,57,0.675314499,0.004346302,105.649,-10.485,2.441514469,2.130333768,2.544069285,0.711173389,-1.408691765,23.86533928,1.947144013,3.307260647,SP27
Aubret 2015,ES92,CC36,West Australia (Perth),Hopkins Island,Reptiles,Squamata,Elapidae,Notechis scutatus,Notechis scutatus,Notechis scutatus,Carnivorous,276.385,638.95,121.899,393.125,199,52,0.838031383,0.008257384,136.059,-34.965,2.441514469,0.209515015,0.681331706,0.516161084,-2.045063556,15.97882557,2.397310695,2.630020857,SP27
Aubret 2015,ES93,CC37,Tasmania Island,New Year Island,Reptiles,Squamata,Elapidae,Notechis scutatus,Notechis scutatus,Notechis scutatus,Carnivorous,623.3,481,105.4,164.799,3,10,-0.259160674,0.021270271,143.826,-39.67,2.794697127,-0.008773924,0.662852233,0.446732666,-1.491001336,13.75729179,2.396165759,2.981546816,SP27
Aubret 2015,ES94,CC36,West Australia (Perth),New Year Island,Reptiles,Squamata,Elapidae,Notechis scutatus,Notechis scutatus,Notechis scutatus,Carnivorous,276.385,586.35,121.899,231.477,199,30,0.75212206,0.006172444,143.826,-39.67,2.441514469,-0.008773924,0.662852233,0.446732666,-1.491001336,13.75729179,2.396165759,2.981546816,SP27
Aubret 2015,ES95,CC36,West Australia (Perth),Reevesby,Reptiles,Squamata,Elapidae,Notechis scutatus,Notechis scutatus,Notechis scutatus,Carnivorous,276.385,656.995,121.899,229,199,41,0.865881587,0.003940717,136.059,-34.965,2.441514469,0.536558443,0.672190251,0.516161084,-2.045063556,15.97882557,2.397310695,2.630020857,SP27
Aubret 2015,ES96,CC37,Tasmania Island,Trefoil Island,Reptiles,Squamata,Elapidae,Notechis scutatus,Notechis scutatus,Notechis scutatus,Carnivorous,623.3,481.75,105.4,182.354,3,4,-0.257602637,0.045351727,136.059,-34.965,2.794697127,0.063671054,0.653309013,0.516161084,-2.045063556,15.97882557,2.397310695,2.630020857,SP27
Aubret 2015,ES97,CC36,West Australia (Perth),Trefoil Island,Reptiles,Squamata,Elapidae,Notechis scutatus,Notechis scutatus,Notechis scutatus,Carnivorous,276.385,435.275,121.899,249.94,199,9,0.454183194,0.037612957,136.059,-34.965,2.441514469,0.063671054,0.653309013,0.516161084,-2.045063556,15.97882557,2.397310695,2.630020857,SP27
Aubret 2015,ES98,CC36,West Australia (Perth),Williams Island,Reptiles,Squamata,Elapidae,Notechis scutatus,Notechis scutatus,Notechis scutatus,Carnivorous,276.385,750.96,121.899,276.065,199,38,0.999557567,0.004533862,136.059,-34.965,2.441514469,0.149219113,0.255513713,0.516161084,-2.045063556,15.97882557,2.397310695,2.630020857,SP27
"Aubret 2015, Schwaner 1988 ",ES99,CC38,Tasmania Island,Chappell Island,Reptiles,Squamata,Elapidae,Notechis scutatus,Notechis scutatus,Notechis scutatus,Carnivorous,623.3,850,105.4,89.176,3,10,0.310208406,0.01063227,147.927,-40.272,2.794697127,0.509202522,1.712321332,0.47114165,-1.543690414,13.8509407,2.463464198,2.848743197,SP27
"D'Angelo et al. 2008, Zuffi et al. 2006",ES100,CC39,Italy,Sicily,Reptiles,Testudines,Emydidae,Emys orbicularis,Emys orbicularis,Emys trinacris,Omnivorous,348.279574,315.4858088,34.77680297,24.37879854,519,228,-0.09889183,4.54E-05,14.275,37.481,2.541928005,4.405858399,0.491501766,0.48783291,-1.749154229,15.4296608,2.769870765,2.709182665,SP28
Zuffi et al 2006,ES101,CC40,Italy,Corsica,Reptiles,Testudines,Emydidae,Emys orbicularis,Emys orbicularis,Emys orbicularis,Omnivorous,348.279574,346.056983,34.77680297,28.28713119,519,32,-0.006402078,0.000228012,9.12,42.1,2.541928005,3.938569756,1.904179783,0.627191943,-1.922814329,12.08275795,2.783306102,2.904647176,SP28
Zuffi et al 2006,ES102,CC40,Italy,Sardinia,Reptiles,Testudines,Emydidae,Emys orbicularis,Emys orbicularis,Emys orbicularis,Omnivorous,348.279574,253.7057208,34.77680297,28.77859256,519,7,-0.316830515,0.00185736,9.034,40.029,2.541928005,4.377178713,2.330415803,0.583570215,-1.736022433,14.67077637,2.781609188,2.797815941,SP28
Zuffi et al 2006,ES103,CC40,Italy,Sicily,Reptiles,Testudines,Emydidae,Emys orbicularis,Emys orbicularis,Emys trinacris,Omnivorous,391.3601945,222.4117795,38.79208657,30.40307811,297,4,-0.565097823,0.004704615,14.275,37.481,2.592576651,4.405858399,0.491501766,0.48783291,-1.749154229,15.4296608,2.769870765,2.709182665,SP28
"D'Angelo et al. 2008, Zuffi and Gariboldi 1995",ES104,CC41,Italy,Sicily,Reptiles,Testudines,Emydidae,Emys orbicularis,Emys orbicularis,Emys trinacris,Omnivorous,406.5,324.289,147.598,104.162,141,80,-0.225948835,0.002224647,14.275,37.481,2.60906055,4.405858399,0.491501766,0.48783291,-1.749154229,15.4296608,2.769870765,2.709182665,SP28
"Dodd 1997, Whitehead 2017",ES105,CC42,USA,Egmont Key,Reptiles,Testudines,Emydidae,Terrapene carolina,Terrapene carolina carolina,Terrapene carolina bauri,Omnivorous,337.745,438.65,110.952,102.981,103,846,0.261410656,0.001112893,-82.7615,27.593,2.528588928,0.255272505,1.041432165,0.385458154,-1.566144551,22.86153412,2.657840989,3.108226656,SP29
"Verdon et al 2005, Whitehead 2017",ES106,CC43,,Big Pine Key,Reptiles,Testudines,Emydidae,Terrapene carolina,Terrapene carolina carolina,Terrapene carolina bauri,Omnivorous,337.745,613.885,110.952,99.014,103,72,0.597516441,0.00140906,-81.328,24.68,2.528588928,1.403120521,1.724284064,0.402876563,-1.844154553,24.98713684,2.465162659,3.03578584,SP29
Ota et al 1995,ES107,CC44,China,Hainan,Reptiles,Squamata,Gekkonidae,Gekko chinensis,Gekko chinensis,Gekko similignum,Carnivorous,5.775739641,3.777716219,0.200148512,0.31199252,23,2,-0.424546672,0.003462567,109.842,19.229,0.761607608,4.517195898,1.230474467,0.67702998,-1.48228772,23.93092537,2.592929527,3.202721764,SP30
Kohno & Ota 1991,ES108,CC45,Taiwan,Iriomotejima,Reptiles,Squamata,Gekkonidae,Gekko hokouensis,Gekko hokouensis,Gekko hokouensis,Carnivorous,3.900799948,3.370865395,0.197465006,0.164124532,25,22,-0.146012142,0.000210258,123.815,24.337,0.591153678,2.45331834,2.267174076,0.742394873,-1.359988304,22.68367386,2.593109745,3.369957607,SP31
Kohno & Ota 1991,ES109,CC45,Taiwan,Nakanokamishima,Reptiles,Squamata,Gekkonidae,Gekko hokouensis,Gekko hokouensis,Gekko hokouensis,Carnivorous,3.900799948,4.254909248,0.197465006,0.237278932,25,47,0.086891786,0.000168669,123.563,24.195,0.591153678,-0.455931956,1.167346878,0.602173828,-1.448337847,23.25665283,2.5889681,3.361395239,SP31
Kohno & Ota 1991,ES110,CC45,Taiwan,Okinawajima,Reptiles,Squamata,Gekkonidae,Gekko hokouensis,Gekko hokouensis,Gekko hokouensis,Carnivorous,3.900799948,3.512141705,0.197465006,0.30131843,25,32,-0.104955623,0.000332518,127.9278,26.4794,0.591153678,3.081700074,2.763428742,0.483222998,-1.490924616,22.89743233,2.650553076,3.320220094,SP31
Kohno & Ota 1991,ES111,CC45,Taiwan,Orchid,Reptiles,Squamata,Gekkonidae,Gekko hokouensis,Gekko hokouensis,Gekko hokouensis,Carnivorous,3.900799948,4.174518789,0.197465006,0.295906098,25,48,0.067817445,0.00020718,121.55,22.05,0.591153678,1.670245853,1.954247335,0.646029688,-1.38513637,23.76355553,2.422869008,3.434824312,SP31
"Okada et al 2002, Kohno & Ota 1991",ES112,CC46,Taiwan,Okinawajima,Reptiles,Squamata,Gekkonidae,Gekko hokouensis,Gekko hokouensis,Gekko hokouensis,Carnivorous,3.900799948,3.001196023,0.197465006,0.192146886,25,32,-0.262170764,0.000230596,127.9278,26.4794,0.591153678,3.081700074,2.763428742,0.483222998,-1.490924616,22.89743233,2.650553076,3.320220094,SP31
Kim et al. 2019,ES113,CC47,Honshu,Innoshima,Reptiles,Squamata,Gekkonidae,Gekko japonicus,Gekko japonicus,Gekko japonicus,Omnivorous,4.213586965,4.765627307,0.282749553,0.49777916,23,29,0.123114882,0.000571996,133.179,34.318,0.624651962,1.546542663,0.531606632,0.623839258,-2.132919724,15.64159584,2.914055518,3.134865322,SP32
Kim et al. 2019,ES114,CC47,Honshu,Kyushu,Reptiles,Squamata,Gekkonidae,Gekko japonicus,Gekko japonicus,Gekko japonicus,Omnivorous,4.213586965,4.345496119,0.282749553,0.450990425,23,67,0.030825638,0.000356543,131.0378,32.746,0.624651962,4.564890845,-0.045275209,0.742241846,-2.063161512,14.04964352,2.887310745,3.395333604,SP32
Kim et al. 2019,ES115,CC48,Korea,Tsushima,Reptiles,Squamata,Gekkonidae,Gekko japonicus,Gekko japonicus,Gekko japonicus,Omnivorous,3.99156668,5.669483923,0.371517823,0.363131918,95,29,0.350914289,0.000232654,129.3333,34.4167,0.601143389,2.843855423,1.69897869,0.781739551,-2.035140278,14.77075386,2.87603426,3.270266464,SP32
Yasukawa et al 1996,ES116,CC49,China,Honshu,Reptiles,Testudines,Geoemydidae,Mauremys mutica,Mauremys mutica,Mauremys mutica,Omnivorous,527.4467357,604.9654286,73.77078154,37.94230142,43,58,0.137123428,0.000522749,138.027,35.944,2.722178609,5.357858648,2.238048613,0.664703369,-2.021604712,9.96942997,2.908129742,3.226945101,SP33
Yasukawa et al 1996,ES117,CC49,China,Ishigakijima,Reptiles,Testudines,Geoemydidae,Mauremys mutica,Mauremys mutica,Mauremys mutica,Omnivorous,527.4467357,490.02022,73.77078154,48.7182001,43,59,-0.07360123,0.000622462,124.197,24.414,2.722178609,2.347408084,2.338458486,0.62720918,-1.775755863,23.1909771,2.599897957,3.330411742,SP33
Yasukawa et al 1996,ES118,CC49,China,Taiwan,Reptiles,Testudines,Geoemydidae,Mauremys mutica,Mauremys mutica,Mauremys mutica,Omnivorous,527.4467357,750.5008748,73.77078154,73.30147918,43,46,0.352692931,0.000662308,120.66,23.776,2.722178609,4.537907204,2.154427017,0.599242627,-1.673889196,20.42777443,2.607300239,3.325638762,SP33
"Yabe 1994, Takenaka and Hasegawa 2001",ES119,CC50,Honshu,Ishima,Reptiles,Testudines,Geoemydidae,Mauremys reevesii,Chinemys reevesii,Chinemys reevesii,Omnivorous,846.2995711,545.2506956,73.96696471,57.73350506,74,765,-0.439627719,0.000117883,134.8127,33.846,2.927524121,0.278753601,0.778223627,0.681656201,-1.278194817,14.39609623,2.885017525,3.314999943,SP34
"Ayaz and Budak 2008, Bayrakci et al. 2016",ES120,CC51,W Turkey,Imbros (Gökçeada),Reptiles,Testudines,Geoemydidae,Mauremys rivulata,Mauremys rivulata,Mauremys rivulata,Omnivorous,548.6453351,749.1970727,108.3300251,98.05003858,79,72,0.31154985,0.000731387,25.846,40.161,2.739291691,2.445604203,1.252877293,0.453088281,-1.980304583,14.75114822,2.831848029,2.816705192,SP35
McCord and Iverson 1994,ES121,CC52,Mainland Asia (China and Laos),Hainan,Reptiles,Testudines,Geoemydidae,Mauremys sinensis,Ocadia sinensis,Ocadia sinensis,Omnivorous,1070.732708,421.8076407,150.2918743,88.12229747,9,16,-0.931549084,0.004916968,109.842,19.229,3.029681069,4.517195898,1.230474467,0.67702998,-1.48228772,23.93092537,2.592929527,3.202721764,SP36
McCord and Iverson 1994,ES122,CC52,Mainland Asia (China and Laos),Taiwan,Reptiles,Testudines,Geoemydidae,Mauremys sinensis,Ocadia sinensis,Ocadia sinensis,Omnivorous,1070.732708,1095.520229,150.2918743,118.1842711,9,13,0.022886158,0.003084335,120.66,23.776,3.029681069,4.537907204,2.154427017,0.599242627,-1.673889196,20.42777443,2.607300239,3.325638762,SP36
Garces-Restrepo et al 2013,ES123,CC53,Colombia (Chucheros),Palma Isla,Reptiles,Testudines,Geoemydidae,Rhinoclemmys nasuta,Rhinoclemmys nasuta,Rhinoclemmys nasuta,Herbivorous,840.709575,735.3389581,467.5712981,247.0747521,24,124,-0.133914707,0.013798664,-77.358,3.907,2.924645994,0.139879086,0.146438135,0.622331299,-1.534427464,25.76280022,1.470373179,3.788418693,SP37
"Auer and Taskavak 2004, Bayrakci et al. 2016",ES124,CC54,W Turkey,Imbros (Gökçeada),Reptiles,Testudines,Geoemydidae,Mauremys rivulata,Mauremys rivulata,Mauremys rivulata,Omnivorous,487.5,619.2,179.464,187.418,57,72,0.239138032,0.003649968,25.846,40.161,2.68797462,2.445604203,1.252877293,0.453088281,-1.980304583,14.75114822,2.831848029,2.816705192,SP35
Cole et al 1990,ES125,CC55,Venezuela,Trinidad,Reptiles,Squamata,Gymnophthalmidae,Gymnophthalmus speciosus,Gymnophthalmus speciosus,Gymnophthalmus speciosus,Carnivorous,0.64868065,0.603611903,0.10834666,0.060456247,34,12,-0.072009084,0.001656482,-61.246,10.431,-0.187969057,3.683767261,1.176120211,0.757910742,-1.798855685,26.35933113,1.758862316,3.286345163,SP38
Cole et al 1990,ES126,CC56,N. Guyana,Barbados,Reptiles,Squamata,Gymnophthalmidae,Gymnophthalmus underwoodi,Gymnophthalmus underwoodi,Gymnophthalmus underwoodi,Carnivorous,0.692583332,0.65863456,0.130565559,0.099603325,30,38,-0.050259722,0.001786487,-59.552,13.164,-0.159527965,2.633468456,2.556303707,0.577672168,-1.655606677,26.41491318,1.840166019,3.217568149,SP39
Cole et al 1990,ES127,CC56,N. Guyana,Dominica,Reptiles,Squamata,Gymnophthalmidae,Gymnophthalmus underwoodi,Gymnophthalmus underwoodi,Gymnophthalmus underwoodi,Carnivorous,0.692583332,0.484218966,0.130565559,0.051519594,30,6,-0.357891353,0.003071386,-61.339,15.428,-0.159527965,2.896140251,2.707571028,0.812613135,-1.623125245,24.40201187,2.023579029,3.288439266,SP39
Cole et al 1990,ES128,CC56,N. Guyana,Grenada,Reptiles,Squamata,Gymnophthalmidae,Gymnophthalmus underwoodi,Gymnophthalmus underwoodi,Gymnophthalmus underwoodi,Carnivorous,0.692583332,0.528637624,0.130565559,0.169025381,30,2,-0.270125389,0.052300755,-61.664,12.116,-0.159527965,2.542202782,2.139882233,0.745826416,-1.853879396,26.04507256,1.883943741,3.26385847,SP39
Cole et al 1990,ES129,CC56,N. Guyana,Guadeloupe,Reptiles,Squamata,Gymnophthalmidae,Gymnophthalmus underwoodi,Gymnophthalmus underwoodi,Gymnophthalmus underwoodi,Carnivorous,0.692583332,0.588059741,0.130565559,0.121719032,30,23,-0.163600022,0.003047369,-61.674,16.181,-0.159527965,3.15715444,2.760423237,0.708455078,-1.767079504,26.02675629,2.040567648,3.181995141,SP39
Cole et al 1990,ES130,CC56,N. Guyana,Saint Vincent,Reptiles,Squamata,Gymnophthalmidae,Gymnophthalmus underwoodi,Gymnophthalmus underwoodi,Gymnophthalmus underwoodi,Carnivorous,0.692583332,0.756734238,0.130565559,0.10861362,30,27,0.088583554,0.001947644,-61.187,13.247,-0.159527965,2.537819095,2.434570501,0.672155713,-1.812732678,25.73612213,1.926280893,3.319626484,SP39
Cole et al 1990,ES131,CC56,N. Guyana,Trinidad,Reptiles,Squamata,Gymnophthalmidae,Gymnophthalmus underwoodi,Gymnophthalmus underwoodi,Gymnophthalmus underwoodi,Carnivorous,0.692583332,0.809408807,0.130565559,0.111031295,30,49,0.155875548,0.00156868,-61.246,10.431,-0.159527965,3.683767261,1.176120211,0.757910742,-1.798855685,26.35933113,1.758862316,3.286345163,SP39
"Bakhuis, 1982, Sanches and Grings 2018",ES132,CC57,Brazil,Curacao,Reptiles,Squamata,Iguanidae,Iguana iguana,Iguana iguana,Iguana iguana,Herbivorous,3149.900904,641.7034104,228.097824,87.56289643,10,175,-1.591000053,0.000630781,-68.974,12.161,3.498296891,2.64738297,1.812920038,0.382149072,-1.932565344,27.7075386,1.970713722,2.749774943,SP40
"Iverson et al. 2004, Knapp et al. 2006",ES133,CC58,Andros,Leaf cay,Reptiles,Squamata,Iguanidae,Cyclura cychlura,Cyclura cychlura cychlura,Cyclura cychlura inornata,Herbivorous,3006,1244.94,1185,425.283,31,50,-0.881522955,0.00734693,-76.8364,24.747,3.477988976,-1.397940009,1.977728177,0.451567676,-1.345950341,25.60027695,2.390404261,3.050573077,SP41
"Iverson et al. 2004, Knapp et al. 2006",ES134,CC58,Andros,U cay,Reptiles,Squamata,Iguanidae,Cyclura cychlura,Cyclura cychlura cychlura,Cyclura cychlura inornata,Herbivorous,3006,1564.1,1185,384.115,31,20,-0.653299713,0.008028521,-76.8405,24.7424,3.477988976,-1.522878745,1.956653378,0.451567676,-1.345950341,25.60027695,2.390404261,3.050573077,SP41
Knapp et al. 2006,ES135,CC59,Andros,Leaf cay and U cay (Exuma islands),Reptiles,Squamata,Iguanidae,Cyclura cychlura,Cyclura cychlura cychlura,Cyclura cychlura inornata,Herbivorous,3006,1283,1185,413,31,57,-0.851409206,0.006830901,-76.8364,24.747,3.477988976,-1.455931956,1.977728177,0.451567676,-1.345950341,25.60027695,2.390404261,3.050573077,SP41
"Beovides-Casas and Mancina 2006, González-Rossell 2018",ES136,CC60,Cuba,Cayo Sijú,Reptiles,Squamata,Iguanidae,Cyclura nubila,Cyclura nubila,Cyclura nubila nubila,Herbivorous,2188.292,2900,849.535,871.233,175,44,0.281589406,0.002912476,-83.519,21.9467,3.340105273,-0.055517328,1.39795738,0.472665186,-1.468928901,25.9788475,2.300832008,3.119024836,SP42
González-Rossell 2018,ES137,CC61,Cuba,Cayo Alto,Reptiles,Squamata,Iguanidae,Cyclura nubila,Cyclura nubila,Cyclura nubila nubila,Herbivorous,2188.292,1600,849.535,661.438,175,10,-0.313117702,0.017951072,-78.3129,22.308,3.340105273,-0.051489231,1.033463966,0.128733252,-1.452106254,25.66199112,2.323571801,2.997403851,SP42
González-Rossell 2018,ES138,CC61,Cuba,Cayo Blanquizal,Reptiles,Squamata,Iguanidae,Cyclura nubila,Cyclura nubila,Cyclura nubila nubila,Herbivorous,2188.292,1556.5,849.535,497.774,175,25,-0.34068162,0.004952188,-80.4312,23.1465,3.340105273,0.860876796,1.224040739,0.512438623,-1.688699617,25.38461304,2.357179577,3.119245979,SP42
González-Rossell 2018,ES139,CC61,Cuba,Cayo del Rosario,Reptiles,Squamata,Iguanidae,Cyclura nubila,Cyclura nubila,Cyclura nubila nubila,Herbivorous,2188.292,1381.45,849.535,390.9,175,34,-0.459987659,0.003216172,-81.8887,21.6294,3.340105273,1.263162465,1.757023834,0.298973877,-1.971108092,26.09640694,2.295084837,3.038580436,SP42
González-Rossell 2018,ES140,CC61,Cuba,Cayo Juan García,Reptiles,Squamata,Iguanidae,Cyclura nubila,Cyclura nubila,Cyclura nubila nubila,Herbivorous,2188.292,1871.7,849.535,725.558,175,30,-0.156274222,0.005870214,-83.63,21.9856,3.340105273,0.155305666,1.30105171,0.49897417,-1.638545159,25.61704636,2.296488004,3.122870923,SP42
González-Rossell 2018,ES141,CC61,Cuba,Cayo Piedra del Obispo,Reptiles,Squamata,Iguanidae,Cyclura nubila,Cyclura nubila,Cyclura nubila nubila,Herbivorous,2188.292,1370,849.535,323.177,175,20,-0.468310591,0.003643557,-80.2058,23.1099,3.340105273,0.688330818,1.330839741,0.511060645,-1.866351057,25.23506165,2.347027728,3.100887255,SP42
González-Rossell 2018,ES142,CC61,Cuba,Cayo Playa Larga,Reptiles,Squamata,Iguanidae,Cyclura nubila,Cyclura nubila,Cyclura nubila nubila,Herbivorous,2188.292,942.85,849.535,248.068,175,23,-0.841969407,0.003870956,-81.3546,22.0311,3.340105273,-1.15490196,0.748265573,0.213278369,-1.965552047,25.67399788,2.31651107,3.0305471,SP42
González-Rossell 2018,ES143,CC61,Cuba,Cayo Verde,Reptiles,Squamata,Iguanidae,Cyclura nubila,Cyclura nubila,Cyclura nubila nubila,Herbivorous,2188.292,1796,849.535,555.62,175,23,-0.197559361,0.005022388,-80.2269,23.1386,3.340105273,-0.131355562,1.380229337,0.511060645,-1.866351057,25.23506165,2.347027728,3.100887255,SP42
Bischoff 1985,ES144,CC62,Lanzarote,Alegranza,Reptiles,Squamata,Lacertidae,Gallotia atlantica,Gallotia atlantica,Gallotia atlantica,Omnivorous,7.10350114,4.662153613,0.976863344,0.449036903,38,20,-0.421110291,0.0009615,-13.509,29.392,0.851472455,1.012837225,1.000043427,0.140963721,-1.920562013,19.29815483,2.285817428,2.212400708,SP43
Bischoff 1985,ES145,CC62,Lanzarote,Graciosa,Reptiles,Squamata,Lacertidae,Gallotia atlantica,Gallotia atlantica,Gallotia atlantica,Omnivorous,7.10350114,5.099461873,0.976863344,0.632112847,38,19,-0.331452762,0.001306366,-28.014,39.054,0.851472455,1.781683585,3.210853633,0.674199951,-1.762805683,17.33020973,2.486603541,3.053547064,SP43
Bischoff 1985,ES146,CC63,Fuerteventura,Lobos,Reptiles,Squamata,Lacertidae,Gallotia atlantica,Gallotia atlantica,Gallotia atlantica,Omnivorous,4.769056737,2.818311665,0.510808152,0.328287483,34,5,-0.526010531,0.003051113,-13.822,28.751,0.678432489,3.670153045,0.278982117,0.104208044,-1.789345688,20.14673233,2.38076238,2.116951371,SP43
Bischoff 1985,ES147,CC62,Lanzarote,Montaña Clara,Reptiles,Squamata,Lacertidae,Gallotia atlantica,Gallotia atlantica,Gallotia atlantica,Omnivorous,7.10350114,4.195176847,0.976863344,0.276673031,38,18,-0.526652285,0.000739303,-13.534,29.298,0.851472455,0.205556206,0.913866812,0.123038196,-2.008214792,19.29983902,2.300414293,2.194514342,SP43
Bischoff 1985,ES148,CC62,Lanzarote,Roque del Este,Reptiles,Squamata,Lacertidae,Gallotia atlantica,Gallotia atlantica,Gallotia atlantica,Omnivorous,7.10350114,5.049587384,0.976863344,0.647391637,38,13,-0.341281247,0.001762051,-13.338,29.276,0.851472455,-1.22184875,1.041432165,0.073171234,-1.109563664,19.44233894,2.336553507,2.178050797,SP43
Clark 1967,ES149,CC64,Mainland Greece,Spetsai,Reptiles,Squamata,Lacertidae,Lacerta trilineata,Lacerta trilineata,Lacerta trilineata,Omnivorous,56.7564636,45.36048098,1.986684736,4.537989869,6,14,-0.224128283,0.000919107,23.134,37.258,1.754015327,1.346352974,0.361916619,0.456665723,-1.897865735,17.63490295,2.766046948,2.696137876,SP44
Sagonas et al. 2015,ES150,CC65,Greece,Andros,Reptiles,Squamata,Lacertidae,Lacerta trilineata,Lacerta trilineata,Lacerta trilineata,Omnivorous,43.40264513,46.59599813,8.619829445,5.636907865,46,14,0.070994274,0.001902784,24.872,37.844,1.637516198,2.572871602,1.746641982,0.464066699,-2.015259376,15.93408489,2.776608842,2.690355581,SP44
Sagonas et al. 2015,ES151,CC65,Greece,Skyros,Reptiles,Squamata,Lacertidae,Lacerta trilineata,Lacerta trilineata,Lacerta trilineata,Omnivorous,43.40264513,58.49668593,8.619829445,9.061668439,46,14,0.298449715,0.002571506,24.595,38.816,1.637516198,2.320146286,1.544080453,0.447905908,-2.042032604,16.38712883,2.782787841,2.626853415,SP44
Sa-Sousa and Harris 2002; Luz et al. 2006,ES152,CC66,Portugal,Berlenga,Reptiles,Squamata,Lacertidae,Podarcis carbonelli,Podarcis carbonelli,Podarcis carbonelli berlengensis,Carnivorous,2.96792876,4.358864882,0.189800437,0.226980428,292,69,0.384347353,5.33E-05,-9.509,39.415,0.472453472,-0.107905397,1.000043427,0.300059766,-1.040994787,15.58666706,2.284418169,2.821395609,SP45
Sa-Sousa and Harris 2002; Luz et al. 2006,ES153,CC66,Portugal,Farilhao Grande,Reptiles,Squamata,Lacertidae,Podarcis carbonelli,Podarcis carbonelli,Podarcis carbonelli berlengensis,Carnivorous,2.96792876,6.566212532,0.189800437,0.382068799,292,61,0.794072865,6.95E-05,-9.545,39.477,0.472453472,-1.15490196,1.240574207,0.300059766,-1.040994787,15.58666706,2.284418169,2.821395609,SP45
Sa-Sousa et al 2000,ES154,CC67,Portugal (Peniche and Cabo Raso),Berlenga,Reptiles,Squamata,Lacertidae,Podarcis carbonelli,Podarcis bocagei berlengensis ,Podarcis bocagei berlengensis ,Carnivorous,3.511227679,4.734435131,0.169052977,0.269755046,76,36,0.298896681,0.000120679,-9.509,39.415,0.545458991,-0.107905397,1.000043427,0.300059766,-1.040994787,15.58666706,2.284418169,2.821395609,SP45
Pafilis et al. 2009,ES155,CC68,Skyros,Mesa Diavates,Reptiles,Squamata,Lacertidae,Podarcis gaigeae,Podarcis gaigeae,Podarcis gaigeae,Carnivorous,4.698794966,5.589603601,2.613294445,1.878113364,286,71,0.173602287,0.002671623,24.525,38.797,0.671986495,-1.415668776,0.146438135,0.404414673,-1.858365576,16.70820808,2.784876325,2.61741974,SP46
Pafilis et al. 2009,ES156,CC68,Skyros,Valaxa,Reptiles,Squamata,Lacertidae,Podarcis gaigeae,Podarcis gaigeae,Podarcis gaigeae,Carnivorous,4.698794966,5.26635626,2.613294445,1.769501878,286,52,0.114032626,0.00325262,24.494,38.82,0.671986495,0.636487896,-0.850780887,0.47104458,-1.902660411,16.89302444,2.788136294,2.613862943,SP46
Pafilis et al. 2011,ES157,CC69,Skyros,Exo Diavates,Reptiles,Squamata,Lacertidae,Podarcis gaigeae,Podarcis gaigeae,Podarcis gaigeae,Carnivorous,4.713029668,10.80155742,2.621211255,3.629335958,285,112,0.829359386,0.00209333,24.513,38.789,0.673300174,-1.721246399,0.146438135,0.404414673,-1.858365576,16.70820808,2.784876325,2.61741974,SP46
Pafilis et al. 2011,ES158,CC69,Skyros,Lakonissi,Reptiles,Squamata,Lacertidae,Podarcis gaigeae,Podarcis gaigeae,Podarcis gaigeae,Carnivorous,4.713029668,7.084828743,2.621211255,2.380510765,285,102,0.407624758,0.002192154,24.475,38.849,0.673300174,-1.795880017,-0.175874166,0.47104458,-1.902660411,16.89302444,2.788136294,2.613862943,SP46
Runemark et al. 2015,ES159,CC70,Skyros (Molos),Agiar Molau,Reptiles,Squamata,Lacertidae,Podarcis gaigeae,Podarcis gaigeae,Podarcis gaigeae,Carnivorous,5.443611309,6.550848291,0.427727492,0.597978256,478,31,0.185151867,0.000281707,24.5836,38.9245,0.735887108,-2,-1.292429824,0.414770166,-1.901190688,16.4188652,2.767920594,2.62252485,SP46
Runemark et al. 2015,ES160,CC71,Skyros (Nyfi),Diabatez,Reptiles,Squamata,Lacertidae,Podarcis gaigeae,Podarcis gaigeae,Podarcis gaigeae,Carnivorous,5.443611309,4.260155212,0.427727492,0.384207375,478,101,-0.24513709,9.34E-05,24.5134,38.7888,0.735887108,-1.698970004,0.158663981,0.404414673,-1.858365576,16.70820808,2.784876325,2.61741974,SP46
