tax_id,Species,BM,Diet_cat
22733255,Scytalopus affinis,0.01312,Invertebrate
22733261,Scytalopus altirostris,0.012,Invertebrate
22703510,Scytalopus argentifrons,0.017,Invertebrate
22729245,Scytalopus atratus,0.02574,Invertebrate
22729251,Scytalopus bolivianus,0.0208,Invertebrate
22736477,Scytalopus canus,0.01816,Invertebrate
22729265,Scytalopus caracae,0.024,Invertebrate
22729076,Scytalopus chocoensis,0.01997,Invertebrate
22736188,Scytalopus diamantinensis,0.01811,Invertebrate
22703496,Scytalopus femoralis,0.0232,Invertebrate
22729286,Scytalopus fuscus,0.01811,Invertebrate
22729291,Scytalopus griseicollis,0.01805,Invertebrate
22728464,Scytalopus iraiensis,0.0124,Invertebrate
22703513,Scytalopus latebricola,0.0227,Invertebrate
22730438,Scytalopus latrans,0.01762,Invertebrate
22703493,Scytalopus macropus,0.03709,Invertebrate
22730463,Scytalopus magellanicus,0.01367,Invertebrate
22736285,Scytalopus meridanus,0.02,Invertebrate
22733272,Scytalopus micropterus,0.0297,Invertebrate
22703531,Scytalopus novacapitalis,0.0189,Invertebrate
22736482,Scytalopus opaca,0.01811,Invertebrate
22734687,Scytalopus pachecoi,0.0151,Invertebrate
22703501,Scytalopus panamensis,0.01811,Invertebrate
22733277,Scytalopus parkeri,0.02126,Invertebrate
22729303,Scytalopus parvirostris,0.01775,Invertebrate
22733280,Scytalopus robbinsi,0.01934,Invertebrate
22734661,Scytalopus rodriguezi,0.0216,Invertebrate
22729258,Scytalopus sanctaemartae,0.01811,Invertebrate
22724472,Scytalopus schulenbergi,0.0161,Invertebrate
22729298,Scytalopus simonsi,0.01662,Invertebrate
22703527,Scytalopus speluncae,0.013,Invertebrate
22729270,Scytalopus spillmanni,0.02354,Invertebrate
22734658,Scytalopus stilesi,0.0221,Invertebrate
22703524,Scytalopus superciliaris,0.0178,Invertebrate
22703487,Scytalopus unicolor,0.01762,Invertebrate
22733286,Scytalopus urubambae,0.013,Invertebrate
22703505,Scytalopus vicinior,0.02304,Invertebrate
22733291,Scytalopus zimmeri,0.0159,Invertebrate
22684079,Scythrops novaehollandiae,0.68399,FruiNect
22715430,Seicercus affinis,0.00692,Invertebrate
22734347,Seicercus burkii,0.0073,Invertebrate
22715436,Seicercus castaniceps,0.0053,Invertebrate
22715442,Seicercus grammiceps,0.005,Invertebrate
22715439,Seicercus montis,0.0064,Invertebrate
22732738,Seicercus omeiensis,0.0073,Invertebrate
22715433,Seicercus poliogenys,0.0063,Invertebrate
22732744,Seicercus soror,0.0073,Invertebrate
22732750,Seicercus tephrocephalus,0.0073,Invertebrate
22732755,Seicercus valentini,0.0073,Invertebrate
22732760,Seicercus whistleri,0.0073,Invertebrate
22721779,Seiurus aurocapilla,0.0188,Invertebrate
22688308,Selasphorus ardens,0.00308,FruiNect
22688232,Selasphorus calliope,0.00264,FruiNect
22688302,Selasphorus flammula,0.00269,FruiNect
22688293,Selasphorus platycercus,0.00354,FruiNect
22688296,Selasphorus rufus,0.0035,FruiNect
22688299,Selasphorus sasin,0.00336,FruiNect
22688305,Selasphorus scintilla,0.0022,FruiNect
22682096,Selenidera gouldii,0.1809,FruiNect
22727108,Selenidera langsdorffii,0.162885,FruiNect
22682093,Selenidera maculirostris,0.164,FruiNect
22682081,Selenidera nattereri,0.1584,FruiNect
22682084,Selenidera piperivora,0.147,FruiNect
22727100,Selenidera reinwardtii,0.16177,FruiNect
22682071,Selenidera spectabilis,0.219,FruiNect
22706233,Seleucidis melanoleucus,0.17443,Omnivore
22706140,Semioptera wallacii,0.14834,FruiNect
22681953,Semnornis frantzii,0.0573,FruiNect
22681956,Semnornis ramphastinus,0.0977,FruiNect
22687863,Sephanoides fernandensis,0.00873,FruiNect
22687857,Sephanoides sephaniodes,0.00517,FruiNect
22704576,Sericornis arfakianus,0.0087,Invertebrate
22704549,Sericornis beccarii,0.01188,Invertebrate
22704536,Sericornis citreogularis,0.0176,Invertebrate
22704539,Sericornis frontalis,0.01323,Invertebrate
22704542,Sericornis humilis,0.01825,Invertebrate
22704546,Sericornis keri,0.01138,Invertebrate
22704559,Sericornis magnirostra,0.0098,Invertebrate
22704556,Sericornis nouhuysi,0.0171,Invertebrate
22704579,Sericornis papuensis,0.0112,Invertebrate
22704573,Sericornis perspicillatus,0.009,Invertebrate
22704570,Sericornis rufescens,0.012,Invertebrate
22704582,Sericornis spilodera,0.0117,Invertebrate
22704553,Sericornis virgatus,0.0124,Invertebrate
22722156,Sericossypha albocristata,0.114,Invertebrate
22703667,Sericulus aureus,0.172,FruiNect
22703671,Sericulus bakeri,0.17646,FruiNect
22703676,Sericulus chrysocephalus,0.09949,FruiNect
22698744,Serilophus lunatus,0.034,Invertebrate
22720301,Serinus alario,0.0122,PlantSeed
22720210,Serinus albogularis,0.0271,PlantSeed
22720246,Serinus ankoberensis,0.0149,PlantSeed
22731333,Serinus atrogularis,0.0114,PlantSeed
22720191,Serinus buchanani,0.01537,PlantSeed
22720267,Serinus burtoni,0.0305,PlantSeed
22720056,Serinus canaria,0.0243,PlantSeed
22736315,Serinus canicollis,0.0152,PlantSeed
22720105,Serinus capistratus,0.01537,PlantSeed
22720084,Serinus citrinelloides,0.01299,PlantSeed
22720176,Serinus citrinipectus,0.0112,PlantSeed
22720185,Serinus donaldsoni,0.024,PlantSeed
22720197,Serinus dorsostriatus,0.01513,PlantSeed
22720307,Serinus estherae,0.01537,Omnivore
22720127,Serinus flavigula,0.01537,PlantSeed
22720201,Serinus flaviventris,0.0162,PlantSeed
22732947,Serinus flavivertex,0.014,PlantSeed
22720091,Serinus frontalis,0.0123,PlantSeed
22720224,Serinus gularis,0.016,PlantSeed
22720098,Serinus hypostictus,0.013,PlantSeed
22720109,Serinus koliensis,0.0136,PlantSeed
22720109,Serinus koliensis,0.0136,PlantSeed
22720283,Serinus leucopterus,0.0221,PlantSeed
22720117,Serinus leucopygius,0.0108,PlantSeed
22720278,Serinus melanochrous,0.01537,PlantSeed
22720241,Serinus menachensis,0.01537,PlantSeed
22720231,Serinus mennelli,0.01539,PlantSeed
22720181,Serinus mozambicus,0.01187,PlantSeed
22720078,Serinus nigriceps,0.01537,PlantSeed
22720045,Serinus pusillus,0.01154,PlantSeed
22720219,Serinus reichardi,0.01542,PlantSeed
22720154,Serinus reichenowi,0.01537,PlantSeed
22720122,Serinus rothschildi,0.014,PlantSeed
22720272,Serinus rufobrunneus,0.0259,PlantSeed
22720113,Serinus scotops,0.0142,PlantSeed
22720049,Serinus serinus,0.0112,PlantSeed
22731359,Serinus striolatus,0.0224,Omnivore
22720205,Serinus sulphuratus,0.0279,PlantSeed
22720292,Serinus symonsi,0.0158,PlantSeed
22720053,Serinus syriacus,0.0117,PlantSeed
22720069,Serinus thibetanus,0.01048,PlantSeed
22720288,Serinus totta,0.0134,PlantSeed
22720236,Serinus tristriatus,0.0155,PlantSeed
22720132,Serinus xantholaemus,0.0118,PlantSeed
22720147,Serinus xanthopygius,0.01537,PlantSeed
22699331,Serpophaga cinerea,0.0083,Invertebrate
22699337,Serpophaga hypoleuca,0.00607,Invertebrate
22699343,Serpophaga munda,0.0054,Invertebrate
22699334,Serpophaga nigricans,0.0085,Invertebrate
22699334,Serpophaga nigricans,0.0085,Invertebrate
22699340,Serpophaga subcristata,0.0066,Invertebrate
22734672,Setopagis heterura,0.037,Invertebrate
22689859,Setopagis maculosa,0.05751,Invertebrate
22734667,Setopagis parvula,0.037,Invertebrate
22734667,Setopagis parvula,0.037,Invertebrate
22689865,Setopagis whitelyi,0.047,Invertebrate
22721639,Setophaga americana,0.00784,Invertebrate
103798640,Setophaga pitiayumi,0.00682,Invertebrate
22721762,Setophaga ruticilla,0.00824,Invertebrate
22713158,Setornis criniger,0.0295,FruiNect
22709642,Sheppardia aequatorialis,0.0168,Invertebrate
22735022,Sheppardia aurantiithorax,0.0171,Invertebrate
22709630,Sheppardia bocagei,0.0183,Invertebrate
22709637,Sheppardia cyornithopsis,0.01836,Invertebrate
22709655,Sheppardia gabela,0.011,Invertebrate
22709650,Sheppardia gunningi,0.01733,Invertebrate
22709667,Sheppardia lowei,0.0184,Invertebrate
22709659,Sheppardia montana,0.0218,Invertebrate
22709646,Sheppardia sharpei,0.0147,Invertebrate
22708556,Sialia currucoides,0.0296,Invertebrate
22708553,Sialia mexicana,0.02644,Invertebrate
22708550,Sialia sialis,0.0275,Invertebrate
22680317,Sibirionetta formosa,0.43398,PlantSeed
22723326,Sicalis auriventris,0.055,PlantSeed
22723326,Sicalis auriventris,0.055,PlantSeed
22723306,Sicalis citrina,0.0116,PlantSeed
22723306,Sicalis citrina,0.0116,PlantSeed
22723341,Sicalis columbiana,0.0134,PlantSeed
22723346,Sicalis flaveola,0.01689,PlantSeed
22723336,Sicalis lebruni,0.0253,PlantSeed
22723336,Sicalis lebruni,0.0253,PlantSeed
22723311,Sicalis lutea,0.01453,PlantSeed
22723321,Sicalis luteocephala,0.01625,PlantSeed
22735428,Sicalis luteola,0.0159,PlantSeed
22723331,Sicalis olivascens,0.0218,PlantSeed
22723362,Sicalis raimondii,0.0158,PlantSeed
22723367,Sicalis taczanowskii,0.00799,PlantSeed
22723316,Sicalis uropygialis,0.0225,PlantSeed
22709113,Sigelus silens,0.0257,Invertebrate
22702878,Simoxenops striatus,0.0416,Invertebrate
22702872,Simoxenops ucayalae,0.0498,Invertebrate
22689751,Siphonorhis brewsteri,0.051,Invertebrate
22703712,Sipodotus wallacii,0.0077,Invertebrate
22702676,Siptornis striaticollis,0.013,Invertebrate
22702597,Siptornopsis hypochondriaca,0.02445,Invertebrate
22700389,Sirystes sibilator,0.0323,Invertebrate
22711225,Sitta azurea,0.01627,Invertebrate
22711196,Sitta canadensis,0.0098,Omnivore
22711202,Sitta carolinensis,0.021,Omnivore
22711158,Sitta cashmirensis,0.019,Invertebrate
22711161,Sitta castanea,0.01962,Invertebrate
22711150,Sitta europaea,0.02037,Invertebrate
22711231,Sitta formosa,0.01627,Invertebrate
22711216,Sitta frontalis,0.0165,Invertebrate
22711164,Sitta himalayensis,0.01428,Invertebrate
22711184,Sitta krueperi,0.0124,Omnivore
22711179,Sitta ledanti,0.0172,Omnivore
22711199,Sitta leucopsis,0.01477,Invertebrate
22711228,Sitta magna,0.04113,Invertebrate
22711155,Sitta nagaensis,0.0147,Invertebrate
22711205,Sitta neumayer,0.0265,Omnivore
22711222,Sitta oenochlamys,0.0164,Invertebrate
22711173,Sitta pusilla,0.0102,Invertebrate
22711170,Sitta pygmaea,0.0106,Invertebrate
22711219,Sitta solangiae,0.01496,Invertebrate
22711211,Sitta tephronota,0.0352,Invertebrate
22711167,Sitta victoriae,0.01627,Invertebrate
22711188,Sitta villosa,0.00938,Omnivore
22711176,Sitta whiteheadi,0.0118,Omnivore
22711192,Sitta yunnanensis,0.00987,Invertebrate
22703040,Sittasomus griseicapillus,0.01312,Invertebrate
22704662,Smicrornis brevirostris,0.0053,Invertebrate
22698707,Smithornis capensis,0.0232,Invertebrate
22698715,Smithornis rufolateralis,0.01904,Invertebrate
22698711,Smithornis sharpei,0.0375,Invertebrate
22694091,Smutsornis africanus,0.0875,Invertebrate
22700838,Snowornis cryptolophus,0.0736,Omnivore
22700831,Snowornis subalaris,0.0812,Omnivore
22680412,Somateria fischeri,1.55716,Invertebrate
22680405,Somateria mollissima,2.06093,Invertebrate
22680409,Somateria spectabilis,1.61671,Invertebrate
22702642,Spartonoica maluroides,0.011,Invertebrate
22702642,Spartonoica maluroides,0.011,Invertebrate
22680247,Spatula clypeata,0.61256,Invertebrate
22680233,Spatula cyanoptera,0.37745,PlantSeed
22680229,Spatula discors,0.35944,PlantSeed
22680332,Spatula hottentota,0.27636,PlantSeed
22680240,Spatula platalea,0.46543,PlantSeed
22680240,Spatula platalea,0.46543,PlantSeed
22680326,Spatula puna,0.59521,PlantSeed
22680313,Spatula querquedula,0.3256,Omnivore
22680243,Spatula rhynchotis,0.63896,Invertebrate
22680236,Spatula smithii,0.59146,Invertebrate
22680329,Spatula versicolor,0.59521,PlantSeed
22680136,Speculanas specularis,1.49607,PlantSeed
22710795,Speculipastor bicolor,0.06416,FruiNect
22713915,Speirops brunneus,0.0161,Omnivore
22713919,Speirops leucophoeus,0.0148,Omnivore
22713910,Speirops lugubris,0.0148,FruiNect
22713904,Speirops melanocephalus,0.0109,Omnivore
22716118,Spelaeornis badeigularis,0.006,Invertebrate
22716112,Spelaeornis caudatus,0.011,Invertebrate
22735151,Spelaeornis chocolatinus,0.01183,Invertebrate
22716127,Spelaeornis formosus,0.005,Invertebrate
22734553,Spelaeornis kinneari,0.01183,Invertebrate
22716137,Spelaeornis longicaudatus,0.012,Invertebrate
22734548,Spelaeornis oatesi,0.01183,Invertebrate
22734543,Spelaeornis reptatus,0.01183,Invertebrate
22716123,Spelaeornis troglodytoides,0.007,Invertebrate
22719398,Spermophaga haematina,0.023,Omnivore
22719394,Spermophaga poliogenys,0.0198,PlantSeed
22719403,Spermophaga ruficapilla,0.0236,PlantSeed
22706452,Sphecotheres hypoleucus,0.081,FruiNect
22706455,Sphecotheres vieilloti,0.108,FruiNect
22706460,Sphecotheres viridis,0.12104,FruiNect
22697810,Spheniscus demersus,3.13011,VertFishScav
22697817,Spheniscus humboldti,4.36639,VertFishScav
22697822,Spheniscus magellanicus,4.1051,VertFishScav
22697825,Spheniscus mendiculus,1.92186,VertFishScav
22735087,Sphenocichla humei,0.0341,Invertebrate
22734558,Sphenocichla roberti,0.0341,Invertebrate
22714647,Sphenoeacus afer,0.0304,Invertebrate
22680871,Sphyrapicus nuchalis,0.04849,Omnivore
22680874,Sphyrapicus ruber,0.05479,Invertebrate
22680877,Sphyrapicus thyroideus,0.0476,Omnivore
22680868,Sphyrapicus varius,0.0503,Omnivore
60482887,Spilopelia chinensis,0.159,PlantSeed
60482887,Spilopelia chinensis,0.159,PlantSeed
22690445,Spilopelia senegalensis,0.08213,PlantSeed
22690445,Spilopelia senegalensis,0.08213,PlantSeed
60483076,Spilopelia suratensis,0.120565,PlantSeed
22713697,Spiloptila clamans,0.007,Invertebrate
22713834,Spiloptila rufifrons,0.0065,Invertebrate
22695293,Spilornis cheela,0.59774,VertFishScav
22695323,Spilornis elgini,0.895,VertFishScav
22695318,Spilornis holospilus,0.705,VertFishScav
22695306,Spilornis kinabaluensis,0.93866,VertFishScav
22729465,Spilornis klossi,0.93866,VertFishScav
22695313,Spilornis rufipectus,0.93866,VertFishScav
22729097,Spindalis dominicensis,0.0294,FruiNect
22729092,Spindalis nigricephala,0.04505,FruiNect
22729102,Spindalis portoricensis,0.03212,FruiNect
22722522,Spindalis zena,0.02536,FruiNect
22720410,Spinus psaltria,0.00877,PlantSeed
22723796,Spiza americana,0.02618,PlantSeed
22696207,Spizaetus isidori,3.087,VertFishScav
22696120,Spizaetus melanoleucus,0.85,VertFishScav
22696197,Spizaetus ornatus,1.1974,VertFishScav
22696193,Spizaetus tyrannus,1.00711,VertFishScav
22721159,Spizella arborea,0.01783,Omnivore
22721185,Spizella atrogularis,0.0113,Omnivore
22734705,Spizella breweri,0.0109,Omnivore
22721165,Spizella pallida,0.0112,PlantSeed
22721162,Spizella passerina,0.0122,PlantSeed
22721179,Spizella pusilla,0.0125,PlantSeed
22721182,Spizella wortheni,0.01238,PlantSeed
22696305,Spiziapteryx circumcincta,0.16624,VertFishScav
22712597,Spizixos canifrons,0.044,Omnivore
22712600,Spizixos semitorques,0.039,Omnivore
22717352,Spizocorys conirostris,0.0143,PlantSeed
22717368,Spizocorys fringillaris,0.01915,Omnivore
22717360,Spizocorys obbiensis,0.01349,Invertebrate
22717364,Spizocorys personata,0.0197,PlantSeed
22717356,Spizocorys sclateri,0.019,Omnivore
22723454,Sporophila albogularis,0.0097,PlantSeed
22733946,Sporophila americana,0.012,PlantSeed
22723443,Sporophila ardesiaca,0.0109,PlantSeed
22723471,Sporophila bouvreuil,0.0086,PlantSeed
22723431,Sporophila bouvronides,0.0091,PlantSeed
22723451,Sporophila caerulescens,0.00973,PlantSeed
22723492,Sporophila castaneiventris,0.0078,PlantSeed
22723492,Sporophila castaneiventris,0.0078,PlantSeed
22723499,Sporophila cinnamomea,0.0089,PlantSeed
22723428,Sporophila collaris,0.01349,PlantSeed
22733951,Sporophila corvina,0.01062,PlantSeed
22723403,Sporophila falcirostris,0.01077,PlantSeed
22723399,Sporophila frontalis,0.01077,PlantSeed
22723495,Sporophila hypochroma,0.0097,PlantSeed
22723481,Sporophila hypoxantha,0.0095,PlantSeed
22723410,Sporophila intermedia,0.0121,PlantSeed
22723457,Sporophila leucoptera,0.0155,PlantSeed
22723457,Sporophila leucoptera,0.0155,PlantSeed
22723434,Sporophila lineola,0.0098,PlantSeed
22723437,Sporophila luctuosa,0.0125,PlantSeed
22723509,Sporophila melanogaster,0.0093,PlantSeed
22723446,Sporophila melanops,0.01077,PlantSeed
22723478,Sporophila minuta,0.0078,PlantSeed
22735320,Sporophila murallae,0.01077,PlantSeed
22723440,Sporophila nigricollis,0.0096,PlantSeed
22723468,Sporophila nigrorufa,0.01077,PlantSeed
22723487,Sporophila palustris,0.00821,PlantSeed
22723460,Sporophila peruviana,0.0126,PlantSeed
22723414,Sporophila plumbea,0.0097,PlantSeed
22723484,Sporophila ruficollis,0.0086,PlantSeed
22723406,Sporophila schistacea,0.0127,PlantSeed
22723463,Sporophila simplex,0.028,PlantSeed
22733599,Sporophila telasco,0.0096,PlantSeed
22723422,Sporophila torqueola,0.0087,PlantSeed
22718680,Sporopipes frontalis,0.0173,PlantSeed
22718684,Sporopipes squamifrons,0.0123,PlantSeed
22710813,Spreo albicapillus,0.07675,Omnivore
22710808,Spreo bicolor,0.104,Omnivore
22710804,Spreo fischeri,0.051,Invertebrate
22716179,Stachyris ambigua,0.0097,Invertebrate
22716207,Stachyris capitalis,0.0149,Invertebrate
22716193,Stachyris chrysaea,0.009,Invertebrate
22716201,Stachyris dennistouni,0.0157,Invertebrate
22716280,Stachyris erythroptera,0.0126,Invertebrate
22716248,Stachyris grammiceps,0.01596,Invertebrate
22716252,Stachyris herberti,0.01596,Invertebrate
22716243,Stachyris hypogrammica,0.01596,Invertebrate
22716232,Stachyris latistriata,0.0295,Invertebrate
22716268,Stachyris leucotis,0.0237,Invertebrate
22716277,Stachyris maculata,0.0292,Invertebrate
22716283,Stachyris melanothorax,0.01596,Invertebrate
22716255,Stachyris nigriceps,0.0158,Invertebrate
22716271,Stachyris nigricollis,0.0262,Invertebrate
22716204,Stachyris nigrocapitata,0.0141,Invertebrate
22716237,Stachyris nigrorum,0.0216,Omnivore
22735635,Stachyris nonggangensis,0.0355,Invertebrate
22716261,Stachyris oglei,0.033,Invertebrate
22735157,Stachyris plateni,0.0087,Invertebrate
22716258,Stachyris poliocephala,0.02332,Invertebrate
22734563,Stachyris pygmaea,0.0087,Invertebrate
22716190,Stachyris pyrrhops,0.00959,Invertebrate
22716187,Stachyris ruficeps,0.0103,Invertebrate
22716182,Stachyris rufifrons,0.0106,Invertebrate
22716227,Stachyris striata,0.0139,Invertebrate
22716265,Stachyris striolata,0.01596,Invertebrate
22716274,Stachyris thoracica,0.01596,Invertebrate
22716224,Stachyris whiteheadi,0.02188,Invertebrate
22681724,Stactolaema anchietae,0.0473,FruiNect
22726061,Stactolaema leucogrammica,0.0549,FruiNect
22726050,Stactolaema leucotis,0.0549,FruiNect
22681728,Stactolaema whytii,0.0556,FruiNect
22719654,Stagonopleura bella,0.014,PlantSeed
22719660,Stagonopleura guttata,0.0176,PlantSeed
22719657,Stagonopleura oculata,0.0129,PlantSeed
22690970,Starnoenas cyanocephala,0.219,Omnivore
22689633,Steatornis caripensis,0.408,FruiNect
22693472,Steganopus tricolor,0.05939,Invertebrate
22712162,Stelgidopteryx ruficollis,0.0161,Invertebrate
22735128,Stelgidopteryx serripennis,0.01569,Invertebrate
22714939,Stenostira scita,0.0059,Invertebrate
22696201,Stephanoaetus coronatus,2.95,VertFishScav
22722656,Stephanophorus diadematus,0.0354,Omnivore
22722656,Stephanophorus diadematus,0.0354,Omnivore
22725751,Stephanoxis lalandi,0.004,FruiNect
22725761,Stephanoxis loddigesii,0.004,FruiNect
22694251,Stercorarius longicaudus,0.2879,VertFishScav
22694245,Stercorarius parasiticus,0.44431,VertFishScav
22694240,Stercorarius pomarinus,0.69247,VertFishScav
22694711,Sterna acuticauda,0.16612,VertFishScav
22694537,Sterna aurantia,0.16612,Omnivore
22694601,Sterna dougallii,0.112,VertFishScav
22694646,Sterna forsteri,0.149,VertFishScav
22694618,Sterna hirundinacea,0.188,VertFishScav
22694623,Sterna hirundo,0.12915,VertFishScav
22694629,Sterna paradisaea,0.11,VertFishScav
22694705,Sterna repressa,0.09,VertFishScav
22694607,Sterna striata,0.129,VertFishScav
22694612,Sterna sumatrana,0.106,VertFishScav
22694651,Sterna trudeaui,0.153,VertFishScav
22694641,Sterna virgata,0.126,Omnivore
22694635,Sterna vittata,0.139,VertFishScav
22687753,Sternoclyta cyanopectus,0.008,FruiNect
22694656,Sternula albifrons,0.057,VertFishScav
22694673,Sternula antillarum,0.04586,Omnivore
22694699,Sternula balaenarum,0.06,VertFishScav
22694685,Sternula lorata,0.0538,VertFishScav
22694691,Sternula nereis,0.0723,VertFishScav
22694666,Sternula saundersi,0.0423,Omnivore
22694679,Sternula superciliaris,0.0464,VertFishScav
22694679,Sternula superciliaris,0.0464,VertFishScav
22679836,Stictonetta naevosa,0.90327,PlantSeed
22699365,Stigmatura budytoides,0.01108,Invertebrate
22699365,Stigmatura budytoides,0.01108,Invertebrate
22699359,Stigmatura napensis,0.00977,Invertebrate
22694157,Stiltia isabella,0.0655,Invertebrate
22730763,Stiphrornis erythrothorax,0.0156,Invertebrate
22703772,Stipiturus malachurus,0.0073,Invertebrate
22703776,Stipiturus mallee,0.0055,Invertebrate
22703768,Stipiturus ruficeps,0.005,Invertebrate
22708180,Stizorhina fraseri,0.0357,Invertebrate
22706296,Strepera fuliginosa,0.37546,Omnivore
22706293,Strepera graculina,0.29886,Omnivore
22706299,Strepera versicolor,0.39547,Omnivore
22706299,Strepera versicolor,0.39547,Omnivore
22710981,Streptocitta albertinae,0.248,FruiNect
22710978,Streptocitta albicollis,0.248,FruiNect
22727521,Streptopelia bitorquata,0.153,PlantSeed
22690488,Streptopelia capicola,0.142,PlantSeed
22690488,Streptopelia capicola,0.142,PlantSeed
22727811,Streptopelia decaocto,0.14896,PlantSeed
22727811,Streptopelia decaocto,0.14896,PlantSeed
22690477,Streptopelia decipiens,0.134,PlantSeed
22727533,Streptopelia dusumieri,0.14896,PlantSeed
22690426,Streptopelia hypopyrrha,0.162,PlantSeed
22690432,Streptopelia lugens,0.155,PlantSeed
22690439,Streptopelia orientalis,0.23294,PlantSeed
22690529,Streptopelia reichenowi,0.119,FruiNect
22690515,Streptopelia roseogrisea,0.155,PlantSeed
22690499,Streptopelia semitorquata,0.176,PlantSeed
22690499,Streptopelia semitorquata,0.176,PlantSeed
22690493,Streptopelia tranquebarica,0.103,PlantSeed
22690419,Streptopelia turtur,0.132,Omnivore
22690484,Streptopelia vinacea,0.11,PlantSeed
22690484,Streptopelia vinacea,0.11,PlantSeed
22727819,Streptopelia xanthocycla,0.14896,PlantSeed
22727819,Streptopelia xanthocycla,0.14896,PlantSeed
22686479,Streptoprocne biscutata,0.09581,Invertebrate
22686434,Streptoprocne phelpsi,0.0218,Invertebrate
22686424,Streptoprocne rutila,0.0202,Invertebrate
22686424,Streptoprocne rutila,0.0202,Invertebrate
22686482,Streptoprocne semicollaris,0.175,Invertebrate
22686476,Streptoprocne zonaris,0.08679,Invertebrate
22686476,Streptoprocne zonaris,0.08679,Invertebrate
22703937,Stresemannia bougainvillei,0.0362,Omnivore
22685245,Strigops habroptila,1.73205,PlantSeed
22725469,Strix aluco,0.47246,VertFishScav
22689083,Strix butleri,0.219,VertFishScav
22733306,Strix chacoensis,0.33,VertFishScav
22689097,Strix fulvescens,0.55909,VertFishScav
22689100,Strix hylophila,0.34538,VertFishScav
22689071,Strix leptogrammica,0.97,VertFishScav
22689118,Strix nebulosa,1.06189,VertFishScav
22725477,Strix nivicolum,0.55909,VertFishScav
22689089,Strix occidentalis,0.58637,VertFishScav
22689066,Strix ocellata,0.55909,VertFishScav
62290760,Strix omanensis,0.55909,VertFishScav
22733923,Strix rufipes,0.38,VertFishScav
22689061,Strix seloputo,1.011,VertFishScav
22689108,Strix uralensis,0.78056,VertFishScav
22689094,Strix varia,0.71149,VertFishScav
22689166,Strix woodfordii,0.35,Invertebrate
103874076,Strophocincla cachinnans,0.07864,Invertebrate
22735406,Strophocincla fairbanki,0.0455,FruiNect
22705385,Struthidea cinerea,0.132,Omnivore
45020636,Struthio camelus,111,PlantSeed
22732795,Struthio molybdophanes,111,PlantSeed
22724226,Sturnella bellicosa,0.058,Omnivore
22724229,Sturnella defilippii,0.04801,Omnivore
22724243,Sturnella loyca,0.113,Omnivore
22735434,Sturnella magna,0.09176,Invertebrate
22729346,Sturnella militaris,0.04801,Omnivore
22724256,Sturnella neglecta,0.10006,Omnivore
22724218,Sturnella superciliaris,0.04532,Omnivore
22710858,Sturnia malabarica,0.0396,Omnivore
22710844,Sturnus albofrontatus,0.08172,FruiNect
22710906,Sturnus burmannicus,0.08172,Omnivore
22710896,Sturnus cineraceus,0.083,Invertebrate
22710899,Sturnus contra,0.08399,Omnivore
22710861,Sturnus erythropygius,0.08172,FruiNect
22710909,Sturnus melanopterus,0.08172,FruiNect
22710903,Sturnus nigricollis,0.15692,Invertebrate
22710864,Sturnus pagodarum,0.0489,Omnivore
22710874,Sturnus philippensis,0.0288,FruiNect
22710881,Sturnus roseus,0.07297,Invertebrate
22710867,Sturnus sericeus,0.08172,FruiNect
22710877,Sturnus sinensis,0.061,Invertebrate
22710870,Sturnus sturninus,0.0494,Invertebrate
22710893,Sturnus unicolor,0.08366,Omnivore
22710886,Sturnus vulgaris,0.07714,Omnivore
22724477,Stymphalornis acutirostris,0.01,Invertebrate
22699200,Sublegatus arenarum,0.0123,Invertebrate
22699211,Sublegatus modestus,0.014,Invertebrate
22699205,Sublegatus obscurior,0.016,Invertebrate
22729445,Suiriri islerorum,0.0228,Invertebrate
22734643,Suiriri suiriri,0.01453,Invertebrate
22736173,Sula dactylatra,1.73208,VertFishScav
22728990,Sula granti,1.73208,VertFishScav
22696698,Sula leucogaster,1.28882,VertFishScav
22696683,Sula nebouxii,1.52009,VertFishScav
22696694,Sula sula,1.0311,Omnivore
22696686,Sula variegata,1.43248,VertFishScav
22689189,Surnia ulula,0.3199,VertFishScav
22736080,Surniculus dicruroides,0.032655,Invertebrate
22728167,Surniculus lugubris,0.0297,Invertebrate
22736089,Surniculus musschenbroeki,0.032655,Invertebrate
22736089,Surniculus musschenbroeki,0.032655,Invertebrate
22736098,Surniculus velutinus,0.03561,Invertebrate
22736098,Surniculus velutinus,0.03561,Invertebrate
22709616,Swynnertonia swynnertoni,0.01604,Invertebrate
22716927,Sylvia althaea,0.0149,Invertebrate
22716901,Sylvia atricapilla,0.0167,Omnivore
22716883,Sylvia boehmi,0.014,Omnivore
22716906,Sylvia borin,0.0182,Omnivore
22716864,Sylvia buryi,0.022,Invertebrate
22716967,Sylvia cantillans,0.0096,Invertebrate
22716910,Sylvia communis,0.0151,Invertebrate
22716976,Sylvia conspicillata,0.009,Invertebrate
22716915,Sylvia curruca,0.01144,Invertebrate
22716980,Sylvia deserticola,0.00858,Invertebrate
22716942,Sylvia hortensis,0.0219,Invertebrate
22716888,Sylvia layardi,0.0143,Invertebrate
22716949,Sylvia leucomelaena,0.0139,Invertebrate
22716878,Sylvia lugens,0.0149,Invertebrate
22716959,Sylvia melanocephala,0.0117,Omnivore
22716963,Sylvia melanothorax,0.0114,Invertebrate
