sub-order,infraorder,Family,species,zonation,venomous,Longevity (years),log mass (g),log hatchling mass (g),Activity time,diet,mode of reproduction,clutch size,broods per year,Body temperature (oC),age at maturity (months),latitude,log NPP,character (mass equation),mass equation (from Meiri 2011 unless stated),longevity data from,longevity data: source,phylogeny,
Sauria,Laterata,Lacertidae,Nucras lalandii,Terrestrial,no,6.7,1.59,-0.70,Diurnal,Carnivorous,Oviparous,7.0,1.0,NA,NA,29.8,11.6,SVL,Lacertidae,Captivity,Bogin et al. 1999,Edwards et al. 2013,
Sauria,Laterata,Lacertidae,Omanosaura jayakari,Arboreal_plus,no,17.0,2.25,0.52,Diurnal,Omnivorous,Oviparous,6.0,5.0,NA,NA,25.1,10.4,SVL,Lacertidae,Captivity,TAUM,Pyron and Burbrink 2014,
Sauria,Laterata,Lacertidae,Ophisops elegans,Terrestrial,no,5.0,0.90,-0.59,Diurnal,Carnivorous,Oviparous,4.0,3.0,31.3,12,35.9,10.9,SVL,Lacertidae,Nature,Gharzi and Yari 2013,Pyron and Burbrink 2014,
Sauria,Laterata,Lacertidae,Parvilacerta parva,Terrestrial,no,8.0,0.75,-0.44,Diurnal,Carnivorous,Oviparous,3.0,2.0,NA,NA,39.2,11.2,SVL,Lacertidae,Nature,Yakin et al. 2012,Pyron and Burbrink 2014,
Sauria,Laterata,Lacertidae,Pedioplanis lineoocellata,Terrestrial,no,5.0,0.85,NA,Diurnal,Carnivorous,Oviparous,6.9,1.5,37.5,16.5,29.6,11.2,SVL,Lacertidae,Captivity,Rogner 1997,Pyron and Burbrink 2014,
Sauria,Laterata,Lacertidae,Phoenicolacerta laevis,Arboreal_plus,no,4.6,1.18,-0.41,Diurnal,Carnivorous,Oviparous,5.3,3.0,32.5,6.0,35.1,11.0,SVL,Lacertidae,Captivity,TAUM,Pyron and Burbrink 2014,
Sauria,Laterata,Lacertidae,Podarcis bocagei,Terrestrial,no,4.0,0.90,-0.55,Diurnal,Carnivorous,Oviparous,3.4,2.5,32.3,16.0,42.8,11.4,SVL,Lacertidae,Nature,Galan 2008,Pyron and Burbrink 2014,
Sauria,Laterata,Lacertidae,Podarcis erhardii,Terrestrial,no,5.0,1.14,-0.23,Diurnal,Carnivorous,Oviparous,2.5,2.0,33.3,10.5,39.0,11.2,SVL,Lacertidae,Nature,"Panayiotis Pafilis, pers. comm.",Pyron and Burbrink 2014,
Sauria,Laterata,Lacertidae,Podarcis filfolensis,Terrestrial,no,2.0,1.2,-0.4,Diurnal,Omnivorous,Oviparous,2.5,1.5,32.8,NA,36.0,10.9,SVL,Lacertidae,Captivity,Carey and Judge 2000,Pyron and Burbrink 2014,
Sauria,Laterata,Lacertidae,Podarcis gaigeae,Terrestrial,no,5.0,1.36,-0.28,Diurnal,Carnivorous,Oviparous,2.5,2.5,32.6,11.0,39.0,10.8,SVL,Lacertidae,Nature,"Panayiotis Pafilis, pers. comm.",Pyron and Burbrink 2014,
Sauria,Laterata,Lacertidae,Podarcis hispanicus,Terrestrial,no,13.0,0.97,-0.44,Diurnal,Omnivorous,Oviparous,2.9,3.0,31.9,8.0,40.6,11.4,SVL,Lacertidae,Captivity,Jesus 2012,Pyron and Burbrink 2014,
Sauria,Laterata,Lacertidae,Podarcis lilfordi,Terrestrial,no,13.9,1.09,-0.13,Diurnal,Omnivorous,Oviparous,2.5,2.5,32.3,12,39.8,10.9,SVL,Lacertidae,Captivity,TAUM,Pyron and Burbrink 2014,
Sauria,Laterata,Lacertidae,Podarcis melisellensis,Terrestrial,no,3.9,0.97,-0.44,Diurnal,Carnivorous,Oviparous,4.25,3,32.5,NA,43.8,11.4,SVL,Lacertidae,Captivity,TAUM,Pyron and Burbrink 2014,
Sauria,Laterata,Lacertidae,Podarcis muralis,Arboreal_plus,no,10.1,1.04,-0.45,Diurnal,Omnivorous,Oviparous,5.4,2.0,32.2,21.0,44.5,11.5,SVL,Lacertidae,Captivity,TAUM,Pyron and Burbrink 2014,
Sauria,Laterata,Lacertidae,Podarcis pityusensis,Arboreal_plus,no,18.0,1.10,-0.23,Diurnal,Omnivorous,Oviparous,2.7,3.0,34.2,21,39.2,11.0,SVL,Lacertidae,Captivity,Jesus 2012,Pyron and Burbrink 2014,
Sauria,Laterata,Lacertidae,Podarcis siculus,Terrestrial,no,3.7,1.22,-0.23,Diurnal,Omnivorous,Oviparous,4.6,3,34.5,12.0,41.8,11.3,SVL,Lacertidae,Captivity,TAUM,Pyron and Burbrink 2014,
Sauria,Laterata,Lacertidae,Podarcis tiliguerta,Terrestrial,no,15.0,1.18,-0.35,Diurnal,Carnivorous,Oviparous,9.0,NA,29.8,NA,41.0,11.2,SVL,Lacertidae,Captivity,Jesus 2012,Pyron and Burbrink 2014,
Sauria,Laterata,Lacertidae,Psammodromus algirus,Arboreal_plus,no,2.8,1.27,-0.30,Diurnal,Omnivorous,Oviparous,5.35,2,32.8,13.0,37.2,11.1,SVL,Lacertidae,Captivity,TAUM,Pyron and Burbrink 2014,
Sauria,Laterata,Lacertidae,Psammodromus hispanicus,Terrestrial,no,0.9,0.62,-0.64,Diurnal,Carnivorous,Oviparous,3.3,1.5,31.4,5.0,40.1,11.3,SVL,Lacertidae,Nature,Bauwens and Diaz-Uriarte 1997,Pyron and Burbrink 2014,
Sauria,Laterata,Lacertidae,Scelarcis perspicillata,Terrestrial,no,5.0,0.70,-0.45,Diurnal,Carnivorous,Oviparous,2.5,2.5,NA,NA,33.7,11.0,SVL,Lacertidae,Nature,Jesus 2012,Pyron and Burbrink 2014,
Sauria,Laterata,Lacertidae,Takydromus sexlineatus,Arboreal_plus,no,1.5,0.90,-0.77,Diurnal,Carnivorous,Oviparous,2.2,4.5,31.6,NA,13.9,11.7,SVL,Lacertidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Laterata,Lacertidae,Takydromus tachydromoides,Terrestrial,no,9.0,0.90,-0.42,Diurnal,Carnivorous,Oviparous,4.0,4.5,NA,9.5,37.6,11.3,SVL,Lacertidae,Captivity,Bogin et al. 1999,Pyron and Burbrink 2014,
Sauria,Laterata,Lacertidae,Teira dugesii,Terrestrial,no,16.0,1.09,-0.15,Diurnal,Omnivorous,Oviparous,2.5,2.0,33.8,15.0,35.8,10.8,SVL,Lacertidae,Nature,Jesus 2012,Pyron and Burbrink 2014,
Sauria,Laterata,Lacertidae,Timon lepidus,Arboreal_plus,no,28.0,2.58,0.17,Diurnal,Omnivorous,Oviparous,13.7,1.0,30.4,24.5,41.2,11.4,SVL,Lacertidae,Captivity,Jesus 2012,Pyron and Burbrink 2014,
Sauria,Laterata,Lacertidae,Zootoca vivipara,Terrestrial,no,5.0,1.02,-0.80,Diurnal,Carnivorous,Viviparous,7.1,1.0,30.5,18.9,56.4,11.1,SVL,Lacertidae,Nature,Jesus 2012,Pyron and Burbrink 2014,
Sauria,Laterata,Teiidae,Ameiva ameiva,Terrestrial,no,4.6,2.48,0.20,Diurnal,Carnivorous,Oviparous,5.1,2.5,37.8,6.0,7.3,11.9,SVL,Teiidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Sauria,Laterata,Teiidae,Aspidoscelis deppei,Terrestrial,no,2.0,1.4,-0.1,Diurnal,Carnivorous,Oviparous,2.3,4.0,40.2,5.0,15.6,11.8,SVL,Teiidae,Nature,Savage 2002,Pyron and Burbrink 2014,
Sauria,Laterata,Teiidae,Aspidoscelis dixoni,Terrestrial,no,4.0,1.6,0.0,Diurnal,Carnivorous,Oviparous,3.8,1.0,40.0,NA,30.5,10.9,SVL,Teiidae,Nature,Degenhardt et al. 1996,Reeder et al. 2002 (species group),
Sauria,Laterata,Teiidae,Aspidoscelis exsanguis,Terrestrial,no,4.0,1.49,0.05,Diurnal,Carnivorous,Oviparous,3.6,1.5,39.2,11.0,32.0,11.0,SVL,Teiidae,Nature,Bateman et al. 2010,Reeder et al. 2002,
Sauria,Laterata,Teiidae,Aspidoscelis laredoensis,Terrestrial,no,3.0,1.33,-0.11,Diurnal,Carnivorous,Oviparous,2.8,1.5,39.5,10.5,27.3,11.2,SVL,Teiidae,Nature,Paulissen 2000,Pyron and Burbrink 2014,
Sauria,Laterata,Teiidae,Aspidoscelis neomexicana,Terrestrial,no,4.0,1.27,0.01,Diurnal,Carnivorous,Oviparous,1.9,1.5,39.4,11.0,33.1,11.0,SVL,Teiidae,Nature,Bateman et al. 2010,Warne and Charnov 2008,
Sauria,Laterata,Teiidae,Aspidoscelis rodecki,Terrestrial,no,2.0,1.08,NA,Diurnal,Carnivorous,Oviparous,2.3,1.5,38.0,10.5,21.4,10.8,SVL,Teiidae,Nature,Walker 2012,de la Vega-Perez et al. 2013,
Sauria,Laterata,Teiidae,Aspidoscelis scalaris,Terrestrial,no,3.0,1.77,-0.05,Diurnal,Carnivorous,Oviparous,3.3,2.0,37.6,10.0,27.5,11.0,SVL,Teiidae,Nature,Castanet 1994,Reeder et al. 2002,
Sauria,Laterata,Teiidae,Aspidoscelis sexlineata,Terrestrial,no,5.5,1.35,-0.09,Diurnal,Carnivorous,Oviparous,3.7,2.0,38.8,17.0,35.4,11.5,SVL,Teiidae,Captivity,TAUM,Pyron and Burbrink 2014,
Sauria,Laterata,Teiidae,Aspidoscelis tesselata,Terrestrial,no,5.0,1.56,0.29,Diurnal,Carnivorous,Oviparous,4.1,1.5,39.9,18.5,32.5,11.0,SVL,Teiidae,Nature,Degenhardt et al. 1996,Warne and Charnov 2008,
Sauria,Laterata,Teiidae,Aspidoscelis tigris,Terrestrial,no,8.0,1.90,-0.02,Diurnal,Carnivorous,Oviparous,2.7,2.0,39.2,20.5,34.4,11.0,SVL,Teiidae,Nature,Degenhardt et al. 1996,Pyron and Burbrink 2014,
Sauria,Laterata,Teiidae,Aspidoscelis uniparens,Terrestrial,no,4.0,1.27,-0.22,Diurnal,Carnivorous,Oviparous,3.2,2.0,38.9,10.0,32.3,11.0,SVL,Teiidae,Nature,Bateman et al. 2010,Warne and Charnov 2008,
Sauria,Laterata,Teiidae,Callopistes flavipunctatus,Terrestrial,no,4.3,3.06,NA,Diurnal,Carnivorous,Oviparous,NA,NA,NA,NA,5.8,11.3,SVL,Teiidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Laterata,Teiidae,Callopistes maculatus,Terrestrial,no,5.0,2.21,NA,Diurnal,Omnivorous,Oviparous,6.0,NA,38.0,NA,29.8,10.9,SVL,Teiidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Laterata,Teiidae,Cnemidophorus arubensis,Terrestrial,no,2.0,1.80,NA,Diurnal,Herbivorous,Oviparous,1.0,2.0,39.4,NA,12.5,10.9,SVL,Teiidae,Captivity,Slavens and Slavens 1999,Harvey et al. 2012,
Sauria,Laterata,Teiidae,Cnemidophorus murinus,Terrestrial,no,5.0,2.10,0.30,Diurnal,Herbivorous,Oviparous,1.2,NA,38.8,NA,11.9,10.9,SVL,Teiidae,Nature,Dearing and Schall 1994,Harvey et al. 2012,
Sauria,Laterata,Teiidae,Cnemidophorus vanzoi,Terrestrial,no,5.3,1.86,0.27,Diurnal,Omnivorous,Oviparous,NA,NA,41.0,NA,13.7,10.8,SVL,Teiidae,Captivity,Henderson and Powell 2009,Pyron and Burbrink 2014,
Sauria,Laterata,Teiidae,Crocodilurus amazonicus,aquatic,no,7.8,3.04,1.06,Diurnal,Carnivorous,Oviparous,4.5,1.5,31.2,24.0,3.1,12.0,SVL,Teiidae,Captivity,Honegger 1969,Pyron and Burbrink 2014,
Sauria,Laterata,Teiidae,Dracaena guianensis,aquatic,no,9.3,3.39,1.60,Diurnal,Carnivorous,Oviparous,8.5,NA,32.2,NA,4.0,12.0,SVL,Teiidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Sauria,Laterata,Teiidae,Holcosus quadrilineatus,Terrestrial,no,2.0,1.3,-0.1,Diurnal,Carnivorous,Oviparous,2.1,2.5,37.5,8.0,9.3,11.5,SVL,Teiidae,Nature,Savage 2002,Pyron and Burbrink 2014,
Sauria,Laterata,Teiidae,Holcosus undulatus,Terrestrial,no,2.0,1.91,0.04,Diurnal,Carnivorous,Oviparous,4.3,NA,38.3,NA,17.1,11.7,SVL,Teiidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Laterata,Teiidae,Salvator merianae,Terrestrial,no,20.0,3.65,0.99,Diurnal,Omnivorous,Oviparous,36.5,1.0,35.0,36.0,15.6,11.8,SVL,Teiidae,Captivity,Britto et al. 2001,Pyron and Burbrink 2014,
Sauria,Laterata,Teiidae,Salvator rufescens,Terrestrial,no,10.8,3.92,NA,Diurnal,Omnivorous,Oviparous,21.4,1.0,NA,24,25.8,11.6,SVL,Teiidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Sauria,Laterata,Teiidae,Tupinambis teguixin,Terrestrial,no,16.1,3.65,1.17,Diurnal,Omnivorous,Oviparous,12.0,1.0,34.1,NA,8.0,11.9,SVL,Teiidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Cordylidae,Chamaesaura aenea,Terrestrial,no,1.8,1.07,NA,Diurnal,Carnivorous,Viviparous,12.0,NA,NA,NA,27.8,11.6,SVL,leg-reduced lizards,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Cordylidae,Chamaesaura macrolepis,Terrestrial,no,1.3,1.28,NA,Diurnal,Carnivorous,Viviparous,7.0,NA,NA,NA,16.8,11.7,SVL,leg-reduced lizards,Captivity,Slavens and Slavens 1999,close to congeneric,
Sauria,Scincimorpha,Cordylidae,Cordylus cordylus,Terrestrial,no,15.6,1.43,-0.21,Diurnal,Omnivorous,Viviparous,2.0,1.0,24.2,30.0,33.0,11.4,SVL,Legged Cordylidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Cordylidae,Cordylus jonesii,Arboreal_plus,no,10.0,1.30,-0.08,Diurnal,Carnivorous,Viviparous,2.5,NA,33.5,36.0,22.4,11.5,SVL,Legged Cordylidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Cordylidae,Cordylus tropidosternum,Arboreal_plus,no,7.9,1.54,-0.21,Diurnal,Carnivorous,Viviparous,2.5,NA,NA,NA,13.6,11.7,SVL,Legged Cordylidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Cordylidae,Cordylus vittifer,Terrestrial,no,7.5,1.35,0.41,Diurnal,Carnivorous,Viviparous,2.5,NA,32.1,NA,26.1,11.6,SVL,Legged Cordylidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Cordylidae,Hemicordylus capensis,Terrestrial,no,3.3,1.56,0.18,Diurnal,Carnivorous,Viviparous,2.0,1.0,NA,NA,33.2,11.3,SVL,Legged Cordylidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Cordylidae,Karusasaurus polyzonus,Terrestrial,no,11.1,1.66,NA,Diurnal,Carnivorous,Viviparous,2.1,1.0,NA,NA,30.8,11.1,SVL,Legged Cordylidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Cordylidae,Namazonurus peersi,Terrestrial,no,4.0,1.18,NA,Diurnal,Carnivorous,Viviparous,NA,NA,NA,NA,30.3,11.0,SVL,Legged Cordylidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Cordylidae,Ninurta coeruleopunctatus,Terrestrial,no,3.2,1.12,NA,Diurnal,Carnivorous,Viviparous,3.5,NA,NA,NA,33.9,11.5,SVL,Legged Cordylidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Cordylidae,Ouroborus cataphractus,Terrestrial,no,25.0,1.77,NA,Diurnal,Carnivorous,Viviparous,1.0,1.0,29.6,NA,31.4,11.0,SVL,Legged Cordylidae,Captivity,Fogel 2003,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Cordylidae,Platysaurus capensis,Terrestrial,no,7.3,1.23,NA,Diurnal,Omnivorous,Oviparous,2.0,1.5,NA,NA,29.1,10.8,SVL,Legged Cordylidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Cordylidae,Platysaurus guttatus,Terrestrial,no,15.7,1.62,NA,Diurnal,Omnivorous,Oviparous,2.0,NA,NA,NA,24.2,11.5,SVL,Legged Cordylidae,Captivity,De Magalhaes and Costa 2009,Stanley et al. 2011,
Sauria,Scincimorpha,Cordylidae,Platysaurus imperator,Terrestrial,no,14.0,2.02,NA,Diurnal,Omnivorous,Oviparous,2.0,NA,NA,NA,17.1,11.7,SVL,Legged Cordylidae,Captivity,De Magalhaes and Costa 2009,Scott et al. 2004,
Sauria,Scincimorpha,Cordylidae,Platysaurus intermedius,Terrestrial,no,13.4,1.83,-0.42,Diurnal,Omnivorous,Oviparous,2.0,NA,28.8,NA,20.7,11.6,SVL,Legged Cordylidae,Captivity,TAUM,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Cordylidae,Pseudocordylus microlepidotus,Terrestrial,no,2.8,2.01,0.15,Diurnal,Omnivorous,Viviparous,4.0,NA,NA,NA,33.0,11.4,SVL,Legged Cordylidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Cordylidae,Pseudocordylus spinosus,Terrestrial,no,1.8,1.25,NA,Diurnal,Carnivorous,Viviparous,2.5,NA,NA,NA,28.8,11.7,SVL,Legged Cordylidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Cordylidae,Smaug breyeri,Terrestrial,no,5.9,2.01,NA,Diurnal,Carnivorous,Viviparous,4.0,1.0,NA,NA,24.0,11.4,SVL,Legged Cordylidae,Captivity,Slavens and Slavens 1999,Stanley et al. 2011,
Sauria,Scincimorpha,Cordylidae,Smaug giganteus,Terrestrial,no,24.9,2.66,0.63,Diurnal,Carnivorous,Viviparous,2.1,0.6,NA,NA,27.8,11.5,SVL,Legged Cordylidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Cordylidae,Smaug regius,Terrestrial,no,7.2,1.99,NA,Diurnal,Carnivorous,Viviparous,5.5,1.0,NA,NA,18.0,11.7,SVL,Legged Cordylidae,Captivity,Slavens and Slavens 1999,Stanley et al. 2011,
Sauria,Scincimorpha,Cordylidae,Smaug vandami,Terrestrial,no,7.9,2.01,NA,Diurnal,Carnivorous,Viviparous,4.0,1.0,NA,NA,25.0,11.5,SVL,Legged Cordylidae,Captivity,Slavens and Slavens 1999,Stanley et al. 2011,
Sauria,Scincimorpha,Cordylidae,Smaug warreni,Terrestrial,no,19.8,2.11,0.48,Diurnal,Carnivorous,Viviparous,5.0,NA,NA,NA,21.9,11.6,SVL,Legged Cordylidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Gerrhosauridae,Gerrhosaurus flavigularis,Terrestrial,no,11.3,1.90,0.37,Diurnal,Carnivorous,Oviparous,4.5,3.0,33.3,NA,14.9,11.6,SVL,Gerrhosauridae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Gerrhosauridae,Gerrhosaurus major,Terrestrial,no,24.0,2.56,NA,Diurnal,Omnivorous,Oviparous,5.0,NA,31.7,NA,5.3,11.6,SVL,Gerrhosauridae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Gerrhosauridae,Gerrhosaurus multilineatus,Terrestrial,no,8.3,2.41,NA,Diurnal,Omnivorous,Oviparous,12.0,NA,NA,NA,18.2,11.5,SVL,Gerrhosauridae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Gerrhosauridae,Gerrhosaurus nigrolineatus,Terrestrial,no,8.3,2.20,0.48,Diurnal,Carnivorous,Oviparous,6.5,NA,34.2,NA,12.5,11.7,SVL,Gerrhosauridae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Gerrhosauridae,Gerrhosaurus skoogi,Fossorial,no,12.0,2.02,0.70,Diurnal,Herbivorous,Oviparous,2,1,NA,NA,19.1,10.3,SVL,Gerrhosauridae,Captivity,TAUM,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Gerrhosauridae,Gerrhosaurus typicus,Terrestrial,no,2.3,1.84,NA,Diurnal,Carnivorous,Oviparous,NA,NA,NA,NA,31.8,11.1,SVL,Gerrhosauridae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Gerrhosauridae,Gerrhosaurus validus,Terrestrial,no,17.2,2.79,NA,Diurnal,Omnivorous,Oviparous,4.0,NA,NA,NA,19.7,11.6,SVL,Gerrhosauridae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Gerrhosauridae,Tetradactylus africanus,Fossorial,no,1.3,0.58,NA,Diurnal,Carnivorous,Oviparous,3.5,NA,NA,NA,29.5,11.5,SVL,leg-reduced lizards,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Gerrhosauridae,Zonosaurus laticaudatus,Terrestrial,no,8.9,2.10,NA,Diurnal,Omnivorous,Oviparous,NA,NA,NA,NA,18.1,11.7,SVL,Gerrhosauridae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Ablepharus rueppellii,Terrestrial,no,8.3,0.42,-0.92,Diurnal,Carnivorous,Oviparous,1.5,1,31.8,NA,32.2,11.2,SVL,Legged Scincidae,Captivity,TAUM,Genus placement in Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Acontias meleagris,Fossorial,no,3.9,1.47,0.16,Cathemeral,Carnivorous,Viviparous,3.0,NA,21.8,NA,33.5,11.3,SVL,Limbless lizards,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Anomalopus swansoni,Fossorial,no,8.0,0.46,-0.43,Diurnal,Carnivorous,Viviparous,2.5,NA,NA,NA,32.9,11.7,SVL,Limbless lizards,Captivity,Brown 2012,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Anomalopus verreauxi,Fossorial,no,7.0,1.40,-0.18,Nocturnal,Carnivorous,Oviparous,8.0,1.0,NA,NA,26.3,11.6,SVL,leg-reduced lizards,Captivity,Brown 2012,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Bassiana duperreyi,Terrestrial,no,7.0,1.02,-0.57,Diurnal,Carnivorous,Oviparous,5.3,1.0,29.1,30.0,37.4,11.5,SVL,Legged Scincidae,Nature,Hutchinson 1993,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Bellatorias frerei,Fossorial,no,10.8,2.37,0.90,Diurnal,Omnivorous,Viviparous,3.0,NA,NA,NA,19.0,11.6,SVL,Legged Scincidae,Captivity,Greer 1989,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Bellatorias major,Fossorial,no,23.0,3.25,0.96,Diurnal,Omnivorous,Viviparous,5.4,NA,31.4,NA,29.9,11.7,SVL,Legged Scincidae,Captivity,Hauschild and Gassner 1995,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Carlia bicarinata,Arboreal_plus,no,2.0,0.30,-1.15,Diurnal,Carnivorous,Oviparous,2.0,NA,NA,NA,10.4,11.6,SVL,Legged Scincidae,Nature,Zug et al. 1982,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Carlia rostralis,Terrestrial,no,3.8,0.83,-0.40,Diurnal,Carnivorous,Oviparous,2.0,3.5,30.0,9.3,17.6,11.5,SVL,Legged Scincidae,Nature,Manicom 2010,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Carlia rubrigularis,Terrestrial,no,3.6,0.64,-0.79,Diurnal,Carnivorous,Oviparous,2.0,1.0,30.1,9.0,17.7,11.6,SVL,Legged Scincidae,Nature,Manicom 2010,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Carlia storri,Terrestrial,no,3.3,0.24,-0.86,Diurnal,Carnivorous,Oviparous,2.0,NA,30.2,10.0,14.3,11.6,SVL,Legged Scincidae,Nature,Manicom 2010,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Chalcides chalcides,Fossorial,no,4.0,1.53,-0.12,Cathemeral,Carnivorous,Viviparous,7.4,1.0,NA,21.0,38.9,11.1,SVL,leg-reduced lizards,Nature,Guarino 2010,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Chalcides guentheri,Arboreal_plus,no,7.0,1.03,-0.34,Diurnal,Carnivorous,Viviparous,5.8,1.5,29.0,12,32.3,11.0,SVL,Limbless lizards,Captivity,TAUM,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Chalcides lanzai,Terrestrial,no,6.0,1.59,0.05,Diurnal,Carnivorous,Viviparous,6.3,1.0,NA,48.0,33.3,11.3,SVL,Legged Scincidae,Captivity,Bogaerts 2006,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Chalcides ocellatus,Fossorial,no,14.0,2.34,0.07,Cathemeral,Omnivorous,Viviparous,7.0,1.5,32.8,22.0,27.4,10.6,SVL,Legged Scincidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Chalcides sepsoides,Fossorial,no,9.7,0.90,-0.27,Cathemeral,Omnivorous,Viviparous,6.0,1.0,26.6,NA,29.0,10.4,SVL,leg-reduced lizards,Captivity,TAUM,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Chioninia coctei,Terrestrial,no,16.0,3.09,NA,Cathemeral,Herbivorous,Oviparous,2.0,NA,NA,72,16.7,10.9,SVL,Legged Scincidae,Nature,Andreone and Guarino 2003,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Concinnia queenslandiae,Fossorial,no,10.0,1.11,-0.24,Cathemeral,Carnivorous,Viviparous,3.2,1.0,32.7,NA,17.1,11.6,SVL,Legged Scincidae,Captivity,Brown 2012,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Corucia zebrata,Arboreal,no,24.3,3.09,1.89,Nocturnal,Herbivorous,Viviparous,1.0,0.8,29.9,24,8.1,11.2,SVL,Legged Scincidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Ctenotus atlas,Terrestrial,no,4.0,0.93,-0.31,Diurnal,Carnivorous,Oviparous,1.5,NA,35.6,NA,30.1,10.9,SVL,Legged Scincidae,Nature,Smith et al. 2013,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Ctenotus labillardieri,Terrestrial,no,2.0,0.9,-0.4,Diurnal,Carnivorous,Oviparous,3.6,NA,0.0,NA,33.5,11.5,SVL,Legged Scincidae,Captivity,Carey and Judge 2000,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Ctenotus lancelini,Terrestrial,no,6.0,1.14,-0.32,Diurnal,Carnivorous,Oviparous,NA,1.0,NA,18.0,31.2,11.4,SVL,Legged Scincidae,Nature,Pearson and Jones 1999,Kay and Keogh 2012,
