sub-order,infraorder,Family,species,zonation,venomous,Longevity (years),log mass (g),log hatchling mass (g),Activity time,diet,mode of reproduction,clutch size,broods per year,Body temperature (oC),age at maturity (months),latitude,log NPP,character (mass equation),mass equation (from Meiri 2011 unless stated),longevity data from,longevity data: source,phylogeny,
Serpentes,Alethinophidia,Colubridae,Telescopus fallax,Terrestrial,yes,10.0,2.27,NA,Nocturnal,Carnivorous,Oviparous,6.5,NA,NA,NA,36.9,11.1,TL,"Colubridae sensu stricto (Feldman, unpublished)",unclear,Filippi and Luiselli 2000,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Colubridae,Telescopus hoogstraali,Terrestrial,yes,10.0,2.09,NA,Nocturnal,Carnivorous,Oviparous,NA,NA,26.3,NA,29.7,10.5,TL,"Colubridae sensu stricto (Feldman, unpublished)",Captivity,TAUM,polytomy within genus,
Serpentes,Alethinophidia,Colubridae,Telescopus semiannulatus,Arboreal_plus,yes,7.6,2.12,0.29,Nocturnal,Carnivorous,Oviparous,11.5,NA,NA,NA,19.0,11.4,TL,"Colubridae sensu stricto (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,polytomy within genus,
Serpentes,Alethinophidia,Colubridae,Toxicodryas blandingii,Arboreal,yes,12.6,3.20,NA,Nocturnal,Carnivorous,Oviparous,10.5,NA,NA,NA,5.7,11.7,TL,"Colubridae sensu stricto (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Richmond et al. 2012,
Serpentes,Alethinophidia,Colubridae,Trimorphodon tau,Terrestrial,yes,4.8,1.82,0.34,Nocturnal,Carnivorous,Oviparous,7.0,NA,NA,NA,20.9,11.6,TL,"Colubridae sensu stricto (Feldman, unpublished)",Captivity,Carey and Judge 2000,polytomy within genus,
Serpentes,Alethinophidia,Dipsadidae,Clelia clelia,Terrestrial,yes,11.5,3.03,1.21,Nocturnal,Carnivorous,Oviparous,19.0,NA,NA,NA,8.6,11.8,TL,"Dipsadidae (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Dipsadidae,Hydrodynastes gigas,aquatic,yes,16.9,3.12,NA,Diurnal,Carnivorous,Oviparous,NA,NA,NA,NA,11.9,11.9,TL,"Dipsadidae (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Dipsadidae,Hypsiglena torquata,Terrestrial,yes,12.2,1.71,0.10,Nocturnal,Carnivorous,Oviparous,5.5,NA,29.5,NA,33.8,11.1,TL,"Dipsadidae (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Dipsadidae,Leptodeira annulata,Arboreal,yes,4.9,2.16,NA,Nocturnal,Carnivorous,Oviparous,7.0,NA,26.0,NA,6.7,11.8,TL,"Dipsadidae (Feldman, unpublished)",Captivity,Carey and Judge 2000,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Dipsadidae,Philodryas viridissima,Arboreal_plus,yes,4.1,2.30,NA,Diurnal,Carnivorous,Oviparous,6.0,NA,NA,NA,4.1,11.9,TL,"Dipsadidae (Feldman, unpublished)",Captivity,Carey and Judge 2000,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Elapidae,Acanthophis antarcticus,Terrestrial,yes,9.3,2.40,0.37,Nocturnal,Carnivorous,Viviparous,7.9,0.5,NA,42.0,27.9,11.3,TL,Elapidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Elapidae,Acanthophis laevis,Terrestrial,yes,6.2,2.50,NA,Nocturnal,Carnivorous,Viviparous,10.0,NA,NA,NA,5.0,11.7,TL,Elapidae,Captivity,Carey and Judge 2000,polytomy within genus,
Serpentes,Alethinophidia,Elapidae,Acanthophis pyrrhus,Terrestrial,yes,3.4,2.04,NA,Nocturnal,Carnivorous,Viviparous,NA,NA,NA,NA,23.8,10.9,TL,Elapidae,Captivity,Carey and Judge 2000,Reed and Shine 2002,
Serpentes,Alethinophidia,Elapidae,Aspidelaps lubricus,Fossorial,yes,9.0,2.23,0.58,Nocturnal,Carnivorous,Oviparous,7.0,NA,NA,NA,27.2,11.0,TL,Elapidae,Captivity,De Magalhaes and Costa 2009,polytomy within genus,
Serpentes,Alethinophidia,Elapidae,Aspidelaps scutatus,Fossorial,yes,13.5,2.10,0.55,Nocturnal,Carnivorous,Oviparous,9.0,NA,NA,NA,21.9,11.3,TL,Elapidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Elapidae,Austrelaps ramsayi,Terrestrial,yes,11.0,2.50,0.52,Diurnal,Carnivorous,Viviparous,14.6,NA,NA,NA,34.9,11.8,TL,Elapidae,Captivity,Eipper 2012,Reed and Shine 2002,
Serpentes,Alethinophidia,Elapidae,Austrelaps superbus,Terrestrial,yes,13.0,2.96,0.76,Cathemeral,Carnivorous,Viviparous,15.0,1.0,32.2,24.0,39.3,11.5,TL,Elapidae,Captivity,Eipper 2012,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Elapidae,Bungarus caeruleus,Terrestrial,yes,17.4,2.99,1.13,Nocturnal,Carnivorous,Oviparous,10.5,NA,NA,NA,22.0,11.3,TL,Elapidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Elapidae,Bungarus fasciatus,Terrestrial,yes,13.2,3.25,1.23,Nocturnal,Carnivorous,Oviparous,9.0,NA,NA,NA,15.5,11.6,TL,Elapidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Elapidae,Bungarus multicinctus,Terrestrial,yes,13.7,2.72,1.05,Nocturnal,Carnivorous,Oviparous,7.5,NA,NA,NA,24.6,11.5,TL,Elapidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Elapidae,Dendroaspis angusticeps,Arboreal,yes,18.8,3.36,1.38,Diurnal,Carnivorous,Oviparous,11.5,NA,NA,NA,16.8,11.7,TL,Elapidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Elapidae,Dendroaspis jamesoni,Arboreal,yes,13.1,3.42,1.14,Diurnal,Carnivorous,Oviparous,NA,NA,NA,NA,0.6,11.9,TL,Elapidae,Captivity,De Magalhaes and Costa 2009,Fry et al. 2003,
Serpentes,Alethinophidia,Elapidae,Dendroaspis polylepis,Arboreal_plus,yes,26.2,3.91,1.68,Diurnal,Carnivorous,Oviparous,11.5,NA,NA,NA,4.5,11.5,TL,Elapidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Elapidae,Dendroaspis viridis,Arboreal,yes,18.7,3.27,NA,Diurnal,Carnivorous,Oviparous,NA,NA,NA,NA,7.5,11.6,TL,Elapidae,Captivity,De Magalhaes and Costa 2009,Fry et al. 2003,
Serpentes,Alethinophidia,Elapidae,Denisonia devisi,Terrestrial,yes,26.0,1.87,0.27,Nocturnal,Carnivorous,Viviparous,4.9,NA,NA,NA,27.1,11.2,TL,Elapidae,Captivity,Eipper 2012,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Elapidae,Elapsoidea sundevallii,Fossorial,yes,11.6,2.40,NA,Nocturnal,Carnivorous,Oviparous,5.0,NA,NA,NA,24.6,11.4,TL,Elapidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Elapidae,Hemachatus haemachatus,Terrestrial,yes,13.0,2.83,0.67,Nocturnal,Carnivorous,Viviparous,25.0,NA,NA,NA,29.2,11.4,TL,Elapidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Elapidae,Hoplocephalus bungaroides,Terrestrial,yes,19.0,2.29,0.75,Nocturnal,Carnivorous,Viviparous,6.0,1.0,NA,NA,33.8,11.6,TL,Elapidae,Captivity,Eipper 2012,Reed and Shine 2002,
Serpentes,Alethinophidia,Elapidae,Hoplocephalus stephensii,Arboreal_plus,yes,11.0,2.59,0.75,Nocturnal,Carnivorous,Viviparous,5.7,NA,NA,NA,30.2,11.7,TL,Elapidae,Captivity,Eipper 2012,Reed and Shine 2002,
Serpentes,Alethinophidia,Elapidae,Micruroides euryxanthus,Fossorial,yes,17.6,1.97,0.70,Nocturnal,Carnivorous,Oviparous,4.0,NA,NA,NA,30.5,11.1,TL,Elapidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Elapidae,Micrurus fulvius,Fossorial,yes,19.0,2.60,0.67,Diurnal,Carnivorous,Oviparous,6.5,1.0,NA,27.5,30.7,11.5,TL,Elapidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Elapidae,Naja atra,aquatic,yes,11.7,2.93,1.03,Nocturnal,Carnivorous,Oviparous,14.5,NA,NA,NA,25.5,11.5,TL,Elapidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Elapidae,Naja haje,Terrestrial,yes,22.1,3.40,1.05,Cathemeral,Carnivorous,Oviparous,20.5,NA,NA,NA,16.8,11.0,TL,Elapidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Elapidae,Naja kaouthia,aquatic,yes,25.4,3.27,1.05,Nocturnal,Carnivorous,Oviparous,26.5,NA,NA,NA,20.5,11.6,TL,Elapidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Elapidae,Naja melanoleuca,Arboreal_plus,yes,30.0,3.44,1.33,Cathemeral,Carnivorous,Oviparous,18.5,1.0,NA,NA,1.5,11.8,TL,Elapidae,Captivity,Amitai and Bouskila 2001,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Elapidae,Naja mossambica,Arboreal_plus,yes,16.7,2.83,0.91,Cathemeral,Carnivorous,Oviparous,16.0,NA,NA,NA,19.1,11.6,TL,Elapidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Elapidae,Naja naja,aquatic,yes,32.3,3.23,1.28,Cathemeral,Carnivorous,Oviparous,21.0,NA,NA,NA,21.4,11.3,TL,Elapidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Elapidae,Naja nigricollis,Arboreal_plus,yes,23.2,3.44,1.35,Cathemeral,Carnivorous,Oviparous,14.0,NA,NA,NA,0.3,11.7,TL,Elapidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Elapidae,Naja nivea,Terrestrial,yes,26.0,3.05,1.36,Diurnal,Carnivorous,Oviparous,14.0,NA,NA,NA,28.3,11.0,TL,Elapidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Elapidae,Naja pallida,Terrestrial,yes,20.2,2.83,0.61,Nocturnal,Carnivorous,Oviparous,10.5,NA,NA,NA,4.0,11.2,TL,Elapidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Elapidae,Naja samarensis,aquatic,yes,11.4,2.32,NA,Nocturnal,Carnivorous,Oviparous,NA,NA,NA,NA,8.4,11.5,TL,Elapidae,Captivity,De Magalhaes and Costa 2009,Nagarajan et al. 2011,
Serpentes,Alethinophidia,Elapidae,Naja sputatrix,aquatic,yes,13.5,2.73,NA,Nocturnal,Carnivorous,Oviparous,NA,NA,NA,NA,7.6,11.4,TL,Elapidae,Captivity,De Magalhaes and Costa 2009,considered subspecies of N. naja,
Serpentes,Alethinophidia,Elapidae,Notechis scutatus,Terrestrial,yes,17.0,3.13,0.55,Diurnal,Carnivorous,Viviparous,19.1,1.0,25.9,24.0,35.0,11.5,TL,Elapidae,Nature,Eipper 2012,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Elapidae,Ophiophagus hannah,Arboreal_plus,yes,22.5,4.25,1.75,Diurnal,Carnivorous,Oviparous,33.0,NA,NA,NA,14.1,11.6,TL,Elapidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Elapidae,Oxyuranus microlepidotus,Terrestrial,yes,18.0,3.36,1.32,Diurnal,Carnivorous,Oviparous,16.2,NA,NA,NA,27.0,10.7,TL,Elapidae,Captivity,Eipper 2012,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Elapidae,Oxyuranus scutellatus,Terrestrial,yes,15.6,3.67,1.19,Diurnal,Carnivorous,Oviparous,11.4,NA,NA,NA,16.7,11.5,TL,Elapidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Elapidae,Pseudechis australis,Terrestrial,yes,11.1,3.46,0.98,Cathemeral,Carnivorous,Oviparous,8.6,NA,NA,NA,24.3,11.0,TL,Elapidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Elapidae,Pseudechis porphyriacus,Terrestrial,yes,25.0,3.13,0.85,Diurnal,Carnivorous,Viviparous,24.0,1.0,28.9,31.0,31.4,11.5,TL,Elapidae,Captivity,Eipper 2012,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Elapidae,Pseudonaja guttata,Terrestrial,yes,12.0,2.75,0.76,Diurnal,Carnivorous,Oviparous,5.8,NA,NA,NA,21.7,11.0,TL,Elapidae,Captivity,Eipper 2012,polytomy within genus,
Serpentes,Alethinophidia,Elapidae,Pseudonaja textilis,Terrestrial,yes,15.0,3.23,0.70,Diurnal,Carnivorous,Oviparous,16.0,NA,NA,NA,27.2,11.4,TL,Elapidae,Captivity,Eipper 2012,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Elapidae,Suta suta,Terrestrial,yes,12.0,1.87,0.60,Nocturnal,Carnivorous,Viviparous,4.6,NA,NA,NA,24.7,11.0,TL,Elapidae,Captivity,Eipper 2012,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Elapidae,Tropidechis carinatus,Arboreal_plus,yes,9.0,2.40,0.68,Nocturnal,Carnivorous,Viviparous,10.2,NA,NA,NA,27.0,11.6,TL,Elapidae,Captivity,Eipper 2012,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Elapidae,Walterinnesia aegyptia,Fossorial,yes,11.3,2.75,1.00,Nocturnal,Carnivorous,Oviparous,13.5,NA,NA,NA,29.2,10.6,TL,Elapidae,Captivity,TAUM,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Lamprophiidae,Atractaspis bibronii,Fossorial,yes,23.9,1.74,-0.15,Nocturnal,Carnivorous,Oviparous,5.0,NA,NA,NA,16.6,11.5,TL,Lamprophiidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Lamprophiidae,Atractaspis engaddensis,Fossorial,yes,11.3,1.65,NA,Nocturnal,Carnivorous,Oviparous,2.5,NA,NA,NA,24.6,10.4,TL,Lamprophiidae,Captivity,TAUM,sister to congeneric,
Serpentes,Alethinophidia,Lamprophiidae,Dipsina multimaculata,Terrestrial,yes,10.0,1.33,-0.42,Diurnal,Carnivorous,Oviparous,3.0,NA,NA,NA,26.8,10.9,TL,Lamprophiidae,Captivity,Carey and Judge 2000,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Lamprophiidae,Leioheterodon madagascariensis,Terrestrial,yes,27.2,2.67,0.82,Diurnal,Carnivorous,Oviparous,11.5,NA,NA,NA,19.5,11.7,TL,Lamprophiidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Pythonidae,Bothrochilus boa,Fossorial,yes,22.2,3.37,NA,Nocturnal,Carnivorous,Oviparous,NA,NA,NA,NA,5.1,11.4,TL,"Pythonidae (Feldman, unpublished)",Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Viperidae,Agkistrodon bilineatus,Terrestrial,yes,24.3,3.12,1.12,Nocturnal,Carnivorous,Viviparous,13.0,NA,NA,30,16.5,11.7,TL,Viperidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Viperidae,Agkistrodon contortrix,Terrestrial,yes,29.8,3.10,1.03,Cathemeral,Carnivorous,Viviparous,7.0,0.8,27.0,36.0,35.4,11.5,TL,Viperidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Viperidae,Agkistrodon piscivorus,aquatic,yes,24.5,3.52,1.23,Cathemeral,Carnivorous,Viviparous,7.0,0.5,26.2,29.5,32.8,11.5,TL,Viperidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Viperidae,Agkistrodon taylori,aquatic,yes,19.9,2.67,1.12,Diurnal,Carnivorous,Viviparous,5.0,NA,NA,30.0,23.3,11.6,TL,Viperidae,Captivity,O’shea et al. 2012,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Viperidae,Atropoides nummifer,Terrestrial,yes,19.0,2.54,0.68,Nocturnal,Carnivorous,Viviparous,19.5,NA,NA,NA,14.8,11.8,TL,Viperidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Viperidae,Atropoides picadoi,Terrestrial,yes,13.0,2.95,0.89,Nocturnal,Carnivorous,Viviparous,28.0,NA,NA,NA,9.7,11.7,TL,Viperidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Viperidae,Bitis arietans,Arboreal_plus,yes,15.8,3.49,0.68,Cathemeral,Carnivorous,Viviparous,35.0,1.0,NA,NA,3.9,11.5,TL,Viperidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Viperidae,Bitis atropos,Terrestrial,yes,5.3,1.96,0.04,Cathemeral,Carnivorous,Viviparous,10.0,NA,NA,NA,28.0,11.5,TL,Viperidae,Captivity,Carey and Judge 2000,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Viperidae,Bitis caudalis,Terrestrial,yes,7.1,2.07,0.09,Cathemeral,Carnivorous,Viviparous,5.5,NA,NA,NA,24.4,11.0,TL,Viperidae,Captivity,TAUM,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Viperidae,Bitis gabonica,Terrestrial,yes,18.0,3.46,2.49,Nocturnal,Carnivorous,Viviparous,15.5,NA,NA,NA,2.4,11.9,TL,Viperidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Viperidae,Bitis nasicornis,Arboreal_plus,yes,9.4,2.95,0.77,Nocturnal,Carnivorous,Viviparous,22.0,NA,NA,NA,1.2,11.8,TL,Viperidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Viperidae,Bitis rhinoceros,Terrestrial,yes,13.3,3.48,NA,Nocturnal,Carnivorous,Viviparous,NA,NA,NA,NA,7.3,11.7,TL,Viperidae,Captivity,Carey and Judge 2000,Calvete et al. 2007,
Serpentes,Alethinophidia,Viperidae,Bothriechis aurifer,Arboreal,yes,13.7,2.72,NA,Diurnal,Carnivorous,Viviparous,NA,NA,NA,NA,16.2,11.9,TL,Viperidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Viperidae,Bothriechis lateralis,Arboreal,yes,12.5,2.72,NA,Nocturnal,Carnivorous,Viviparous,NA,NA,NA,NA,9.6,11.6,TL,Viperidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Viperidae,Bothriechis rowleyi,Arboreal,yes,12.8,2.68,NA,Nocturnal,Carnivorous,Viviparous,NA,NA,NA,NA,16.9,11.9,TL,Viperidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Viperidae,Bothriechis schlegelii,Arboreal,yes,19.5,2.47,0.47,Nocturnal,Carnivorous,Viviparous,13.2,NA,NA,NA,8.9,11.7,TL,Viperidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Viperidae,Bothrops alternatus,Terrestrial,yes,15.2,3.38,1.43,Cathemeral,Carnivorous,Viviparous,14.5,1.0,NA,NA,27.1,11.7,TL,Viperidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Viperidae,Bothrops asper,Terrestrial,yes,20.4,3.88,NA,Nocturnal,Carnivorous,Viviparous,29.9,NA,NA,NA,11.0,11.6,TL,Viperidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Viperidae,Bothrops atrox,Terrestrial,yes,8.5,3.26,1.28,Nocturnal,Carnivorous,Viviparous,31.0,NA,NA,NA,3.1,11.9,TL,Viperidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Viperidae,Bothrops caribbaeus,Arboreal_plus,yes,14.4,3.59,NA,Nocturnal,Carnivorous,Viviparous,31.0,NA,NA,NA,13.9,10.8,TL,Viperidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Viperidae,Bothrops jararaca,Terrestrial,yes,6.5,3.31,NA,Nocturnal,Carnivorous,Viviparous,12.0,NA,NA,NA,21.0,11.8,TL,Viperidae,Captivity,Carey and Judge 2000,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Viperidae,Bothrops lanceolatus,Arboreal_plus,yes,13.0,3.59,NA,Nocturnal,Carnivorous,Viviparous,51.0,NA,NA,NA,14.7,11.2,TL,Viperidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Viperidae,Bothrops neuwiedi,Terrestrial,yes,15.1,2.72,NA,Cathemeral,Carnivorous,Viviparous,12.0,NA,NA,NA,19.0,11.8,TL,Viperidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Viperidae,Calloselasma rhodostoma,Terrestrial,yes,5.7,2.77,0.44,Nocturnal,Carnivorous,Oviparous,16.5,NA,NA,NA,11.4,11.6,TL,Viperidae,Captivity,Carey and Judge 2000,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Viperidae,Causus resimus,Terrestrial,yes,4.0,2.35,0.19,Cathemeral,Carnivorous,Oviparous,8.0,NA,NA,NA,7.4,11.6,TL,Viperidae,Captivity,TAUM,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Viperidae,Causus rhombeatus,Terrestrial,yes,6.6,2.65,0.28,Cathemeral,Carnivorous,Oviparous,16.5,2.0,NA,NA,10.3,11.7,TL,Viperidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Viperidae,Cerastes cerastes,Terrestrial,yes,18.0,2.57,NA,Nocturnal,Carnivorous,Oviparous,16.5,NA,NA,NA,23.8,10.4,TL,Viperidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Viperidae,Cerastes gasperettii,Terrestrial,yes,20.0,2.53,NA,Nocturnal,Carnivorous,Oviparous,12.0,NA,NA,NA,23.5,10.4,TL,Viperidae,Captivity,Amitai and Bouskila 2001,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Viperidae,Cerastes vipera,Terrestrial,yes,6.0,1.79,NA,Nocturnal,Carnivorous,Viviparous,2.0,NA,NA,NA,23.7,10.4,TL,Viperidae,Captivity,Carey and Judge 2000,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Viperidae,Cerrophidion godmani,Terrestrial,yes,15.8,2.47,NA,Diurnal,Carnivorous,Viviparous,7.0,0.5,NA,NA,14.8,11.8,TL,Viperidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Viperidae,Crotalus adamanteus,Arboreal_plus,yes,22.8,3.88,1.60,Diurnal,Carnivorous,Viviparous,12.7,NA,NA,NA,30.4,11.4,TL,Viperidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Viperidae,Crotalus atrox,Arboreal_plus,yes,27.0,3.79,1.13,Cathemeral,Carnivorous,Viviparous,11.0,0.5,27.4,36.0,30.5,11.1,TL,Viperidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Viperidae,Crotalus basiliscus,Terrestrial,yes,16.0,3.62,NA,Nocturnal,Carnivorous,Viviparous,33.0,NA,NA,NA,22.1,11.5,TL,Viperidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Viperidae,Crotalus catalinensis,Arboreal_plus,yes,11.8,2.51,1.37,Nocturnal,Carnivorous,Viviparous,5.0,1.0,NA,36,25.6,10.6,TL,Viperidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Viperidae,Crotalus cerastes,Terrestrial,yes,27.3,2.50,0.78,Nocturnal,Carnivorous,Viviparous,9.2,NA,26.2,NA,33.7,10.8,TL,Viperidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Viperidae,Crotalus durissus,Terrestrial,yes,19.8,3.46,1.13,Cathemeral,Carnivorous,Viviparous,14.5,NA,NA,NA,10.1,11.8,TL,Viperidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Viperidae,Crotalus enyo,Terrestrial,yes,17.1,2.57,1.01,Cathemeral,Carnivorous,Viviparous,5.5,NA,29.7,NA,26.9,10.8,TL,Viperidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Viperidae,Crotalus horridus,Terrestrial,yes,30.2,3.52,1.35,Diurnal,Carnivorous,Viviparous,10.4,0.5,25.9,66.0,36.1,11.6,TL,Viperidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Viperidae,Crotalus lepidus,Terrestrial,yes,33.6,2.50,0.70,Diurnal,Carnivorous,Viviparous,4.0,0.5,NA,NA,27.8,11.2,TL,Viperidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Viperidae,Crotalus mitchellii,Terrestrial,yes,22.0,3.11,1.35,Cathemeral,Carnivorous,Viviparous,6.4,0.5,30.3,30,33.0,10.9,TL,Viperidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Viperidae,Crotalus molossus,Arboreal_plus,yes,20.7,3.11,1.29,Nocturnal,Carnivorous,Viviparous,10.0,NA,29.5,NA,28.3,11.2,TL,Viperidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Viperidae,Crotalus oreganus,Arboreal_plus,yes,31.0,3.33,NA,Nocturnal,Carnivorous,Viviparous,9.8,0.4,NA,NA,40.7,11.2,TL,Viperidae,Captivity,Evans and Spencer-Hartle 2013,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Viperidae,Crotalus polystictus,Terrestrial,yes,5.7,2.72,0.91,Cathemeral,Carnivorous,Viviparous,7.3,1.0,NA,NA,20.3,11.6,TL,Viperidae,Captivity,Carey and Judge 2000,Pyron and Burbrink 2014,
